iteration,rmse,datetime_start,datetime_complete,duration,bagging_freq,colsample_bytree,max_depth,min_child_samples,n_estimators,num_leaves,subsample,state
154,2549.188036088662,2023-01-28 08:38:02.171842,2023-01-28 08:38:14.037290,0 days 00:00:11.865448,9,0.79,9,600,750,325,0.95,COMPLETE
408,2549.1893150053443,2023-01-28 09:48:51.431140,2023-01-28 09:49:06.074717,0 days 00:00:14.643577,9,0.79,9,600,750,300,0.95,COMPLETE
134,2549.190617940856,2023-01-28 08:32:04.780832,2023-01-28 08:32:18.141259,0 days 00:00:13.360427,9,0.79,9,600,750,325,0.95,COMPLETE
128,2549.1914341774773,2023-01-28 08:30:28.290949,2023-01-28 08:30:41.056137,0 days 00:00:12.765188,9,0.79,9,600,750,325,0.95,COMPLETE
388,2549.192510820161,2023-01-28 09:43:18.133371,2023-01-28 09:43:30.329923,0 days 00:00:12.196552,9,0.79,9,600,750,300,0.95,COMPLETE
177,2549.1960301821296,2023-01-28 08:44:16.877903,2023-01-28 08:44:29.102599,0 days 00:00:12.224696,9,0.79,9,600,750,375,0.95,COMPLETE
74,2549.1988302711984,2023-01-28 08:15:08.108157,2023-01-28 08:15:20.984408,0 days 00:00:12.876251,9,0.79,9,600,750,375,0.95,COMPLETE
179,2549.2001476771543,2023-01-28 08:44:52.428028,2023-01-28 08:45:05.725090,0 days 00:00:13.297062,9,0.79,9,600,750,375,0.95,COMPLETE
407,2549.2011005846875,2023-01-28 09:48:34.344545,2023-01-28 09:48:46.754851,0 days 00:00:12.410306,9,0.79,9,600,750,300,0.95,COMPLETE
308,2549.2065049225225,2023-01-28 09:21:23.054894,2023-01-28 09:21:35.486003,0 days 00:00:12.431109,9,0.79,9,600,750,375,0.95,COMPLETE
391,2549.206643389784,2023-01-28 09:44:06.616827,2023-01-28 09:44:19.463332,0 days 00:00:12.846505,9,0.79,9,600,750,300,0.95,COMPLETE
152,2549.2089281295966,2023-01-28 08:37:27.703518,2023-01-28 08:37:40.434225,0 days 00:00:12.730707,9,0.79,9,600,750,325,0.95,COMPLETE
43,2549.519390475655,2023-01-28 08:06:56.026384,2023-01-28 08:07:07.992118,0 days 00:00:11.965734,9,0.79,9,600,750,300,0.95,COMPLETE
474,2549.5280084011915,2023-01-28 10:09:20.050135,2023-01-28 10:09:31.894691,0 days 00:00:11.844556,9,0.79,9,600,750,300,0.95,COMPLETE
87,2550.348401303205,2023-01-28 08:18:42.124100,2023-01-28 08:18:53.526651,0 days 00:00:11.402551,9,0.79,9,600,750,375,0.95,COMPLETE
353,2550.349674371934,2023-01-28 09:33:41.620552,2023-01-28 09:33:52.791815,0 days 00:00:11.171263,9,0.79,9,600,750,375,0.95,COMPLETE
426,2550.350634954958,2023-01-28 09:54:47.696672,2023-01-28 09:54:59.309153,0 days 00:00:11.612481,9,0.79,9,600,750,300,0.95,COMPLETE
73,2550.351885740093,2023-01-28 08:14:52.119501,2023-01-28 08:15:03.335499,0 days 00:00:11.215998,9,0.79,9,600,750,350,0.95,COMPLETE
55,2550.3525151878207,2023-01-28 08:10:06.984637,2023-01-28 08:10:17.746278,0 days 00:00:10.761641,9,0.79,9,600,750,325,0.95,COMPLETE
284,2550.352561708796,2023-01-28 09:15:02.896145,2023-01-28 09:15:14.086727,0 days 00:00:11.190582,9,0.79,9,600,750,375,0.95,COMPLETE
31,2550.353235825965,2023-01-28 08:03:38.372081,2023-01-28 08:03:49.137680,0 days 00:00:10.765599,9,0.79,9,600,750,300,0.95,COMPLETE
205,2550.3540090764586,2023-01-28 08:52:07.058293,2023-01-28 08:52:18.396488,0 days 00:00:11.338195,9,0.79,9,600,750,325,0.95,COMPLETE
111,2550.3545712308246,2023-01-28 08:25:06.812678,2023-01-28 08:25:18.001725,0 days 00:00:11.189047,9,0.79,9,600,750,300,0.95,COMPLETE
172,2550.3572113989476,2023-01-28 08:42:57.411321,2023-01-28 08:43:08.503810,0 days 00:00:11.092489,9,0.79,9,600,750,325,0.95,COMPLETE
256,2550.358648064753,2023-01-28 09:06:08.139884,2023-01-28 09:06:19.289766,0 days 00:00:11.149882,9,0.79,9,600,750,325,0.95,COMPLETE
377,2550.3605017736754,2023-01-28 09:40:12.205709,2023-01-28 09:40:23.132086,0 days 00:00:10.926377,9,0.79,9,600,750,400,0.95,COMPLETE
52,2550.3626815738016,2023-01-28 08:09:22.477926,2023-01-28 08:09:33.226944,0 days 00:00:10.749018,9,0.79,9,600,750,325,0.95,COMPLETE
264,2550.3639082003856,2023-01-28 09:08:14.302052,2023-01-28 09:08:25.646643,0 days 00:00:11.344591,9,0.79,9,600,750,325,0.95,COMPLETE
313,2550.3646330701245,2023-01-28 09:22:44.670870,2023-01-28 09:22:55.925852,0 days 00:00:11.254982,9,0.79,9,600,750,375,0.95,COMPLETE
79,2550.365007533172,2023-01-28 08:16:33.166038,2023-01-28 08:16:43.913857,0 days 00:00:10.747819,9,0.79,9,600,750,375,0.95,COMPLETE
139,2550.3652979494464,2023-01-28 08:33:24.655194,2023-01-28 08:33:35.813280,0 days 00:00:11.158086,9,0.79,9,600,750,375,0.95,COMPLETE
423,2550.365921476688,2023-01-28 09:53:13.375533,2023-01-28 09:53:31.905398,0 days 00:00:18.529865,9,0.79,9,600,750,300,0.95,COMPLETE
330,2550.367092586812,2023-01-28 09:27:25.869838,2023-01-28 09:27:36.798858,0 days 00:00:10.929020,9,0.79,9,600,750,375,0.95,COMPLETE
349,2550.367612190658,2023-01-28 09:32:33.799670,2023-01-28 09:32:44.647776,0 days 00:00:10.848106,9,0.79,9,600,750,375,0.95,COMPLETE
275,2550.3686192929636,2023-01-28 09:12:37.206061,2023-01-28 09:12:48.474387,0 days 00:00:11.268326,9,0.79,9,600,750,350,0.95,COMPLETE
380,2550.3688793624106,2023-01-28 09:41:00.364454,2023-01-28 09:41:11.943618,0 days 00:00:11.579164,9,0.79,9,600,750,375,0.95,COMPLETE
319,2550.3691457338555,2023-01-28 09:24:19.855812,2023-01-28 09:24:31.245117,0 days 00:00:11.389305,9,0.79,9,600,750,300,0.95,COMPLETE
490,2550.370213432403,2023-01-28 10:14:06.312778,2023-01-28 10:14:18.021894,0 days 00:00:11.709116,9,0.79,9,600,750,325,0.95,COMPLETE
364,2550.3710426550665,2023-01-28 09:36:42.105694,2023-01-28 09:36:53.266496,0 days 00:00:11.160802,9,0.79,9,600,750,300,0.95,COMPLETE
338,2550.371157055787,2023-01-28 09:29:33.741485,2023-01-28 09:29:44.865834,0 days 00:00:11.124349,9,0.79,9,600,750,325,0.95,COMPLETE
213,2550.3714421983545,2023-01-28 08:54:46.391397,2023-01-28 08:54:57.357060,0 days 00:00:10.965663,9,0.79,9,600,750,325,0.95,COMPLETE
169,2550.3721690253183,2023-01-28 08:42:07.956753,2023-01-28 08:42:18.684014,0 days 00:00:10.727261,9,0.79,9,600,750,375,0.95,COMPLETE
50,2550.372450455177,2023-01-28 08:08:47.261798,2023-01-28 08:08:59.845334,0 days 00:00:12.583536,9,0.79,9,600,750,325,0.95,COMPLETE
435,2550.373072711911,2023-01-28 09:57:18.048984,2023-01-28 09:57:28.985456,0 days 00:00:10.936472,9,0.79,9,600,750,300,0.95,COMPLETE
101,2550.3733097451754,2023-01-28 08:22:28.920168,2023-01-28 08:22:39.527596,0 days 00:00:10.607428,9,0.79,9,600,750,375,0.95,COMPLETE
240,2550.373320572108,2023-01-28 09:01:55.117750,2023-01-28 09:02:06.770308,0 days 00:00:11.652558,9,0.79,9,600,750,375,0.95,COMPLETE
285,2550.373387527728,2023-01-28 09:15:21.386562,2023-01-28 09:15:33.319659,0 days 00:00:11.933097,9,0.79,9,600,750,375,0.95,COMPLETE
362,2550.376192380696,2023-01-28 09:36:10.799679,2023-01-28 09:36:21.814919,0 days 00:00:11.015240,9,0.79,9,600,750,375,0.95,COMPLETE
297,2550.3773199775624,2023-01-28 09:18:29.750255,2023-01-28 09:18:40.787455,0 days 00:00:11.037200,9,0.79,9,600,750,300,0.95,COMPLETE
332,2550.3789385859377,2023-01-28 09:27:57.246728,2023-01-28 09:28:08.217668,0 days 00:00:10.970940,9,0.79,9,600,750,375,0.95,COMPLETE
39,2550.379259256263,2023-01-28 08:05:50.117559,2023-01-28 08:06:01.034629,0 days 00:00:10.917070,9,0.79,9,600,750,300,0.95,COMPLETE
428,2550.3847378853807,2023-01-28 09:55:23.791423,2023-01-28 09:55:34.859167,0 days 00:00:11.067744,9,0.79,9,600,750,300,0.95,COMPLETE
24,2550.5437882327,2023-01-28 08:01:42.694585,2023-01-28 08:01:53.521844,0 days 00:00:10.827259,9,0.77,9,600,750,350,0.95,COMPLETE
67,2550.985713432891,2023-01-28 08:13:20.521771,2023-01-28 08:13:32.044572,0 days 00:00:11.522801,9,0.79,9,575,750,325,0.95,COMPLETE
359,2551.088589155565,2023-01-28 09:35:20.879258,2023-01-28 09:35:33.004211,0 days 00:00:12.124953,9,0.79,9,600,750,375,0.95,COMPLETE
196,2551.08912085178,2023-01-28 08:49:41.784397,2023-01-28 08:49:53.379722,0 days 00:00:11.595325,9,0.79,9,600,750,325,0.95,COMPLETE
317,2551.0906364759685,2023-01-28 09:23:48.514192,2023-01-28 09:23:59.855016,0 days 00:00:11.340824,9,0.79,9,600,750,375,0.95,COMPLETE
86,2551.091245444691,2023-01-28 08:18:25.776915,2023-01-28 08:18:37.357546,0 days 00:00:11.580631,9,0.79,9,600,750,375,0.95,COMPLETE
343,2551.092665052535,2023-01-28 09:30:54.485339,2023-01-28 09:31:06.329439,0 days 00:00:11.844100,9,0.79,9,600,750,350,0.95,COMPLETE
228,2551.0926882126587,2023-01-28 08:58:43.920831,2023-01-28 08:58:55.369877,0 days 00:00:11.449046,9,0.79,9,600,750,325,0.95,COMPLETE
229,2551.0927545324507,2023-01-28 08:58:59.963464,2023-01-28 08:59:11.366362,0 days 00:00:11.402898,9,0.79,9,600,750,300,0.95,COMPLETE
103,2551.0932498825728,2023-01-28 08:23:00.642300,2023-01-28 08:23:12.250636,0 days 00:00:11.608336,9,0.79,9,600,750,375,0.95,COMPLETE
429,2551.0937442123013,2023-01-28 09:55:39.106770,2023-01-28 09:55:50.178821,0 days 00:00:11.072051,9,0.79,9,600,750,300,0.95,COMPLETE
396,2551.093752118825,2023-01-28 09:45:32.092170,2023-01-28 09:45:43.716252,0 days 00:00:11.624082,9,0.79,9,600,750,300,0.95,COMPLETE
409,2551.0952471974806,2023-01-28 09:49:12.349562,2023-01-28 09:49:23.597337,0 days 00:00:11.247775,9,0.79,9,600,750,300,0.95,COMPLETE
148,2551.0959036818804,2023-01-28 08:36:19.232369,2023-01-28 08:36:30.953715,0 days 00:00:11.721346,9,0.79,9,600,750,300,0.95,COMPLETE
210,2551.0960058179326,2023-01-28 08:53:58.496633,2023-01-28 08:54:10.391084,0 days 00:00:11.894451,9,0.79,9,600,750,325,0.95,COMPLETE
254,2551.0963283800324,2023-01-28 09:05:33.675989,2023-01-28 09:05:45.082358,0 days 00:00:11.406369,9,0.79,9,600,750,325,0.95,COMPLETE
269,2551.096764445617,2023-01-28 09:09:37.166161,2023-01-28 09:09:48.412995,0 days 00:00:11.246834,9,0.79,9,600,750,325,0.95,COMPLETE
450,2551.0969156097613,2023-01-28 10:01:37.410928,2023-01-28 10:01:49.018868,0 days 00:00:11.607940,9,0.79,9,600,750,400,0.95,COMPLETE
433,2551.0972761210396,2023-01-28 09:56:46.785192,2023-01-28 09:56:58.778110,0 days 00:00:11.992918,9,0.79,9,600,750,300,0.95,COMPLETE
451,2551.0974483460673,2023-01-28 10:01:53.559546,2023-01-28 10:02:05.059629,0 days 00:00:11.500083,9,0.79,9,600,750,325,0.95,COMPLETE
443,2551.097909618476,2023-01-28 09:59:46.383072,2023-01-28 09:59:57.926496,0 days 00:00:11.543424,9,0.79,9,600,750,375,0.95,COMPLETE
365,2551.0987591530456,2023-01-28 09:36:57.423713,2023-01-28 09:37:09.561761,0 days 00:00:12.138048,9,0.79,9,600,750,375,0.95,COMPLETE
65,2551.0988623152343,2023-01-28 08:12:45.993515,2023-01-28 08:12:57.715617,0 days 00:00:11.722102,9,0.79,9,600,750,325,0.95,COMPLETE
458,2551.098873919771,2023-01-28 10:04:45.866488,2023-01-28 10:04:57.461297,0 days 00:00:11.594809,9,0.79,9,600,750,325,0.95,COMPLETE
97,2551.0989415800764,2023-01-28 08:21:26.291752,2023-01-28 08:21:38.209256,0 days 00:00:11.917504,9,0.79,9,600,750,350,0.95,COMPLETE
76,2551.0989611176524,2023-01-28 08:15:41.966752,2023-01-28 08:15:53.204504,0 days 00:00:11.237752,9,0.79,9,600,750,350,0.95,COMPLETE
320,2551.099316758576,2023-01-28 09:24:35.826990,2023-01-28 09:24:47.756051,0 days 00:00:11.929061,9,0.79,9,600,750,400,0.95,COMPLETE
448,2551.099395902449,2023-01-28 10:01:07.740338,2023-01-28 10:01:19.357346,0 days 00:00:11.617008,9,0.79,9,600,750,375,0.95,COMPLETE
346,2551.099400688665,2023-01-28 09:31:42.295874,2023-01-28 09:31:53.697757,0 days 00:00:11.401883,9,0.79,9,600,750,325,0.95,COMPLETE
390,2551.09954363839,2023-01-28 09:43:50.550814,2023-01-28 09:44:02.696171,0 days 00:00:12.145357,9,0.79,9,600,750,300,0.95,COMPLETE
358,2551.100086552253,2023-01-28 09:35:04.669893,2023-01-28 09:35:16.712799,0 days 00:00:12.042906,9,0.79,9,600,750,375,0.95,COMPLETE
255,2551.100199988528,2023-01-28 09:05:49.820198,2023-01-28 09:06:01.536378,0 days 00:00:11.716180,9,0.79,9,600,750,375,0.95,COMPLETE
171,2551.100322322784,2023-01-28 08:42:41.136595,2023-01-28 08:42:52.785074,0 days 00:00:11.648479,9,0.79,9,600,750,325,0.95,COMPLETE
63,2551.100871517157,2023-01-28 08:12:13.930615,2023-01-28 08:12:24.957992,0 days 00:00:11.027377,9,0.79,9,600,750,300,0.95,COMPLETE
389,2551.1008862680537,2023-01-28 09:43:34.533926,2023-01-28 09:43:46.605264,0 days 00:00:12.071338,9,0.79,9,600,750,300,0.95,COMPLETE
236,2551.101186109306,2023-01-28 09:00:49.462978,2023-01-28 09:01:00.936519,0 days 00:00:11.473541,9,0.79,9,600,750,400,0.95,COMPLETE
83,2551.1013598247564,2023-01-28 08:17:38.437449,2023-01-28 08:17:50.404538,0 days 00:00:11.967089,9,0.79,9,600,750,375,0.95,COMPLETE
221,2551.101371080653,2023-01-28 08:56:50.782088,2023-01-28 08:57:02.155982,0 days 00:00:11.373894,9,0.79,9,600,750,325,0.95,COMPLETE
339,2551.1015841618414,2023-01-28 09:29:49.094333,2023-01-28 09:29:59.225428,0 days 00:00:10.131095,9,0.79,9,600,500,375,0.95,COMPLETE
329,2551.1022820846074,2023-01-28 09:27:08.224611,2023-01-28 09:27:20.478711,0 days 00:00:12.254100,9,0.79,9,600,750,375,0.95,COMPLETE
81,2551.1025124924668,2023-01-28 08:17:03.474344,2023-01-28 08:17:15.606878,0 days 00:00:12.132534,9,0.79,9,600,750,375,0.95,COMPLETE
347,2551.102558931862,2023-01-28 09:32:00.401097,2023-01-28 09:32:11.892764,0 days 00:00:11.491667,9,0.79,9,600,750,375,0.95,COMPLETE
333,2551.1025833585327,2023-01-28 09:28:12.383307,2023-01-28 09:28:23.860631,0 days 00:00:11.477324,9,0.79,9,600,750,350,0.95,COMPLETE
413,2551.102696114798,2023-01-28 09:50:18.890450,2023-01-28 09:50:30.691610,0 days 00:00:11.801160,9,0.79,9,600,750,300,0.95,COMPLETE
124,2551.1027068538606,2023-01-28 08:28:33.375966,2023-01-28 08:28:44.657548,0 days 00:00:11.281582,9,0.79,9,600,750,350,0.95,COMPLETE
351,2551.1027447892925,2023-01-28 09:33:07.023880,2023-01-28 09:33:18.696640,0 days 00:00:11.672760,9,0.79,9,600,750,350,0.95,COMPLETE
42,2551.102910589642,2023-01-28 08:06:39.665989,2023-01-28 08:06:51.326874,0 days 00:00:11.660885,9,0.79,9,600,750,300,0.95,COMPLETE
208,2551.10306583747,2023-01-28 08:53:26.707639,2023-01-28 08:53:38.422933,0 days 00:00:11.715294,9,0.79,9,600,750,375,0.95,COMPLETE
248,2551.1031716170855,2023-01-28 09:04:00.535253,2023-01-28 09:04:12.666532,0 days 00:00:12.131279,9,0.79,9,600,750,325,0.95,COMPLETE
456,2551.103431889244,2023-01-28 10:03:56.059886,2023-01-28 10:04:19.690696,0 days 00:00:23.630810,9,0.79,9,600,750,300,0.95,COMPLETE
114,2551.1034434074113,2023-01-28 08:25:55.818624,2023-01-28 08:26:07.339825,0 days 00:00:11.521201,9,0.79,9,600,750,300,0.95,COMPLETE
164,2551.103738520198,2023-01-28 08:40:50.306197,2023-01-28 08:41:02.046284,0 days 00:00:11.740087,9,0.79,9,600,750,375,0.95,COMPLETE
304,2551.103821653421,2023-01-28 09:20:16.936890,2023-01-28 09:20:28.984762,0 days 00:00:12.047872,9,0.79,9,600,750,325,0.95,COMPLETE
268,2551.1038271951456,2023-01-28 09:09:21.040698,2023-01-28 09:09:32.561144,0 days 00:00:11.520446,9,0.79,9,600,750,300,0.95,COMPLETE
191,2551.1038353129916,2023-01-28 08:48:14.023460,2023-01-28 08:48:25.317176,0 days 00:00:11.293716,9,0.79,9,600,750,325,0.95,COMPLETE
145,2551.1045586659475,2023-01-28 08:35:03.113560,2023-01-28 08:35:14.550042,0 days 00:00:11.436482,9,0.79,9,600,750,375,0.95,COMPLETE
463,2551.1045895490274,2023-01-28 10:06:17.891261,2023-01-28 10:06:31.672218,0 days 00:00:13.780957,9,0.79,9,600,750,300,0.95,COMPLETE
420,2551.1048050681275,2023-01-28 09:52:22.868336,2023-01-28 09:52:34.261849,0 days 00:00:11.393513,9,0.79,9,600,500,300,0.95,COMPLETE
461,2551.104934113944,2023-01-28 10:05:39.922053,2023-01-28 10:05:51.343011,0 days 00:00:11.420958,9,0.79,9,600,750,375,0.95,COMPLETE
107,2551.1050172169375,2023-01-28 08:24:07.044206,2023-01-28 08:24:18.276309,0 days 00:00:11.232103,9,0.79,9,600,750,300,0.95,COMPLETE
470,2551.1054863775985,2023-01-28 10:08:13.635568,2023-01-28 10:08:24.961996,0 days 00:00:11.326428,9,0.79,9,600,750,325,0.95,COMPLETE
239,2551.105486879363,2023-01-28 09:01:39.061210,2023-01-28 09:01:50.795393,0 days 00:00:11.734183,9,0.79,9,600,750,325,0.95,COMPLETE
225,2551.1055423349367,2023-01-28 08:57:55.520983,2023-01-28 08:58:07.271410,0 days 00:00:11.750427,9,0.79,9,600,750,325,0.95,COMPLETE
298,2551.1056201330225,2023-01-28 09:18:44.728647,2023-01-28 09:18:56.788746,0 days 00:00:12.060099,9,0.79,9,600,750,375,0.95,COMPLETE
367,2551.1058413552164,2023-01-28 09:37:28.966535,2023-01-28 09:37:40.769071,0 days 00:00:11.802536,9,0.79,9,600,750,375,0.95,COMPLETE
105,2551.105963711584,2023-01-28 08:23:33.852989,2023-01-28 08:23:45.626024,0 days 00:00:11.773035,9,0.79,9,600,750,375,0.95,COMPLETE
489,2551.106168311396,2023-01-28 10:13:50.201468,2023-01-28 10:14:02.159318,0 days 00:00:11.957850,9,0.79,9,600,750,325,0.95,COMPLETE
410,2551.106295912546,2023-01-28 09:49:28.392254,2023-01-28 09:49:40.286725,0 days 00:00:11.894471,9,0.79,9,600,750,300,0.95,COMPLETE
273,2551.1064373883123,2023-01-28 09:12:02.981202,2023-01-28 09:12:17.580041,0 days 00:00:14.598839,9,0.79,9,600,750,350,0.95,COMPLETE
150,2551.106464921944,2023-01-28 08:36:54.931872,2023-01-28 08:37:06.417354,0 days 00:00:11.485482,9,0.79,9,600,750,300,0.95,COMPLETE
382,2551.106531865627,2023-01-28 09:41:33.221336,2023-01-28 09:41:45.011312,0 days 00:00:11.789976,9,0.79,9,600,750,375,0.95,COMPLETE
357,2551.1067938041774,2023-01-28 09:34:46.491475,2023-01-28 09:34:58.457013,0 days 00:00:11.965538,9,0.79,9,600,750,375,0.95,COMPLETE
75,2551.106938962887,2023-01-28 08:15:25.608343,2023-01-28 08:15:37.499360,0 days 00:00:11.891017,9,0.79,9,600,750,375,0.95,COMPLETE
33,2551.1073077260435,2023-01-28 08:04:14.689003,2023-01-28 08:04:26.335669,0 days 00:00:11.646666,9,0.79,9,600,750,300,0.95,COMPLETE
479,2551.107539161635,2023-01-28 10:10:44.761376,2023-01-28 10:10:56.987231,0 days 00:00:12.225855,9,0.79,9,600,750,300,0.95,COMPLETE
437,2551.107623662311,2023-01-28 09:57:48.767885,2023-01-28 09:58:00.209789,0 days 00:00:11.441904,9,0.79,9,600,750,375,0.95,COMPLETE
151,2551.1083333739484,2023-01-28 08:37:12.296962,2023-01-28 08:37:23.551179,0 days 00:00:11.254217,9,0.79,9,600,750,325,0.95,COMPLETE
117,2551.1084972540107,2023-01-28 08:26:42.428912,2023-01-28 08:26:53.527705,0 days 00:00:11.098793,9,0.79,9,600,750,300,0.95,COMPLETE
144,2551.109023655643,2023-01-28 08:34:46.957240,2023-01-28 08:34:58.406426,0 days 00:00:11.449186,9,0.79,9,600,750,325,0.95,COMPLETE
383,2551.109422991552,2023-01-28 09:41:49.371129,2023-01-28 09:42:01.625419,0 days 00:00:12.254290,9,0.79,9,600,750,300,0.95,COMPLETE
363,2551.109861650823,2023-01-28 09:36:25.903043,2023-01-28 09:36:37.389765,0 days 00:00:11.486722,9,0.79,9,600,750,375,0.95,COMPLETE
202,2551.111369804481,2023-01-28 08:51:18.515182,2023-01-28 08:51:29.815105,0 days 00:00:11.299923,9,0.79,9,600,750,325,0.95,COMPLETE
155,2551.1114817926764,2023-01-28 08:38:18.363891,2023-01-28 08:38:29.694514,0 days 00:00:11.330623,9,0.79,9,600,750,325,0.95,COMPLETE
481,2551.1116923111163,2023-01-28 10:11:18.176857,2023-01-28 10:11:29.964432,0 days 00:00:11.787575,9,0.79,9,600,750,300,0.95,COMPLETE
113,2551.1124085696824,2023-01-28 08:25:39.512582,2023-01-28 08:25:51.002178,0 days 00:00:11.489596,9,0.79,9,600,750,300,0.95,COMPLETE
361,2551.113030289463,2023-01-28 09:35:54.519634,2023-01-28 09:36:06.271376,0 days 00:00:11.751742,9,0.79,9,600,750,375,0.95,COMPLETE
375,2551.1130643080805,2023-01-28 09:39:38.549774,2023-01-28 09:39:50.445136,0 days 00:00:11.895362,9,0.79,9,600,750,375,0.95,COMPLETE
131,2551.1131960801736,2023-01-28 08:31:16.672790,2023-01-28 08:31:28.692252,0 days 00:00:12.019462,9,0.79,9,600,750,325,0.95,COMPLETE
222,2551.113345270384,2023-01-28 08:57:07.120940,2023-01-28 08:57:18.568378,0 days 00:00:11.447438,9,0.79,9,600,750,325,0.95,COMPLETE
263,2551.1140168144393,2023-01-28 09:07:58.134261,2023-01-28 09:08:09.951527,0 days 00:00:11.817266,9,0.79,9,600,1000,300,0.95,COMPLETE
430,2551.1141747761867,2023-01-28 09:55:56.331443,2023-01-28 09:56:08.381870,0 days 00:00:12.050427,9,0.79,9,600,750,325,0.95,COMPLETE
130,2551.1143362566786,2023-01-28 08:31:01.440607,2023-01-28 08:31:12.539907,0 days 00:00:11.099300,9,0.79,9,600,750,325,0.95,COMPLETE
401,2551.115363017616,2023-01-28 09:46:52.854092,2023-01-28 09:47:04.386008,0 days 00:00:11.531916,9,0.79,9,600,750,300,0.95,COMPLETE
334,2551.116112267641,2023-01-28 09:28:28.450097,2023-01-28 09:28:39.702225,0 days 00:00:11.252128,9,0.79,9,600,750,375,0.95,COMPLETE
331,2551.116313329837,2023-01-28 09:27:41.305131,2023-01-28 09:27:52.596076,0 days 00:00:11.290945,9,0.79,9,600,750,375,0.95,COMPLETE
453,2551.118285289765,2023-01-28 10:02:31.869913,2023-01-28 10:02:51.080671,0 days 00:00:19.210758,9,0.79,9,600,750,375,0.95,COMPLETE
337,2551.1191448035156,2023-01-28 09:29:17.352707,2023-01-28 09:29:29.006347,0 days 00:00:11.653640,9,0.79,9,600,750,375,0.95,COMPLETE
190,2551.1196608019463,2023-01-28 08:47:54.831837,2023-01-28 08:48:06.295487,0 days 00:00:11.463650,9,0.79,9,600,750,375,0.95,COMPLETE
265,2551.120320761377,2023-01-28 09:08:30.529822,2023-01-28 09:08:42.168277,0 days 00:00:11.638455,9,0.79,9,600,750,300,0.95,COMPLETE
267,2551.1236309522033,2023-01-28 09:09:02.964315,2023-01-28 09:09:14.304256,0 days 00:00:11.339941,9,0.79,9,600,750,325,0.95,COMPLETE
219,2551.1248938304097,2023-01-28 08:56:20.058798,2023-01-28 08:56:31.174484,0 days 00:00:11.115686,9,0.79,9,600,750,325,0.95,COMPLETE
102,2551.1306397497974,2023-01-28 08:22:43.929955,2023-01-28 08:22:56.130129,0 days 00:00:12.200174,9,0.79,9,600,750,375,0.95,COMPLETE
438,2551.604568926034,2023-01-28 09:58:05.177321,2023-01-28 09:58:16.442147,0 days 00:00:11.264826,9,0.77,9,600,750,300,0.95,COMPLETE
168,2551.892966823854,2023-01-28 08:41:51.836786,2023-01-28 08:42:03.320552,0 days 00:00:11.483766,9,0.79,9,600,750,325,0.95,COMPLETE
61,2551.895785293616,2023-01-28 08:11:42.743758,2023-01-28 08:11:54.418004,0 days 00:00:11.674246,9,0.79,9,600,750,300,0.95,COMPLETE
181,2551.897310416781,2023-01-28 08:45:27.109907,2023-01-28 08:45:39.014104,0 days 00:00:11.904197,9,0.79,9,600,750,375,0.95,COMPLETE
141,2551.8990276426666,2023-01-28 08:33:57.538306,2023-01-28 08:34:09.603466,0 days 00:00:12.065160,9,0.79,9,600,750,325,0.95,COMPLETE
112,2551.8997395098027,2023-01-28 08:25:22.237494,2023-01-28 08:25:34.857694,0 days 00:00:12.620200,9,0.79,9,600,750,300,0.95,COMPLETE
