iteration,rmse,datetime_start,datetime_complete,duration,bagging_freq,colsample_bytree,lambda_l1,lambda_l2,learning_rate,max_depth,min_child_samples,n_estimators,num_leaves,subsample,state
23,2632.5044240034717,2023-01-24 23:31:14.970628,2023-01-24 23:31:55.266887,0 days 00:00:40.296259,10,0.8051036143532133,0.020053222619870723,0.0014498874046186669,0.00799769744700877,11,545,931,353,0.9413800952691866,COMPLETE
21,2632.6695793910867,2023-01-24 23:29:19.192956,2023-01-24 23:30:00.940593,0 days 00:00:41.747637,10,0.8029761994163765,0.020072645417180342,0.0014623288017007457,0.007998787879644649,11,545,930,357,0.9490279185449434,COMPLETE
18,2632.751178750023,2023-01-24 23:27:07.368762,2023-01-24 23:27:50.489645,0 days 00:00:43.120883,10,0.795893704475459,0.02018795694956299,0.0015806265418990097,0.007996511680083612,11,544,929,357,0.949591040307503,COMPLETE
83,2633.022157513153,2023-01-25 00:19:22.407942,2023-01-25 00:20:01.104982,0 days 00:00:38.697040,10,0.7991146254042407,0.02020425199470546,0.0014860047240200444,0.007975791121744135,11,547,933,351,0.9398319293145952,COMPLETE
96,2633.15215946717,2023-01-25 00:30:17.822503,2023-01-25 00:30:53.970679,0 days 00:00:36.148176,10,0.8044730971446247,0.020378097264004663,0.001510829155702391,0.007967160478250433,11,545,933,362,0.9361754342559584,COMPLETE
31,2633.2503513616953,2023-01-24 23:37:20.790442,2023-01-24 23:37:59.876458,0 days 00:00:39.086016,10,0.8019073356432072,0.020117793026531435,0.0014693996994907133,0.007993874420190856,11,545,930,357,0.9499140779136341,COMPLETE
84,2633.2952997608795,2023-01-25 00:20:08.868511,2023-01-25 00:20:52.422650,0 days 00:00:43.554139,10,0.7991832308244509,0.02059314810086722,0.001494276701606548,0.007971314069146695,11,547,934,354,0.9395741369575773,COMPLETE
67,2633.29820326124,2023-01-25 00:07:03.163499,2023-01-25 00:07:38.790015,0 days 00:00:35.626516,10,0.8005298285728064,0.02090236139019178,0.0015233152660583374,0.00799958068545488,11,546,929,361,0.9429750138489706,COMPLETE
42,2633.310111233586,2023-01-24 23:46:32.204484,2023-01-24 23:47:20.766939,0 days 00:00:48.562455,10,0.8077549737365716,0.020430390534040426,0.0014591276064017198,0.0079956104799621,11,545,930,360,0.9460713674737229,COMPLETE
91,2633.3141062624504,2023-01-25 00:25:56.563093,2023-01-25 00:26:33.676455,0 days 00:00:37.113362,10,0.8018997942704176,0.020527778108744475,0.0015686406524752121,0.007977230337278346,11,545,934,354,0.9470246282530118,COMPLETE
