iteration,rmse,datetime_start,datetime_complete,duration,bagging_freq,colsample_bytree,lambda_l1,lambda_l2,learning_rate,max_depth,min_child_samples,n_estimators,num_leaves,subsample,state
89,2631.148599791304,2023-01-26 17:16:06.123465,2023-01-26 17:16:43.519572,0 days 00:00:37.396107,10.0,0.7885611027218716,0.02742137527836653,0.001393750950454301,0.007978510977680153,11.0,541.0,935.0,358.0,0.9435114993988676,COMPLETE
86,2631.1852416480906,2023-01-26 17:13:28.283840,2023-01-26 17:14:13.927310,0 days 00:00:45.643470,10.0,0.7886666640291002,0.027509951705552007,0.0013486449588504166,0.00798488065535708,11.0,541.0,935.0,359.0,0.9451554613741143,COMPLETE
96,2631.3097872355474,2023-01-26 17:23:50.376009,2023-01-26 17:24:41.335128,0 days 00:00:50.959119,10.0,0.7877394739482463,0.02720885431725338,0.001331158005932227,0.007986239966944938,11.0,541.0,934.0,359.0,0.9499369505929071,COMPLETE
85,2631.5534209136194,2023-01-26 17:12:19.213934,2023-01-26 17:13:00.187797,0 days 00:00:40.973863,10.0,0.7885464185062893,0.026862600798291194,0.001292204651358468,0.007981152392923614,11.0,540.0,935.0,360.0,0.9461294104849783,COMPLETE
81,2631.745163453912,2023-01-26 17:07:10.092987,2023-01-26 17:07:49.309635,0 days 00:00:39.216648,10.0,0.7889664977502935,0.027639881354670614,0.0012862252787677034,0.007984975062729494,11.0,540.0,934.0,360.0,0.9464993970937977,COMPLETE
88,2631.8150158848043,2023-01-26 17:15:13.956999,2023-01-26 17:15:57.560772,0 days 00:00:43.603773,10.0,0.7887352113187662,0.02727352743427987,0.001381978084499568,0.007974964420968655,11.0,541.0,935.0,359.0,0.9499209449129487,COMPLETE
97,2631.8662641505884,2023-01-26 17:25:07.086077,2023-01-26 17:25:49.074841,0 days 00:00:41.988764,10.0,0.787658559869128,0.02720654163155818,0.0013356160947093475,0.007949343034381513,11.0,541.0,935.0,357.0,0.9452884863477994,COMPLETE
87,2631.9535137686685,2023-01-26 17:14:22.533126,2023-01-26 17:15:06.496671,0 days 00:00:43.963545,10.0,0.7886646508149742,0.027254904510418856,0.0013618563140773581,0.007980151626500755,11.0,541.0,935.0,359.0,0.9431799900134085,COMPLETE
90,2632.3583866174286,2023-01-26 17:16:54.463680,2023-01-26 17:17:44.769049,0 days 00:00:50.305369,10.0,0.7882926641099443,0.027271844033496005,0.0013664633286060524,0.007975431284900199,11.0,541.0,935.0,358.0,0.9437588724758028,COMPLETE
82,2632.695083688246,2023-01-26 17:08:22.276319,2023-01-26 17:09:30.212141,0 days 00:01:07.935822,10.0,0.7892291597208384,0.0267183466589062,0.0012943082085084795,0.007984960823400241,11.0,540.0,934.0,360.0,0.9472783482495438,COMPLETE
91,2632.724564798926,2023-01-26 17:17:55.393984,2023-01-26 17:18:39.096100,0 days 00:00:43.702116,10.0,0.7865378928709602,0.027496744618673397,0.001396455658098356,0.007974466640835778,11.0,541.0,935.0,358.0,0.942406551584177,COMPLETE
83,2632.802277401422,2023-01-26 17:10:27.446416,2023-01-26 17:11:13.871740,0 days 00:00:46.425324,10.0,0.7888690472874285,0.026879513314927193,0.0012985870363009285,0.00798968459283644,11.0,540.0,934.0,359.0,0.9471565703221484,COMPLETE
84,2632.9907021964164,2023-01-26 17:11:26.500912,2023-01-26 17:12:04.907844,0 days 00:00:38.406932,10.0,0.7882575791618528,0.026782767794374798,0.0012851168498444656,0.007983273524731566,11.0,540.0,935.0,360.0,0.9474387876123237,COMPLETE
95,2633.007892923195,2023-01-26 17:22:29.677763,2023-01-26 17:23:31.444685,0 days 00:01:01.766922,10.0,0.7888343721424866,0.027700280694481876,0.0014017727565725263,0.007969978880749278,11.0,540.0,935.0,358.0,0.9455215742195622,COMPLETE
34,2633.098253204692,2023-01-26 14:21:35.139510,2023-01-26 14:22:27.559313,0 days 00:00:52.419803,10.0,0.7970203060074771,0.02698035213570389,0.0014053791094403333,0.007996249042938556,11.0,545.0,932.0,364.0,0.9438852300428189,COMPLETE
99,2633.162198201096,2023-01-26 17:26:58.915687,2023-01-26 17:27:45.268871,0 days 00:00:46.353184,8.0,0.7898445986150257,0.02719684748093314,0.0013464157415733022,0.007947707312618678,11.0,541.0,935.0,356.0,0.9498077360584232,COMPLETE
68,2633.1700174891407,2023-01-26 14:54:21.762722,2023-01-26 14:55:06.352673,0 days 00:00:44.589951,10.0,0.8066106327241473,0.02533641527007737,0.0012222029672330607,0.007963300776639658,11.0,547.0,932.0,362.0,0.9499073442907291,COMPLETE
93,2633.186836661628,2023-01-26 17:19:50.338196,2023-01-26 17:20:52.271272,0 days 00:01:01.933076,10.0,0.7908052958289971,0.027339435789686128,0.0013574931998765485,0.007944080052724786,11.0,541.0,935.0,359.0,0.9425561740055943,COMPLETE
22,2633.208412527981,2023-01-26 14:10:00.254692,2023-01-26 14:10:40.367374,0 days 00:00:40.112682,10.0,0.789737164598328,0.028591219358493486,0.0012772857042649582,0.007993873841234116,11.0,545.0,932.0,365.0,0.9348194403749561,COMPLETE
79,2633.3064775156545,2023-01-26 17:05:17.921193,2023-01-26 17:06:00.488026,0 days 00:00:42.566833,10.0,0.7888034429969669,0.02685159476704392,0.0012882434270479394,0.007996770825587347,11.0,541.0,932.0,361.0,0.9465517445777327,COMPLETE
94,2633.398224726194,2023-01-26 17:21:12.778962,2023-01-26 17:22:15.193904,0 days 00:01:02.414942,10.0,0.7866826876209065,0.028076317210811635,0.0014264527461193381,0.007982193216407151,11.0,542.0,935.0,359.0,0.9418507331561976,COMPLETE
