boosting_type,feature_fraction,force_col_wise,learning_rate,max_depth,min_sum_hessian_in_leaf,num_leaves,reg_alpha,reg_lambda,subsample,loss,iteration
gbdt,0.6319607598547486,+,0.05569160735711916,12,0,192,0.24642784742371615,0.12175014895503916,0.8369050999796784,2400.418602397316,28
gbdt,0.6976871399906502,+,0.07553457733286252,14,0,173,0.27656272258558234,0.864962348394382,0.8766675574739643,2403.325602569468,59
gbdt,0.5502455420967558,+,0.09695971883104651,12,0,173,0.32031213775657463,0.1842104419426533,0.647829255511178,2404.712976208872,42
gbdt,0.7983878576998648,+,0.0593086500210081,14,0,173,0.15197062905678188,0.5478684452764946,0.7997595664490871,2407.917098561956,70
gbdt,0.6288559483259166,+,0.057014241645948066,12,0,161,0.6044543366793144,0.054876399844152074,0.9376796591294428,2409.158594530712,25
gbdt,0.642231008447949,+,0.05668572637539326,12,0,152,0.24828323449417405,0.9854587713572214,0.8490072341587929,2412.195858349045,27
gbdt,0.7481022543226354,+,0.10562118719574094,14,0,190,0.29043102440464486,0.1363115439205593,0.7998205213884773,2415.5611280425237,91
gbdt,0.6395426807681583,+,0.04416711917791321,13,0,153,0.19154382909981954,0.16526136465569516,0.4694947955816769,2417.556997112199,85
gbdt,0.5318411114462657,+,0.08909484964005185,8,0,141,0.3181787502841822,0.7815797045022327,0.7056939369633605,2422.262918349468,87
gbdt,0.7147893836516932,+,0.11630525801963014,12,0,137,0.32279196002554894,0.7569227390452793,0.819876414843304,2422.9076047937483,66
gbdt,0.606801574300982,+,0.1203684661488258,9,0,103,0.15340181663793112,0.024310165628170177,0.6563351808060592,2423.912862331041,82
gbdt,0.7611718003036908,+,0.07335684384678343,14,0,102,0.03359290181508692,0.9149876429850795,0.9715882261647703,2426.9132646310604,60
gbdt,0.7151093453479511,+,0.14032653007413043,12,0,133,0.43802918644092326,0.7995534416071729,0.9326964507546804,2427.613819447756,6
gbdt,0.5686787101880273,+,0.1483580762230892,14,0,115,0.044112922460331216,0.001973883410609209,0.8330514218519222,2432.305216531958,96
gbdt,0.7010748875955217,+,0.1296731100407676,13,0,70,0.6946896343853821,0.28813841028148135,0.9592212417517827,2433.353575607111,19
gbdt,0.734509098657014,+,0.13634140334494627,13,0,70,0.5298974038879187,0.18607217966162976,0.9953575039534752,2433.6256536032565,21
gbdt,0.6389715833939122,+,0.036960359935341865,10,0,149,0.28959739205025165,0.17258173253986103,0.5747763789290037,2434.9493917226714,74
gbdt,0.7261532127118019,+,0.1526603919639555,13,0,117,0.1884699344387699,0.12269409617230823,0.7148873059263696,2441.20359139902,71
gbdt,0.6834829591912491,+,0.17037525822941613,9,0,133,0.44800689340995037,0.30429755888435306,0.7301019411269748,2441.3961389242545,24
gbdt,0.5861068478261913,+,0.10369425236604152,12,0,57,0.4747169568876759,0.5700685923718329,0.7826959691907722,2441.775252266356,50
gbdt,0.7545998695820116,+,0.07337740488972569,13,0,74,0.3943150919704082,0.1474450573134803,0.8174330552631719,2442.316482378319,23
gbdt,0.6883537849480728,+,0.05196994794148115,8,0,119,0.23416916294286722,0.44578863413806413,0.9483353745965499,2442.746377848308,73
