feature,weight,std
horsepower,0.25486701524593064,0.0015596263422857062
mileage,0.08597145885062792,0.0004722000881039557
year,0.07939049261704986,0.0002000460944339073
width,0.03643834513094313,9.113856436364582e-05
height,0.033767759833825475,0.00034026433788508884
wheelbase,0.03124011820740864,0.00021297390203454527
engine_displacement,0.026661075497719323,0.00031379215491438847
fuel_tank_volume,0.02626818075853219,0.00010678066208316386
wheel_system_display_Front-Wheel Drive,0.025104838403967177,0.00037765472111656837
length,0.024590417917601637,0.00019410023669319125
maximum_seating,0.02220452656300318,0.00023685358325169838
back_legroom,0.02163363361308257,0.00017171732734175708
horsepower_rpm,0.02114143565221811,0.00013079818990656368
savings_amount,0.01987280977415389,0.00015378477251638166
highway_fuel_economy,0.018304475623851423,0.00022375370221002365
front_legroom,0.013748047135916087,0.0001558475604265758
city_fuel_economy,0.01144818136653134,0.00010446649651182262
is_new,0.01044576807130675,0.00018573174404914553
wheel_system_display_Four-Wheel Drive,0.007350954865217307,8.12163508132658e-05
daysonmarket,0.005815125849114344,0.00014926438781074475
