feature,weight,std
horsepower,0.2654367377605797,0.0006803590680271631
mileage,0.07400367086443471,0.00048511216822965677
width,0.06685651922738704,0.00023317574430927208
height,0.043094188953685816,0.00022506968930995959
year_2020.0,0.03473869085905901,0.00042419043525609583
is_new,0.029281386142507016,0.0002609826347642386
wheelbase,0.0286751365924232,0.00015407137408725885
back_legroom,0.02731473625507075,0.00011634181057531642
fuel_tank_volume,0.02705528051702013,0.0002163386240624154
horsepower_rpm,0.025258891205310264,0.00021921560483298543
highway_fuel_economy,0.02346857838596401,0.0002533971922966385
maximum_seating,0.021977558036802104,0.00017377958539410647
savings_amount,0.021968415663214568,0.00016068614303442998
engine_displacement,0.02009969110239791,0.00010907070664367901
length,0.019971959918458747,0.0001656448181855184
wheel_system_display_Front-Wheel Drive,0.018728939949067235,0.0001703717364966852
city_fuel_economy,0.017234994349248623,0.00020119203190171737
front_legroom,0.010897609951360377,0.00014412119948365668
wheel_system_display_Four-Wheel Drive,0.0075083721566700625,0.00010523021825250748
daysonmarket,0.006978832592221517,0.00015459710411895337
