feature,weight,std
horsepower,0.3245468539619206,0.0013652907726452496
year,0.09950896681208284,0.0011695776811738523
width,0.08649793666987042,0.0007538456324475971
mileage,0.08572176081002676,0.0006778776225983999
height,0.04764420300875098,0.00023561201289530283
fuel_tank_volume,0.03337436499506796,0.00019691696829344024
horsepower_rpm,0.0288431489153095,0.00017825096303564886
maximum_seating,0.024384636399388614,0.00022465508738872422
engine_displacement,0.02416008816271009,0.00020552705606212543
highway_fuel_economy,0.02396143441648111,0.00021485802293003743
back_legroom,0.023774910028953333,9.303496097142672e-05
savings_amount,0.02047723914115549,0.00013920386236455362
wheel_system_display_Front-Wheel Drive,0.020166516216422025,9.879202538844898e-05
wheelbase,0.017341710371084784,0.00012341632783310758
length,0.011724513018282968,0.00010913410801057745
front_legroom,0.011062009052804033,9.062012807715718e-05
city_fuel_economy,0.010874444583468156,0.0001225128866882734
wheel_system_display_Four-Wheel Drive,0.009874775043181017,0.0001847197825626786
daysonmarket,0.007707792333232622,0.0001473534397617408
is_new,0.006964518776230211,0.00013558713134183314
