iteration,rmse,datetime_start,datetime_complete,duration,alpha,fit_intercept,max_iter,normalize,selection,tol,state
608,4744.844173988674,2023-02-25 23:23:28.634210,2023-02-25 23:23:29.335778,0 days 00:00:00.701568,0.3576044096746581,True,5901630,False,random,0.0018195537307424702,COMPLETE
443,4744.844249409792,2023-02-25 23:20:18.855633,2023-02-25 23:20:19.545466,0 days 00:00:00.689833,0.34024545687267593,True,6550644,False,random,0.0019832626507177605,COMPLETE
217,4744.844402376564,2023-02-25 23:17:25.635155,2023-02-25 23:17:26.659795,0 days 00:00:01.024640,0.8522202141727362,True,4745756,False,cyclic,5.3040413258726034e-05,COMPLETE
412,4744.84511306013,2023-02-25 23:19:44.362466,2023-02-25 23:19:44.983605,0 days 00:00:00.621139,0.3188985676630594,True,5987756,False,random,0.0019785134533885276,COMPLETE
379,4744.845298927653,2023-02-25 23:19:24.698660,2023-02-25 23:19:25.297650,0 days 00:00:00.598990,0.4189024944328651,True,5606103,False,cyclic,0.0038567280380175976,COMPLETE
465,4744.846686087457,2023-02-25 23:20:32.853450,2023-02-25 23:20:33.499730,0 days 00:00:00.646280,0.38873024155183633,True,5735172,False,random,0.0018701758253056356,COMPLETE
575,4744.846989704583,2023-02-25 23:22:41.784823,2023-02-25 23:22:42.472063,0 days 00:00:00.687240,0.403940837571962,True,6878217,False,random,0.0019336461858634666,COMPLETE
619,4744.847589135311,2023-02-25 23:23:35.699433,2023-02-25 23:23:36.425475,0 days 00:00:00.726042,0.2991786567777919,True,5903161,False,random,0.002017349000120253,COMPLETE
220,4744.847825440147,2023-02-25 23:17:27.815214,2023-02-25 23:17:28.706658,0 days 00:00:00.891444,0.8613296410050292,True,4472757,False,cyclic,8.344596262997069e-05,COMPLETE
218,4744.8486561776745,2023-02-25 23:17:26.660159,2023-02-25 23:17:27.327550,0 days 00:00:00.667391,0.8381606901668623,True,4671513,False,cyclic,0.00023922955753014356,COMPLETE
629,4744.848987625158,2023-02-25 23:23:42.759461,2023-02-25 23:23:43.697220,0 days 00:00:00.937759,0.3977808668175051,True,6982372,False,random,0.0019449080883132822,COMPLETE
719,4744.849636783767,2023-02-25 23:25:57.316070,2023-02-25 23:25:58.107447,0 days 00:00:00.791377,0.1650324154468007,True,7326631,False,random,0.001912791492334592,COMPLETE
579,4744.850117058,2023-02-25 23:23:00.695142,2023-02-25 23:23:01.415498,0 days 00:00:00.720356,0.4322019760105794,True,6083764,False,random,0.001819145347954228,COMPLETE
659,4744.850448210766,2023-02-25 23:24:39.909801,2023-02-25 23:24:40.746865,0 days 00:00:00.837064,0.2995633077560114,True,7646666,False,random,0.0019243631501469315,COMPLETE
432,4744.850466672324,2023-02-25 23:20:09.791889,2023-02-25 23:20:10.483284,0 days 00:00:00.691395,0.4222667068640952,True,6252504,False,random,0.0018991855132925448,COMPLETE
591,4744.851096202182,2023-02-25 23:23:09.913923,2023-02-25 23:23:10.892933,0 days 00:00:00.979010,0.40126277213320327,True,6943610,False,random,0.0020706746492465105,COMPLETE
546,4744.851455573974,2023-02-25 23:22:08.543419,2023-02-25 23:22:09.257505,0 days 00:00:00.714086,0.18992969742967852,True,6846801,False,random,0.002303115824879092,COMPLETE
768,4744.851470736315,2023-02-25 23:27:10.529927,2023-02-25 23:27:11.371916,0 days 00:00:00.841989,0.1889774558144076,True,7190885,False,random,0.0017927243582931747,COMPLETE
235,4744.853782437507,2023-02-25 23:18:01.625331,2023-02-25 23:18:02.535969,0 days 00:00:00.910638,0.8701315744441512,True,4208966,False,cyclic,5.805110946046354e-05,COMPLETE
778,4744.8539845812875,2023-02-25 23:27:18.287442,2023-02-25 23:27:19.217489,0 days 00:00:00.930047,0.17314451235917516,True,7978043,False,random,0.0019407347466205984,COMPLETE
553,4744.853988542423,2023-02-25 23:22:12.638635,2023-02-25 23:22:13.443735,0 days 00:00:00.805100,0.4527928348216149,True,6539833,False,random,0.0016702428383813847,COMPLETE
697,4744.854372490277,2023-02-25 23:25:07.952560,2023-02-25 23:25:08.748659,0 days 00:00:00.796099,0.14156564480630407,True,7615090,False,random,0.0017710445126767533,COMPLETE
320,4744.854973843137,2023-02-25 23:18:52.838992,2023-02-25 23:18:53.514693,0 days 00:00:00.675701,0.6699457265022695,True,3975794,False,cyclic,0.001803157772217471,COMPLETE
764,4744.855924860299,2023-02-25 23:27:06.790172,2023-02-25 23:27:07.616940,0 days 00:00:00.826768,0.1913130299861931,True,7768771,False,random,0.002108386009064735,COMPLETE
415,4744.855991537569,2023-02-25 23:19:45.961492,2023-02-25 23:19:46.577032,0 days 00:00:00.615540,0.4510018526015489,True,5585025,False,random,0.001827437132932259,COMPLETE
489,4744.856193460069,2023-02-25 23:20:50.984562,2023-02-25 23:20:51.644867,0 days 00:00:00.660305,0.4479652650568643,True,5895842,False,random,0.0019249705185629784,COMPLETE
222,4744.856823544491,2023-02-25 23:17:29.386300,2023-02-25 23:17:30.047424,0 days 00:00:00.661124,0.848241909888578,True,4379888,False,cyclic,0.0002562820431528122,COMPLETE
732,4744.8571083697425,2023-02-25 23:26:06.382227,2023-02-25 23:26:07.173385,0 days 00:00:00.791158,0.16882769146162815,True,7143210,False,random,0.0017965504727413379,COMPLETE
692,4744.859096323365,2023-02-25 23:25:04.840507,2023-02-25 23:25:05.611091,0 days 00:00:00.770584,0.10495496497941853,True,7710933,False,random,0.0019643736557321445,COMPLETE
567,4744.859243099131,2023-02-25 23:22:37.705217,2023-02-25 23:22:38.374413,0 days 00:00:00.669196,0.462917255211373,True,6537170,False,random,0.0018783927750745304,COMPLETE
816,4744.859366522589,2023-02-25 23:27:47.942919,2023-02-25 23:27:48.742529,0 days 00:00:00.799610,0.12608557911186644,True,8226004,False,random,0.0018599806672731844,COMPLETE
848,4744.85938643941,2023-02-25 23:28:47.386306,2023-02-25 23:28:48.266938,0 days 00:00:00.880632,0.12325852832378931,True,9035778,False,random,0.001863473926541374,COMPLETE
946,4744.859863742616,2023-02-25 23:30:09.842260,2023-02-25 23:30:10.840675,0 days 00:00:00.998415,0.11615440012953025,True,7112098,False,random,0.0017538640982658123,COMPLETE
232,4744.859973299322,2023-02-25 23:18:00.058579,2023-02-25 23:18:00.692966,0 days 00:00:00.634387,0.8434840904931586,True,5251008,False,cyclic,0.00025583014217250697,COMPLETE
788,4744.860042189593,2023-02-25 23:27:24.946906,2023-02-25 23:27:25.957797,0 days 00:00:01.010891,0.10702513091306688,True,7146541,False,random,0.001916772948048627,COMPLETE
931,4744.860142273489,2023-02-25 23:29:57.789075,2023-02-25 23:29:58.782389,0 days 00:00:00.993314,0.1097229880499685,True,7788662,False,random,0.0018630839394063983,COMPLETE
290,4744.860603737489,2023-02-25 23:18:37.923668,2023-02-25 23:18:38.461560,0 days 00:00:00.537892,0.6549101727805589,True,4488772,False,cyclic,0.002095103995627185,COMPLETE
510,4744.861710977519,2023-02-25 23:21:28.740121,2023-02-25 23:21:29.438238,0 days 00:00:00.698117,0.07242557454278936,True,5607687,False,random,0.0019360231400841151,COMPLETE
211,4744.862095439776,2023-02-25 23:17:21.245350,2023-02-25 23:17:22.018840,0 days 00:00:00.773490,0.8544334045550289,True,4422447,False,cyclic,0.0002544849434513068,COMPLETE
840,4744.864268967102,2023-02-25 23:28:38.934410,2023-02-25 23:28:40.119328,0 days 00:00:01.184918,0.09716480936660783,True,7121939,False,random,0.0018859698859596818,COMPLETE
