feature,weight,std
horsepower,0.5332489630819333,0.0023828974140882777
year,0.13281943222451081,0.0014793382040416082
mileage,0.07322851823859697,0.0006069687664448601
width,0.07082480628375798,0.0005434693292755905
height,0.056369789704330285,0.0001561311203193031
wheel_system_display_Front-Wheel Drive,0.040348086190381105,0.00027243009605863
horsepower_rpm,0.037851927670152885,0.00045661428712609015
fuel_tank_volume,0.036876805971253,0.00026470683589108586
length,0.03484326566385072,0.0003211247981410525
highway_fuel_economy,0.033025893931885465,0.0004631292901275944
back_legroom,0.029301049824038205,0.00024209498312207644
maximum_seating,0.02903708609585496,0.00020197449327466076
wheelbase,0.027520021765981915,0.0001812407633391944
engine_displacement,0.021729275345146105,0.00015111105904593163
savings_amount,0.01840964846668556,0.0001093441911091849
front_legroom,0.01407494034363197,0.00020640252288825733
wheel_system_display_Four-Wheel Drive,0.013689610457817336,0.0002432950980816574
city_fuel_economy,0.011933428612174524,0.00011180554208315135
is_new,0.010767731571685934,0.0002194419013466536
daysonmarket,0.00780302367684631,0.00014844317310490284
