depth,iterations,l2_leaf_reg,learning_rate,min_data_in_leaf,one_hot_max_size,loss,iteration
12,484,0.2880261215468015,0.1372436510777377,18,17,2415.987369,72.0
11,485,0.28850232157079264,0.1554220717863432,2,13,2417.366798,188.0
12,485,0.8791428129047225,0.14253082734628567,16,7,2417.62437,28.0
12,497,0.3076619176224746,0.14509983957271586,16,19,2418.324233,88.0
12,468,0.3605089599888399,0.12962363706977947,18,7,2418.545866,227.0
12,485,0.614431537008429,0.15943425902645605,10,17,2419.092777,61.0
12,485,0.6265846136536163,0.1583207310398589,7,19,2419.16878,151.0
12,456,0.3273959531665602,0.11757183376325579,18,7,2420.056846,259.0
12,451,0.8692655249365924,0.14815681926470636,15,7,2420.401687,181.0
12,421,0.8218827456022635,0.1365285939620484,10,9,2420.672794,155.0
12,405,0.36858050001116344,0.134031044188862,16,10,2421.003481,142.0
12,455,0.283264952940225,0.1568999997456526,16,8,2421.425093,167.0
12,430,0.4904985140123215,0.16272672875563,2,9,2421.721884,299.0
12,492,0.37835404623954055,0.09697452163106018,16,14,2422.657974,82.0
12,411,0.3732475044089998,0.14739320898895975,16,13,2422.932187,245.0
11,468,0.38794207415737747,0.17862596865734745,8,7,2423.300461,294.0
12,431,0.21581738658562827,0.15612203570872824,8,8,2424.35896,267.0
12,485,0.3511949927879987,0.09250571342773274,16,10,2424.498038,220.0
12,468,0.3801591618062846,0.17619721018764536,18,7,2424.541309,264.0
12,372,0.348109801595736,0.15964838910214357,15,11,2424.696287,281.0
11,484,0.5008873250834919,0.21669103599873962,2,16,2426.073849,242.0
12,375,0.0720106240633405,0.13662590480128897,11,8,2426.310413,119.0
12,355,0.5416988062733635,0.14364839890261738,16,17,2426.345794,152.0
12,408,0.2795834666668474,0.1682384852419876,3,7,2426.468955,280.0
11,423,0.20524218344305126,0.1535687137661663,2,13,2426.86504,191.0
11,464,0.23319832787382094,0.21205404246929677,18,7,2427.24989,198.0
11,452,0.27772040913399204,0.13082522765464902,5,12,2427.384529,212.0
12,351,0.5983211957912934,0.14283704033050137,15,15,2427.608819,255.0
12,416,0.10960281954725132,0.1705956450268391,17,19,2427.63596,249.0
12,361,0.7499589611068582,0.16158152622818883,19,7,2427.935415,24.0
12,361,0.7167076075935522,0.15702245209110033,19,7,2427.964711,23.0
12,348,0.5424464420133437,0.1646960654946919,16,16,2428.019975,56.0
12,361,0.7329771699606111,0.16446162716494503,19,7,2428.229655,22.0
12,400,0.9043379067659856,0.11622458161712992,14,14,2428.3648,144.0
12,392,0.7015851314070292,0.12517917045343246,10,17,2428.411048,149.0
12,365,0.7930061756798317,0.1929346509976649,16,12,2428.51204,70.0
11,398,0.5782789613127888,0.16146175917285557,19,7,2428.620871,236.0
12,440,0.3908453394630351,0.18260269984165403,9,13,2429.024706,276.0
11,435,0.47722497487870613,0.21669447396192137,19,15,2429.843127,166.0
12,345,0.34552068420447446,0.14582371359842086,14,14,2430.023198,269.0
12,396,0.7673002656960634,0.16729042194606247,17,5,2430.219801,26.0
12,332,0.8531359651788443,0.15969206650897683,10,17,2430.985429,146.0
12,401,0.4009775056023022,0.11158028202934826,18,7,2431.073766,261.0
12,385,0.2220673490408318,0.1407790861604567,8,3,2431.502334,168.0
12,472,0.23825084778973438,0.08393519683060563,18,17,2431.741708,73.0
12,343,0.7335264413022229,0.20464628088961295,3,7,2432.322552,68.0
12,437,0.8605718951033486,0.0981339356795197,6,12,2432.981676,42.0
10,482,0.3036636000377304,0.14554022842727182,16,19,2433.193932,89.0
11,491,0.561848350881845,0.10057528234791024,18,16,2433.250605,106.0
11,390,0.09142570547433673,0.13514883300492936,11,15,2433.567715,195.0
11,422,0.4267619723636214,0.12742667894157453,13,17,2434.122886,282.0
10,476,0.24754234482044474,0.17169589723227588,19,6,2434.292823,140.0
12,352,0.010090604093899946,0.18659667060243576,18,10,2434.743134,79.0
12,358,0.30036457753502444,0.16894010526163833,10,2,2435.151262,297.0
11,339,0.18743733641867147,0.1868893123273208,16,13,2435.230593,116.0
12,347,0.4287331376151455,0.11986737170165908,6,18,2435.361838,274.0
9,490,0.7671459768814703,0.21217516292109007,13,13,2435.723151,135.0
12,338,0.381078123214691,0.21145287038768246,11,15,2435.818394,100.0
12,320,0.31704959397803173,0.14988714802153288,7,9,2435.822698,272.0
12,294,0.5847685205598644,0.2063554911696368,2,15,2436.136181,139.0
12,311,0.4571315493975358,0.14181945172030283,10,12,2436.783112,183.0
12,292,0.6266719142497568,0.15982352679901868,17,17,2436.965637,67.0
12,370,0.21120070197547347,0.10342992987599356,5,17,2437.249743,137.0
12,397,0.3326797210655138,0.20659332612080736,2,10,2437.505292,290.0
11,496,0.3412980963960943,0.23115192606052126,4,2,2438.074853,86.0
12,278,0.8118813817792863,0.21549341464901917,15,11,2438.150726,48.0
10,480,0.19503589015120393,0.1254314158856419,12,7,2438.608691,99.0
12,299,0.1491674226425545,0.15277608813819427,5,15,2439.263444,285.0
