depth,iterations,l2_leaf_reg,learning_rate,min_data_in_leaf,one_hot_max_size,loss,iteration
12,480,0.7645179629533831,0.10556878543012438,19,7,2441.9752655227653,70
12,480,0.7666878787213565,0.10984407233647477,19,13,2442.273492202153,71
12,480,0.7650121024146622,0.11965594756377065,19,13,2443.581243547312,73
12,477,0.6777793665674536,0.1451264628374995,6,14,2444.688909774474,89
12,457,0.6231191359689013,0.14238725704820987,2,8,2444.8415963763896,83
12,480,0.8456481170442962,0.13444781648200516,19,4,2445.2564043265807,30
12,480,0.8791428129047225,0.1335796199004395,17,4,2445.7193671341493,28
12,361,0.7167076075935522,0.15702245209110033,17,7,2449.87213735597,23
12,396,0.7651257734191809,0.16729042194606247,17,7,2450.0503004493144,26
11,408,0.7656257454262158,0.19442890797391468,13,12,2450.1548516859,97
12,361,0.7348721547768062,0.16158152622818883,17,7,2451.317068292375,24
12,360,0.681629056089788,0.17047320977388203,11,19,2452.6534609304235,79
12,358,0.5600370104086425,0.15099546185352125,19,3,2452.7406400422487,56
12,361,0.7329771699606111,0.16446162716494503,10,7,2455.452660068411,22
12,318,0.7346010758626692,0.15875945093897775,17,7,2456.343870357309,67
12,480,0.8625928634727128,0.07689586389720171,8,13,2457.5107317052907,87
12,419,0.9978908955762134,0.200561638632172,6,17,2457.640356295813,42
12,322,0.7047700912013448,0.152194587144691,17,7,2457.8808543955224,66
12,304,0.6828546444870783,0.13285477642114893,7,15,2462.0485640877105,51
12,346,0.9039234659014617,0.11080148379691715,3,4,2462.3171742805675,29
12,402,0.8506500011489257,0.2046779473937313,17,4,2465.672724903766,68
12,326,0.3620212326881361,0.22025600519466054,18,19,2469.495157881832,100
12,262,0.6533190561917686,0.22838058262229644,14,10,2469.9171054702565,20
12,246,0.8213276815280648,0.24031390030537503,4,8,2472.483309618695,57
12,240,0.6287182492258421,0.21659073566094253,14,14,2472.863849925903,54
11,289,0.8390998092592248,0.15034823636221623,13,11,2473.936794187883,52
12,418,0.8081410291784769,0.07417431211697609,19,13,2474.3394199287354,72
11,291,0.09155655107345931,0.25598029557793844,10,8,2474.3799732311845,16
12,234,0.8244140108455069,0.16486340296190838,15,11,2474.6596229955853,96
11,245,0.9400797107429321,0.22385542542667985,9,3,2475.864900652873,6
12,257,0.2049368511227907,0.24366393533452846,8,9,2478.095390956332,48
12,291,0.7062696488302284,0.25915094810851813,16,8,2478.711441455706,21
12,239,0.6246449129480949,0.13796453025552866,17,12,2480.7175926760465,69
11,223,0.24560393144893894,0.2763024203369365,15,18,2482.7003437288754,15
9,362,0.13195220583868256,0.2973218322377191,4,6,2486.015079017642,18
10,268,0.6048754674323772,0.19136095300609385,2,16,2486.3000907636742,3
11,166,0.36543270260218985,0.2326317772104819,13,16,2497.306614389676,8
12,131,0.6044148831242858,0.28983450650732634,10,9,2501.419542761467,19
9,256,0.1518058534926004,0.22642895718396322,6,11,2503.988336298902,11
10,283,0.9503929481060457,0.14293350882046135,18,4,2507.177145984825,32
11,181,0.9164332783765876,0.17546836831894624,17,18,2509.7821488623854,59
12,222,0.5507970742840215,0.10325627406746164,19,13,2511.296502646298,95
8,376,0.5297468796347792,0.18349349422875336,19,19,2512.50036296868,34
9,491,0.7949360142292191,0.09124159244123231,7,10,2515.583594369759,85
10,176,0.07929231329181596,0.26248042358539225,15,4,2516.576875312309,63
12,480,0.7852836754655853,0.04435920112896251,10,17,2516.6995489715687,61
12,226,0.6641858868108313,0.0975681652280766,8,15,2516.773316741198,37
8,349,0.6528582469322606,0.1849123598758165,3,18,2519.966209576585,44
11,212,0.5308492090756778,0.11996928217866701,19,13,2523.6441817790915,77
12,180,0.9262115890785897,0.12437671085190598,7,3,2528.2652866497783,38
10,269,0.7994644144487932,0.11252569844358659,9,2,2535.592213570547,14
10,254,0.3704232177623227,0.1006149319597957,5,16,2553.484424751773,43
9,243,0.9809105399603928,0.1435898198616081,8,15,2556.627277344336,5
7,498,0.5991570006405535,0.12764200842583287,14,15,2563.647798135826,84
12,127,0.8326786819492364,0.11623242918060461,17,7,2582.286032822719,25
8,233,0.46771019219444054,0.17480315055567783,19,4,2585.213244079853,40
7,286,0.9564287055191852,0.2125454794764952,16,5,2585.8682396036006,45
6,480,0.4974298489238922,0.18877480228243715,16,2,2587.735397759621,62
7,472,0.574411024087593,0.10785563991153305,19,13,2595.540538721924,75
10,228,0.9418039971591006,0.08446769054976147,11,5,2610.292944980887,99
8,456,0.749224705799661,0.07117505243377292,17,4,2614.970639042029,55
9,290,0.9692968470678953,0.08252418137021336,6,10,2615.719633085628,58
8,487,0.25988512171659783,0.063985719622352,18,7,2618.1222480550105,82
6,493,0.9990754882234573,0.13848306269236707,2,5,2619.9576419607206,35
11,352,0.719383585400308,0.040388949404792776,19,3,2622.390289202061,86
12,227,0.9727731243259933,0.05239936820811557,19,18,2622.4097933530343,91
8,121,0.17197110685216474,0.2818169843070712,14,14,2626.2460228282225,7
10,331,0.6508937041393961,0.05364144455647211,5,6,2627.919103551127,80
6,302,0.419977446160683,0.20107736968585346,7,16,2637.7170862814964,2
7,229,0.4781505062462911,0.1792790143169518,5,9,2638.476543730218,93
9,224,0.7823277352133898,0.0948528512344528,18,2,2638.726155986295,46
9,270,0.5389765201970868,0.07886838877361245,12,11,2639.447933140112,13
6,488,0.7782512807935135,0.11760885149312099,4,17,2641.879728341317,88
6,476,0.7242098840574686,0.11379826126887901,3,6,2656.5083365037217,98
8,141,0.4163807495651473,0.1974970444106806,12,6,2657.117942095975,12
12,113,0.7570742874041582,0.08706344418312306,19,13,2671.7516598578686,76
12,103,0.8773040625868292,0.0919930362514475,13,9,2680.249164589601,64
6,316,0.8785958472360988,0.1287639101707439,11,13,2713.2196729106704,41
12,276,0.9321531547187251,0.029579803800145354,19,5,2717.117739730523,81
10,203,0.598684929926319,0.06026901328037358,19,4,2720.2035443441127,36
7,104,0.11381056696717652,0.2756248842486461,7,2,2733.359943185086,4
8,282,0.7496950074241353,0.06841374521902405,9,7,2736.569319100224,92
8,152,0.9989499843079525,0.12146551595012521,12,11,2752.7841412166163,65
7,353,0.5017653358708245,0.06840512071932972,5,12,2756.929389549283,27
7,218,0.6974696226437956,0.10969605827363746,9,16,2763.1117975320394,60
6,160,0.8729354091785827,0.2102163712419476,15,10,2771.020013231725,10
9,185,0.39623686750994447,0.06006414117421521,19,13,2831.4501619883927,74
11,436,0.5739322800757782,0.015351885593652886,9,4,2842.4919327630514,47
6,298,0.8566236429739904,0.0837765755344331,19,4,2844.6291822464477,31
10,339,0.8976747844606745,0.02221378176185046,10,16,2888.8344073613625,90
7,344,0.8100613129827337,0.04535743537183075,4,14,2902.1590807193,39
6,199,0.46516748071459524,0.10324095627103763,3,13,2919.6164898901966,78
11,126,0.2978543383201014,0.03749772771576737,13,17,2977.6091540866864,17
9,184,0.9845567405170191,0.033525092227685176,14,10,3074.019962836747,9
10,107,0.32551593101664567,0.028246121940108754,12,6,3363.9486885232,53
6,105,0.4370546374267825,0.05627189593790359,2,19,3552.044690103287,49
6,192,0.3262527785293697,0.0208084971279939,12,11,3811.6189455644535,1
7,194,0.028658843878349938,0.010432805052020752,11,13,4269.556406709256,33
9,495,0.9014901423304948,0.001233067521526826,15,12,6349.993407557891,50
9,129,0.4350455826172747,0.0018367846991630549,16,2,8073.546129347817,94
