depth,iterations,l2_leaf_reg,learning_rate,min_data_in_leaf,one_hot_max_size,loss,iteration
17,295,1.0670717571045132,0.0921398300861817,22,22,,17
17,373,0.9323666443070253,0.016455921906345296,24,7,,23
17,657,0.9824965033514711,0.016522109262102402,24,7,,24
17,282,0.9350268360851087,0.014976336745912075,24,7,,25
17,398,0.9228556914398779,0.014547378571831054,24,7,,26
17,551,0.9263120889961984,0.014415824895571326,24,7,,27
17,606,0.8852132659900094,0.01218175008807014,24,24,,28
17,551,0.9292554122953831,0.03274611578281694,24,7,,29
17,388,0.974585920506831,0.018716332885337805,24,7,,30
17,521,0.9031271424382235,0.010254692490140854,24,7,,31
17,281,0.9093106991795559,0.010552778337913155,24,7,,32
17,476,0.9339183702318881,0.04359753730787999,24,7,,33
17,629,0.9188363730586027,0.013351369714265995,24,7,,34
17,511,0.9468612328450234,0.014186240563135034,24,7,,35
17,435,0.948903538137943,0.017566689987412426,24,7,,36
17,502,0.927413452992725,0.02312210421412575,24,7,,37
17,361,0.9360493525456355,0.012400135034249818,24,7,,38
17,582,0.9600655825854836,0.016075115181491267,24,7,,39
17,500,0.9396769093354395,0.032630837244975244,24,7,,40
17,566,0.9035932763892688,0.018169893213236518,24,7,,41
17,511,0.9431006814609126,0.029118831541974127,24,7,,42
17,492,0.9497148298763648,0.038065010593982776,24,7,,43
17,294,0.9314057287506726,0.013945547065285585,24,7,,44
17,495,0.8203687900337324,0.10548956408075699,21,24,,46
17,635,0.8767812869609011,0.10120067347864753,24,17,,47
17,494,0.800086968076271,0.10466562823858777,21,13,,48
17,336,0.8227898749078322,0.10123704951006562,21,13,,49
17,337,0.862201839362778,0.10097658225540991,24,12,,50
17,319,0.8300634085211641,0.10209914191779258,24,22,,51
17,575,0.7915287220564345,0.12604402581789667,21,12,,52
17,288,0.8346791236110022,0.11048238204684901,24,9,,53
17,606,1.0384976545925948,0.107755485561775,21,18,,54
17,673,0.8554937600888943,0.1261814482948662,24,12,,55
17,608,0.813034625019768,0.09623231774673315,21,18,,56
17,485,0.8215191936530826,0.11092874767452411,21,24,,57
17,606,0.8284576045739671,0.1213849566105627,21,12,,58
17,287,0.8526289690611538,0.10560269565508312,24,17,,59
17,475,0.8225713340642323,0.10555134257760403,21,10,,60
17,567,0.8426421759736571,0.10693293207568655,21,24,,61
17,449,0.7960048859579241,0.10492534206613369,24,22,,62
17,477,0.8109052211996348,0.10771906099087827,21,13,,63
17,338,0.8085332683553579,0.10512567918043655,24,22,,64
17,320,0.8075442071884058,0.10699645560980706,21,18,,65
17,475,0.8415272996439094,0.11432370262844774,24,22,,66
17,539,0.8347668812934282,0.10216646523993472,24,24,,67
17,529,0.8646107783581451,0.10615979851050322,24,13,,68
17,304,0.8135665703197101,0.10983086985577459,24,9,,69
17,317,0.7927475865392801,0.09409259944279022,21,10,,70
17,274,0.825978486466071,0.11211514201791803,21,9,,71
17,519,0.8186488835734224,0.11192275102257886,24,24,,72
17,697,0.7795644237341735,0.10381302735823514,21,10,,73
17,459,0.8447880352500111,0.10776478450455752,24,9,,74
17,634,0.8251684992992232,0.09293893719654174,24,18,,75
17,291,0.8317359461882147,0.10327315444650376,21,13,,76
17,477,0.8728210418612948,0.1007500938841458,21,24,,77
17,444,0.837297362176388,0.12024620196238509,24,18,,78
17,655,0.8240079854164176,0.13818468705171832,21,10,,79
17,552,1.083508525845765,0.11476250393568146,21,18,,81
17,689,0.5322397553401534,0.1260785435391828,21,18,,82
17,537,0.5005323334826757,0.11189789876828404,21,18,,83
17,431,0.5128319088542473,0.10873909903124361,21,18,,84
17,609,1.095359692796536,0.11483649074879121,21,18,,85
17,672,1.0700084775374816,0.1300442667240654,21,18,,86
17,511,1.075058374873608,0.14779024892806109,21,18,,87
17,694,0.5122841787139312,0.11673800993222191,21,13,,88
17,351,1.0879517043450742,0.11600960027489488,21,17,,89
17,526,1.06609409080183,0.11672961833145569,21,18,,90
17,518,1.062317646433298,0.12444371578569668,21,18,,91
17,511,1.0620008069679148,0.12375802763645455,21,13,,92
17,365,1.0953800199971115,0.11796073655386528,21,18,,93
17,622,1.0862694342203258,0.11589396479781859,21,18,,94
17,470,0.5008387320820303,0.11066693117598361,21,24,,95
17,511,1.0926608775561686,0.11073783855164113,21,18,,96
17,699,1.106957607872633,0.1141332015463194,21,18,,97
17,676,1.0617634103134574,0.12406564904659295,21,18,,98
17,411,1.078652323819321,0.1491551084875596,21,18,,99
17,364,0.5009606340401378,0.12634353591248376,21,18,,100
17,513,1.0202881817086542,0.11072649143781285,21,18,,101
17,598,0.7399305949609204,0.11371850690780058,21,18,,103
17,262,0.7845171886643957,0.11813656506012,21,18,,104
17,280,0.5066674158993301,0.11179303203584712,21,18,,105
17,515,0.5149358016177125,0.13432882972907564,21,18,,106
17,389,0.7801404100206002,0.1120907205640827,21,18,,107
17,657,0.5397209931023189,0.1136098185524427,21,13,,108
17,575,0.5279033426618267,0.12192456422989639,21,18,,109
17,488,0.5174580269501317,0.01307913726037463,21,18,,110
17,392,0.7790484882181844,0.10764731627318555,21,18,,111
17,499,0.5088885642744172,0.01331370605659285,21,18,,112
17,511,0.804996878604203,0.017025183195727406,21,17,,114
17,674,0.802907893226791,0.1875052152954741,21,9,,115
17,313,0.7813222599976146,0.017979977469377073,21,10,,116
17,448,0.7847239511516366,0.18382241880473127,21,12,,117
17,435,0.7714050173703367,0.19573023096100883,21,22,,118
17,375,1.3936864631390613,0.19124329521311012,21,22,,120
17,525,1.3963917857090329,0.18387767404200392,21,22,,121
17,479,1.3678971132281186,0.16504756267236315,21,13,,122
17,511,1.3626143022543853,0.1938132504872871,21,10,,123
17,585,1.3981278526740564,0.1952612259463033,21,10,,124
17,511,1.0552686435887462,0.19426077148560145,21,24,,125
17,264,1.070019062550419,0.18650556496736662,21,13,,126
17,656,1.3813274046050927,0.190079273274216,21,13,,127
17,319,1.0401185220455833,0.19034059745765738,21,17,,128
17,251,1.3543376184809026,0.1920675294831452,21,13,,129
17,631,1.3746155729049194,0.16799012841634586,21,12,,130
17,648,1.371527504363482,0.19056300778073745,21,24,,131
17,595,1.0359682790354876,0.18596860456250275,21,13,,132
17,505,1.3340510293221535,0.19503361350658707,21,12,,134
17,687,1.373700973331277,0.2079544379844614,21,12,,135
17,480,1.069569839461992,0.19520005538996385,21,12,,136
17,511,1.3957222649282692,0.22388885144695458,15,12,,137
17,298,1.3280921645019925,0.20968142538202672,21,12,,138
17,511,1.3683076413722794,0.2116974831564724,15,12,,139
17,283,1.1062811587852757,0.2074941182590786,20,12,,140
17,398,1.396578288778937,0.21783775437770608,21,12,,141
17,639,1.378062955725023,0.2005246177319285,21,12,,142
17,657,1.366170424806273,0.10808056232766686,15,12,,143
17,499,1.059875295076539,0.19530439249021334,21,12,,144
17,468,1.3538331818297467,0.2065446290721678,21,12,,145
17,595,1.0334310945485337,0.19690529707501986,21,12,,146
17,360,1.3463698683446892,0.20643533392996963,15,12,,147
17,594,1.3695563753724151,0.20496930457234033,21,12,,148
17,568,1.4033617736196948,0.2033321085496573,21,12,,149
17,576,1.0782865449520604,0.19567554649907407,20,12,,150
17,427,1.342183171765601,0.20689047868992255,20,12,,151
17,312,1.3455791976782934,0.2229216112399291,15,12,,152
17,382,1.0727633809183195,0.20323342614804973,20,17,,153
17,261,1.3645518814788877,0.2104267924464145,21,12,,154
17,592,1.3392069872103534,0.19919810674781568,15,12,,155
17,443,1.3343863700732141,0.2175734691980984,15,12,,156
17,316,1.342959290068226,0.20195839653859637,20,12,,157
17,294,1.362751833650756,0.20747658122923088,20,22,,158
17,443,1.0645946981457692,0.2105847999110906,20,12,,159
17,427,1.063614482729096,0.21433512763915163,21,12,,160
17,686,1.0753897915076045,0.21115688167647845,21,12,,161
17,549,1.0922592306849284,0.20173975125556554,21,12,,162
17,417,1.0785614353854336,0.21444746608924992,20,12,,163
17,425,1.360604448011585,0.21194951696223469,21,12,,164
17,478,1.3765093492366778,0.20822621744913805,21,12,,165
17,606,1.0615717515202432,0.20156855762607695,21,12,,166
17,331,1.3436887415625187,0.12914792077864218,21,12,,167
17,660,1.3815468111544615,0.11125659589028535,21,17,,168
17,606,1.3527885146731586,0.11968560281012793,15,12,,169
17,688,1.3780683857199558,0.20936520943373732,21,12,,170
17,537,1.3787432787290665,0.20882392970148522,21,12,,171
17,387,1.124839805410055,0.20902389401439658,20,12,,172
17,541,1.3767530660901461,0.20826761631262333,21,12,,173
17,562,1.0761905111693861,0.11586282409304789,20,24,,175
17,586,1.0618084432002373,0.11154739431825678,15,10,,176
17,399,1.0672829335065366,0.11283729089466397,20,12,,177
17,679,1.076605923903777,0.1089171744971641,15,22,,178
17,535,1.0772756508108752,0.11357048641551426,15,10,,179
17,557,1.0860738902113447,0.10310726733861264,15,10,,180
17,550,1.0925672225062648,0.1166034420563725,20,12,,181
17,667,1.0805199537862455,0.1033049181973904,20,12,,182
17,415,1.0604753884490512,0.0978351431934448,20,12,,183
17,413,1.0753266467281768,0.10829696352014885,15,13,,184
17,292,1.0628241284484048,0.10166490805584649,15,12,,185
17,258,1.0824567961343545,0.10677436299729576,15,24,,186
17,677,1.0597811856609605,0.10519861070343475,20,12,,187
17,671,1.058761720990062,0.11526430621118529,15,12,,188
17,380,1.0788526366599407,0.09204850117319176,20,12,,189
17,310,1.069244906932846,0.10778777781726989,20,17,,190
17,602,1.0702086010718466,0.12192542375491676,15,12,,191
17,668,1.0782455030928113,0.09549028595219197,20,22,,192
17,322,1.1105644632699747,0.10951888762063969,15,22,,193
17,337,1.025924946587938,0.10750624292088976,15,13,,194
17,634,1.082591097764939,0.12156900438992066,20,24,,195
17,588,1.082485557508881,0.11733098443886857,15,12,,196
17,491,1.0727016064351784,0.09915379259658283,20,13,,197
17,395,1.1019751590159022,0.10569782790928549,15,22,,198
17,367,1.0898451886087535,0.11212214584364111,15,12,,199
17,276,1.0254998740308727,0.09682211591438825,15,24,,200
17,606,1.0729912059177678,0.11651872857777062,15,24,,201
17,593,1.0485009533612146,0.11428458428327785,15,12,,202
17,519,1.0831348468849773,0.1278254928164307,15,10,,203
17,668,1.0433562988865526,0.13322838726264735,15,10,,204
17,392,1.083071505672876,0.11034855868444696,15,13,,205
17,467,1.022510127138372,0.10816447077447555,20,17,,206
17,635,1.072176545982805,0.10506436173613079,15,12,,207
17,623,1.0599571893717459,0.11576166816436392,20,10,,208
17,538,1.064724908221747,0.10533481598176828,15,10,,209
17,347,1.035059427751987,0.10556125059251255,20,12,,210
17,501,1.0356145860668122,0.10951080639650539,20,22,,211
17,440,1.062088771226819,0.11027377621719926,15,17,,212
17,440,1.0617651974867603,0.10372655711419532,15,17,,213
17,380,1.0651549040337644,0.1069753332730034,15,12,,214
17,588,1.1220751336901147,0.1034724428956515,20,12,,215
17,562,1.0272105957357562,0.21982779722939788,20,22,,216
17,606,1.3438222346087398,0.14697948107723136,20,10,,218
17,528,1.344468597006955,0.14869553648786057,20,13,,219
17,511,1.1060043822759948,0.14221216321261865,20,24,,220
17,629,1.0982484489989024,0.15406651303333335,20,10,,221
17,260,1.3411944357177634,0.14688162638421137,20,10,,222
17,508,1.3663147203183779,0.15059327649768847,20,10,,223
17,641,1.1113529852065718,0.15291463035961428,20,13,,224
17,545,1.3369730177071495,0.14770918878199935,20,10,,225
17,511,1.0473617245315434,0.16033556467281032,20,10,,226
17,511,1.3479130907075947,0.1473259327441054,20,17,,227
17,499,1.1095701181392088,0.15567821162985296,20,10,,228
17,289,1.369232394616775,0.14877358194551957,20,24,,229
17,316,1.3510244685590005,0.1452880444654897,20,13,,230
17,466,1.3406830414465192,0.1392016796263862,21,17,,231
17,499,1.3405801010576763,0.14887929479625553,20,10,,232
17,606,1.3229072359641725,0.21675940077148084,20,17,,233
17,261,1.3742986759976699,0.15062548981263815,20,17,,234
17,268,1.118326021084983,0.1509806026037587,20,10,,235
17,365,1.3742134565822002,0.1484606663885954,20,10,,236
17,350,1.3664090176102874,0.1515168886396528,20,10,,237
17,618,1.3307430176050055,0.14131254816869446,20,13,,238
17,583,1.319814957262589,0.15115385597836883,20,24,,239
17,606,1.361453858993885,0.1498016985827001,20,13,,240
17,511,1.3474391474423184,0.14458724197413775,21,24,,241
17,686,1.2967639261508594,0.14452811489850687,20,13,,242
17,583,1.3505859980508172,0.1493489891431437,20,17,,243
17,499,1.3705450279879943,0.15139469661146224,20,17,,244
17,649,1.361881355373742,0.14873526946222235,20,22,,245
17,693,1.3396220743221585,0.15136497275214,20,24,,246
17,511,1.3431406341138603,0.21678247638315107,20,10,,247
17,606,1.1030392520809265,0.1580346397244126,20,24,,248
17,366,1.342414132247406,0.1467635875095313,21,22,,249
17,559,1.3458484149071905,0.14216310607313562,21,10,,250
17,549,1.3519907350596967,0.14753809049282723,21,10,,251
17,511,1.0855049761556483,0.15583767645490942,20,10,,252
17,267,1.3391028298352115,0.21381886700710617,20,22,,253
17,482,1.307762210566351,0.14664689794743208,20,22,,254
17,439,1.3355167270264543,0.1529927886130094,20,24,,255
17,570,1.3864566362281217,0.22148720637175676,20,17,,256
17,414,1.3241911825755421,0.154127401361919,20,10,,257
17,411,1.3223996201734167,0.1568626322073406,20,10,,258
17,654,1.3511424772685259,0.14668325612723823,20,22,,259
17,269,1.3744374010794078,0.13501556927558694,20,22,,260
17,511,1.3408926873788698,0.14704728603286327,20,17,,261
17,299,1.1179847613049756,0.14386520887591803,20,17,,262
17,339,1.3103857679501438,0.1483694457719552,20,17,,263
17,440,1.3145997246368628,0.14279259021525925,20,22,,264
17,511,1.068709075665177,0.15145662256681047,20,13,,265
17,683,1.3614347069205237,0.1409374228487898,20,17,,266
17,332,1.317253470882139,0.15632315551740927,20,13,,267
17,523,1.3290692701433369,0.15961302053411586,20,17,,269
17,468,1.3488572559199727,0.14321392439624855,20,17,,270
17,345,1.3316326848426354,0.1370796083304056,20,17,,271
17,300,1.325896380329894,0.14631213917299965,20,17,,272
17,611,1.3819221013093719,0.1515513751827413,20,17,,273
17,455,1.3681548705974684,0.14106626628259064,20,17,,274
17,509,1.3022732475849206,0.14287108851555227,20,17,,275
17,658,1.3623175931942868,0.14025178602908256,20,17,,276
17,490,1.437659151210232,0.010712756863589329,20,17,,277
17,523,1.3460852388175173,0.012398475292301092,20,17,,278
17,269,1.3707222195328421,0.15209029731881224,20,22,,279
17,688,1.3682682882295436,0.14080506050275998,20,17,,280
17,433,1.3790667904361826,0.15722540544060493,20,17,,281
17,291,1.3279428714358423,0.013064842395214743,20,17,,282
17,417,1.3408274463092966,0.14498711277599113,20,17,,283
17,392,1.5114055369533028,0.015619838580402029,20,17,,285
17,523,1.5377210056731718,0.07993179728335115,20,17,,286
17,523,1.5084036090616757,0.01976257631939013,22,17,,287
17,300,1.4817642299269476,0.2157913088833251,20,17,,288
17,468,1.5312469383983873,0.012873437193025722,20,17,,289
17,530,1.5040397564600316,0.012151114148719,20,17,,290
17,606,1.450313169139184,0.01072404619281589,20,17,,291
17,546,1.530193658685767,0.019421430249004626,20,17,,292
17,663,1.2896367392618102,0.08439555596804564,20,17,,293
17,659,1.4832835487160847,0.0873868734976734,20,17,,294
17,537,1.4660457661311688,0.08391663284195688,20,17,,295
17,542,1.4901581272501196,0.21893153073940363,20,17,,296
17,428,1.4844971990880356,0.2157603178411389,20,17,,297
17,266,1.4635548985769988,0.08769846868616842,20,17,,298
17,606,1.5079618218951065,0.08610720914217572,20,13,,299
17,606,1.4852262982181088,0.08709505877595088,20,17,,300
