iteration,rmse,datetime_start,datetime_complete,duration,C,change_tol,epsilon,grad_tol,lbfgs_memory,linesearch_max_iter,max_iter,penatly,state
124,7403.136124790011,2023-02-25 23:52:41.374450,2023-02-25 23:52:41.642280,0 days 00:00:00.267830,14.0,0.03637015677886093,1.4,0.018262423076066944,13,2251,5694209,l2,COMPLETE
250,7403.136124790011,2023-02-25 23:53:25.859236,2023-02-25 23:53:26.217757,0 days 00:00:00.358521,13.100000000000001,0.04758086541306204,1.4,0.01887941988388975,13,2491,5036371,l2,COMPLETE
69,7403.136203388112,2023-02-25 23:52:25.509736,2023-02-25 23:52:25.791591,0 days 00:00:00.281855,14.5,0.02689429620557352,1.4,0.019523594063479355,14,2204,9358070,l2,COMPLETE
249,7403.189372107794,2023-02-25 23:53:25.474986,2023-02-25 23:53:25.858765,0 days 00:00:00.383779,13.5,0.04029247452093622,1.4,0.016606465924405362,11,2463,4840369,l2,COMPLETE
593,7406.308429839305,2023-02-25 23:56:46.273322,2023-02-25 23:56:46.906631,0 days 00:00:00.633309,10.8,0.006739690128250072,1.1,0.0016799565284026886,10,2774,2114700,l1,COMPLETE
396,7406.308429839305,2023-02-25 23:54:48.293874,2023-02-25 23:54:48.742824,0 days 00:00:00.448950,11.100000000000001,0.004928073881410937,1.1,0.006126771230524722,10,2802,1102744,l1,COMPLETE
523,7406.362423110347,2023-02-25 23:56:00.320840,2023-02-25 23:56:00.893433,0 days 00:00:00.572593,11.0,0.004348379465491615,1.2,0.001849505041255561,10,2786,1713065,l1,COMPLETE
940,7406.362423110347,2023-02-26 00:01:25.077952,2023-02-26 00:01:25.822337,0 days 00:00:00.744385,10.2,0.004316213735785529,1.2,0.00011157925894380322,10,2851,908158,l1,COMPLETE
408,7406.362423110347,2023-02-25 23:54:54.389691,2023-02-25 23:54:54.847018,0 days 00:00:00.457327,11.0,0.00546192407191167,1.2,0.00655704825956592,10,2818,1745780,l1,COMPLETE
404,7406.362423110347,2023-02-25 23:54:52.336390,2023-02-25 23:54:52.790341,0 days 00:00:00.453951,11.4,0.0036341039546905853,1.2,0.0031611699168826507,10,2787,1135530,l1,COMPLETE
564,7406.362423110347,2023-02-25 23:56:27.561720,2023-02-25 23:56:28.194780,0 days 00:00:00.633060,10.8,0.005795771356844793,1.2,0.002191793466678207,10,2871,2122770,l1,COMPLETE
570,7406.362423110347,2023-02-25 23:56:31.571160,2023-02-25 23:56:32.163067,0 days 00:00:00.591907,11.3,0.007269529094150195,1.2,0.007105981364673561,10,2823,1721992,l1,COMPLETE
390,7406.362423110347,2023-02-25 23:54:44.968503,2023-02-25 23:54:45.689688,0 days 00:00:00.721185,11.2,0.004894796765207724,1.2,0.006021825301386288,10,2752,619937,l1,COMPLETE
417,7406.362423110347,2023-02-25 23:54:59.426335,2023-02-25 23:54:59.952404,0 days 00:00:00.526069,9.6,0.005806755157269881,1.2,0.0030963313968254864,10,2849,1898042,l1,COMPLETE
988,7406.362423110347,2023-02-26 00:02:08.317120,2023-02-26 00:02:09.077335,0 days 00:00:00.760215,11.100000000000001,0.010256172971177641,1.2,0.003951395195931932,10,2975,1632302,l1,COMPLETE
399,7406.362423110347,2023-02-25 23:54:49.914020,2023-02-25 23:54:50.357947,0 days 00:00:00.443927,11.8,0.004221863696112517,1.2,0.005867079255016244,10,2813,1529249,l1,COMPLETE
424,7406.362423110347,2023-02-25 23:55:03.083856,2023-02-25 23:55:03.617558,0 days 00:00:00.533702,11.7,0.005485895954580246,1.2,0.008836202866439932,10,2748,1713929,l1,COMPLETE
414,7406.362423110347,2023-02-25 23:54:57.922841,2023-02-25 23:54:58.453275,0 days 00:00:00.530434,11.7,0.004053238299060572,1.2,0.005874347015529684,10,2827,505074,l1,COMPLETE
509,7406.362423110347,2023-02-25 23:55:51.654922,2023-02-25 23:55:52.194910,0 days 00:00:00.539988,11.2,0.005801141488611666,1.2,0.005186409994480098,10,2860,2268656,l1,COMPLETE
431,7406.362423110347,2023-02-25 23:55:07.688873,2023-02-25 23:55:08.156961,0 days 00:00:00.468088,10.7,0.005846635413896084,1.2,0.0077460361649669875,10,2776,2250383,l1,COMPLETE
461,7406.362423110347,2023-02-25 23:55:23.942170,2023-02-25 23:55:24.462576,0 days 00:00:00.520406,11.600000000000001,0.004641053347184337,1.2,0.004529889799101633,10,2812,2005130,l1,COMPLETE
432,7406.362423110347,2023-02-25 23:55:08.157442,2023-02-25 23:55:08.616231,0 days 00:00:00.458789,9.3,0.0035184484152507947,1.2,0.0025955589014191255,10,2826,2020948,l1,COMPLETE
671,7406.362423110347,2023-02-25 23:57:40.186262,2023-02-25 23:57:40.826388,0 days 00:00:00.640126,11.4,0.003561944007357606,1.2,0.00794656501632816,10,2851,1467649,l1,COMPLETE
666,7406.362423110347,2023-02-25 23:57:36.702420,2023-02-25 23:57:37.378924,0 days 00:00:00.676504,12.0,0.0049529637699497215,1.2,0.001881252672551673,10,2759,617306,l1,COMPLETE
946,7406.362423110347,2023-02-26 00:01:30.011669,2023-02-26 00:01:30.841032,0 days 00:00:00.829363,11.600000000000001,0.0037965346886101483,1.2,0.005442775377217919,10,2764,2089960,l1,COMPLETE
511,7406.362423110347,2023-02-25 23:55:52.733299,2023-02-25 23:55:53.280018,0 days 00:00:00.546719,10.6,0.003631612637797492,1.2,0.0018969020416550264,10,2775,1498862,l1,COMPLETE
477,7406.362423110347,2023-02-25 23:55:33.154222,2023-02-25 23:55:33.637643,0 days 00:00:00.483421,11.2,0.0038924340979146193,1.2,0.004336212858679357,10,2825,1616326,l1,COMPLETE
502,7406.362423110347,2023-02-25 23:55:47.437792,2023-02-25 23:55:48.082774,0 days 00:00:00.644982,11.7,0.003902813493989267,1.2,0.005652687530783836,10,2840,1411830,l1,COMPLETE
656,7406.362423110347,2023-02-25 23:57:29.563852,2023-02-25 23:57:30.227864,0 days 00:00:00.664012,11.4,0.005182659196858169,1.2,0.013312954971510815,10,2804,1747795,l1,COMPLETE
595,7406.362423110347,2023-02-25 23:56:47.523047,2023-02-25 23:56:48.146547,0 days 00:00:00.623500,11.0,0.00332963938571434,1.2,0.00010069705434030424,10,2797,1853381,l1,COMPLETE
427,7406.362423110347,2023-02-25 23:55:04.658086,2023-02-25 23:55:05.179145,0 days 00:00:00.521059,10.9,0.0039616741017627945,1.2,0.0059570888718310545,10,2787,1476249,l1,COMPLETE
476,7406.362426609857,2023-02-25 23:55:32.661619,2023-02-25 23:55:33.153661,0 days 00:00:00.492042,7.0,0.006208231122898585,1.2,0.0022531704564757514,10,2801,2129763,l1,COMPLETE
698,7406.424275433355,2023-02-25 23:58:02.393731,2023-02-25 23:58:03.035878,0 days 00:00:00.642147,10.8,0.0041950108628558075,0.7999999999999999,0.016477228837661707,24,2906,2488838,l1,COMPLETE
650,7406.559186054373,2023-02-25 23:57:25.777368,2023-02-25 23:57:26.404019,0 days 00:00:00.626651,11.8,0.0036237958114267183,1.0,0.0019240591226731825,10,2862,2101191,l1,COMPLETE
653,7406.559186054373,2023-02-25 23:57:27.588527,2023-02-25 23:57:28.233537,0 days 00:00:00.645010,10.0,0.007573105720348135,1.0,0.005190470611793625,10,2782,33422,l1,COMPLETE
740,7406.872245906097,2023-02-25 23:58:36.927845,2023-02-25 23:58:37.631551,0 days 00:00:00.703706,9.2,0.009021082411703196,1.2,0.009391854590635861,21,2787,2226749,l1,COMPLETE
896,7407.124533731697,2023-02-26 00:00:46.968362,2023-02-26 00:00:47.788180,0 days 00:00:00.819818,11.4,0.007807735328141785,1.1,0.003503973675925829,24,2851,1664405,l1,COMPLETE
681,7407.178480996704,2023-02-25 23:57:48.136616,2023-02-25 23:57:48.796594,0 days 00:00:00.659978,11.2,0.0034005724204392183,1.2,0.023429003371186998,21,2770,1854359,l1,COMPLETE
853,7407.211772291844,2023-02-26 00:00:09.821892,2023-02-26 00:00:10.604112,0 days 00:00:00.782220,11.2,0.007934027602166273,1.2,0.021969418281422032,22,2819,1822936,l1,COMPLETE
818,7407.211772291844,2023-02-25 23:59:36.475905,2023-02-25 23:59:37.180817,0 days 00:00:00.704912,10.4,0.0018965983125364034,1.2,0.025800884170429972,22,2906,1807982,l1,COMPLETE
830,7407.3726247367695,2023-02-25 23:59:49.437026,2023-02-25 23:59:50.497099,0 days 00:00:01.060073,10.9,0.00026853270737349494,1.2,0.020052852491001142,23,2847,1686453,l1,COMPLETE
969,7407.3726247367695,2023-02-26 00:01:50.628421,2023-02-26 00:01:51.752369,0 days 00:00:01.123948,11.100000000000001,0.017457467642502705,1.2,0.0018394135792593473,23,2907,848490,l1,COMPLETE
706,7407.37512929062,2023-02-25 23:58:07.662625,2023-02-25 23:58:08.313301,0 days 00:00:00.650676,10.6,0.017860809155172033,1.2,0.00023347376392512768,24,2841,1947086,l1,COMPLETE
14,7407.523468225229,2023-02-25 23:52:12.708913,2023-02-25 23:52:12.905909,0 days 00:00:00.196996,14.100000000000001,0.004942871428606971,0.8999999999999999,0.025357658108923823,21,2268,6839727,l1,COMPLETE
682,7407.653072349788,2023-02-25 23:57:48.797159,2023-02-25 23:57:49.439881,0 days 00:00:00.642722,11.4,0.009029715810660786,1.2,0.003978275042708722,20,2891,1432162,l1,COMPLETE
589,7407.68783792916,2023-02-25 23:56:43.834796,2023-02-25 23:56:44.410352,0 days 00:00:00.575556,11.3,0.004697541466061801,1.0,0.02322296375794201,20,2618,1465342,l1,COMPLETE
796,7407.76967615122,2023-02-25 23:59:19.890944,2023-02-25 23:59:20.638310,0 days 00:00:00.747366,10.5,0.01690046125088352,1.0,0.0031032490651904865,22,2815,2427587,l1,COMPLETE
958,7407.847489339265,2023-02-26 00:01:41.197323,2023-02-26 00:01:41.984692,0 days 00:00:00.787369,10.1,0.008764585618077166,1.1,0.006406125265732421,22,2905,1938222,l1,COMPLETE
771,7407.847489339265,2023-02-25 23:59:00.657422,2023-02-25 23:59:01.396947,0 days 00:00:00.739525,9.8,0.00010028471341533469,1.1,0.016380180951219066,22,2869,3334371,l1,COMPLETE
4,7407.869727206258,2023-02-25 23:52:10.989860,2023-02-25 23:52:11.155819,0 days 00:00:00.165959,9.4,0.01730203189223034,1.3,0.0032520047381694155,18,2628,2244507,l1,COMPLETE
565,7407.911600500169,2023-02-25 23:56:28.195388,2023-02-25 23:56:28.858607,0 days 00:00:00.663219,11.100000000000001,0.01754143572773386,1.1,0.009883730168045852,20,2837,1547950,l1,COMPLETE
788,7407.980041933193,2023-02-25 23:59:14.038256,2023-02-25 23:59:14.739094,0 days 00:00:00.700838,11.100000000000001,0.015089868111029641,1.1,0.00884794671209907,21,2831,2068268,l1,COMPLETE
499,7408.011285522366,2023-02-25 23:55:45.702100,2023-02-25 23:55:46.289130,0 days 00:00:00.587030,11.3,0.015007547067395677,1.2,0.008128957931864376,10,2804,1281463,l1,COMPLETE
636,7408.011285522382,2023-02-25 23:57:15.992960,2023-02-25 23:57:16.633987,0 days 00:00:00.641027,11.0,0.016781265409161944,1.2,0.003768619514643993,10,2821,1293987,l1,COMPLETE
590,7408.011285522382,2023-02-25 23:56:44.410907,2023-02-25 23:56:45.074920,0 days 00:00:00.664013,11.100000000000001,0.014875637307846934,1.2,0.005689912944251297,10,2813,2507271,l1,COMPLETE
952,7408.138771727693,2023-02-26 00:01:36.092273,2023-02-26 00:01:36.923881,0 days 00:00:00.831608,11.0,0.01824532295964535,1.1,0.0018980842742583723,23,2932,9547525,l1,COMPLETE
950,7408.138771727693,2023-02-26 00:01:34.353070,2023-02-26 00:01:35.288828,0 days 00:00:00.935758,11.2,0.0001536528537483365,1.1,0.021158087384287535,23,2946,1674584,l1,COMPLETE
297,7408.273435283692,2023-02-25 23:53:45.872821,2023-02-25 23:53:46.251728,0 days 00:00:00.378907,12.5,0.011460262697590828,1.3,0.001433482230549129,11,2935,3840122,l1,COMPLETE
307,7408.273435283692,2023-02-25 23:53:50.532215,2023-02-25 23:53:50.958143,0 days 00:00:00.425928,11.7,0.010774391415017676,1.3,0.0002049772720953305,11,2937,3424195,l1,COMPLETE
313,7408.273435283692,2023-02-25 23:53:53.550245,2023-02-25 23:53:53.979279,0 days 00:00:00.429034,12.100000000000001,0.01062968721787682,1.3,0.00032495518570854667,11,2969,3277850,l1,COMPLETE
507,7408.466289267467,2023-02-25 23:55:50.623001,2023-02-25 23:55:51.141162,0 days 00:00:00.518161,8.1,0.028942580150177172,1.2,0.0021243667872179266,10,2667,2017339,l1,COMPLETE
777,7408.59065099243,2023-02-25 23:59:05.985063,2023-02-25 23:59:06.711892,0 days 00:00:00.726829,10.9,0.00797537763695245,1.1,0.004875856723865028,20,2816,2522206,l1,COMPLETE
448,7409.1720340105,2023-02-25 23:55:16.334035,2023-02-25 23:55:16.847943,0 days 00:00:00.513908,11.3,0.003602662295808818,1.2,0.024891055740123222,18,2816,1645101,l1,COMPLETE
576,7409.1720340105,2023-02-25 23:56:35.658049,2023-02-25 23:56:36.205433,0 days 00:00:00.547384,10.4,0.002109222966021369,1.2,0.019483536812285866,18,2703,670352,l1,COMPLETE
603,7413.147004877497,2023-02-25 23:56:53.014062,2023-02-25 23:56:53.628589,0 days 00:00:00.614527,11.2,0.003062464710443878,1.2,0.005259090440204859,10,2845,2073182,l1,COMPLETE
413,7413.147004877497,2023-02-25 23:54:57.391378,2023-02-25 23:54:57.922359,0 days 00:00:00.530981,11.100000000000001,0.002136802847906156,1.2,0.007631200355020256,10,2762,1975492,l1,COMPLETE
409,7413.147004877497,2023-02-25 23:54:54.847447,2023-02-25 23:54:55.308691,0 days 00:00:00.461244,10.7,0.002766869671341454,1.2,0.0030816724631595052,10,2785,2064782,l1,COMPLETE
401,7413.147004877497,2023-02-25 23:54:51.028512,2023-02-25 23:54:51.478237,0 days 00:00:00.449725,11.3,0.002182977704122884,1.2,0.006192045556951879,10,2760,1738082,l1,COMPLETE
662,7413.147004877497,2023-02-25 23:57:34.108307,2023-02-25 23:57:34.764489,0 days 00:00:00.656182,11.3,0.00225182273306435,1.2,0.006696896696007337,10,2650,1681234,l1,COMPLETE
395,7413.147004877497,2023-02-25 23:54:47.848377,2023-02-25 23:54:48.293465,0 days 00:00:00.445088,11.2,0.0022217181425480126,1.2,0.0034566659848769255,10,2817,1631066,l1,COMPLETE
449,7413.147004877497,2023-02-25 23:55:16.848438,2023-02-25 23:55:17.671033,0 days 00:00:00.822595,11.600000000000001,0.0021547890666184324,1.2,0.005039489180710309,10,2771,2345933,l1,COMPLETE
560,7413.147004877497,2023-02-25 23:56:24.916945,2023-02-25 23:56:25.506210,0 days 00:00:00.589265,11.2,0.0032095812322645604,1.2,0.005718136587165232,10,2787,1599882,l1,COMPLETE
470,7413.147004877497,2023-02-25 23:55:29.137865,2023-02-25 23:55:29.662499,0 days 00:00:00.524634,11.100000000000001,0.0023521219962224825,1.2,0.002309989149185631,10,2759,1563105,l1,COMPLETE
419,7413.147004877497,2023-02-25 23:55:00.452580,2023-02-25 23:55:00.990837,0 days 00:00:00.538257,9.9,0.003101144847850212,1.2,0.006813362124838804,10,2796,1630290,l1,COMPLETE
33,7414.027187206708,2023-02-25 23:52:16.581973,2023-02-25 23:52:16.792301,0 days 00:00:00.210328,12.3,0.08037299576075524,1.5,0.008042978209368567,16,2180,3374697,l1,COMPLETE
665,7414.262569339761,2023-02-25 23:57:36.046430,2023-02-25 23:57:36.701779,0 days 00:00:00.655349,11.2,0.06265184683081876,1.2,0.0038005610032341088,16,2807,2018512,l1,COMPLETE
825,7414.262569339761,2023-02-25 23:59:44.103487,2023-02-25 23:59:45.107095,0 days 00:00:01.003608,10.9,0.09578713853451926,1.2,0.014057796422616044,16,2711,1499831,l1,COMPLETE
750,7414.262569339761,2023-02-25 23:58:44.163971,2023-02-25 23:58:44.881506,0 days 00:00:00.717535,10.7,0.051677977916018206,1.2,0.004493287707946274,16,2816,1391879,l1,COMPLETE
569,7414.624083582077,2023-02-25 23:56:30.971295,2023-02-25 23:56:31.570336,0 days 00:00:00.599041,10.9,0.0017719127666023925,1.2,0.0017428542611375372,10,2854,1957649,l1,COMPLETE
334,7415.137946683027,2023-02-25 23:54:07.183648,2023-02-25 23:54:07.619740,0 days 00:00:00.436092,11.2,0.003104513572607766,1.3,0.0005529555378858703,10,2873,2897432,l1,COMPLETE
311,7415.137946683027,2023-02-25 23:53:52.675751,2023-02-25 23:53:53.115015,0 days 00:00:00.439264,12.3,0.008614101840718005,1.3,0.0003892024594341335,10,2988,3545429,l1,COMPLETE
321,7415.137946683027,2023-02-25 23:53:58.417518,2023-02-25 23:53:58.848920,0 days 00:00:00.431402,11.9,0.007669311176471308,1.3,0.002924681390711621,10,2899,2293514,l1,COMPLETE
315,7415.137946683027,2023-02-25 23:53:54.684860,2023-02-25 23:53:55.108983,0 days 00:00:00.424123,12.3,0.004936364087432141,1.3,0.002502475745806569,10,2939,3046762,l1,COMPLETE
306,7415.137946683027,2023-02-25 23:53:50.108142,2023-02-25 23:53:50.531756,0 days 00:00:00.423614,12.0,0.005513885145111691,1.3,0.0017411801279240365,10,2911,2709808,l1,COMPLETE
305,7415.137946683027,2023-02-25 23:53:49.672763,2023-02-25 23:53:50.107676,0 days 00:00:00.434913,12.2,0.008461830489329589,1.3,0.0014763500449129414,10,2976,3065990,l1,COMPLETE
303,7415.137946683027,2023-02-25 23:53:48.725328,2023-02-25 23:53:49.109218,0 days 00:00:00.383890,12.100000000000001,0.007790352223731705,1.3,0.000485119096246478,10,2961,3194015,l1,COMPLETE
312,7415.137946683027,2023-02-25 23:53:53.115509,2023-02-25 23:53:53.549762,0 days 00:00:00.434253,12.3,0.007040430708230867,1.3,0.0023024559512455443,10,2949,3637647,l1,COMPLETE
327,7415.137946683027,2023-02-25 23:54:02.386220,2023-02-25 23:54:02.840906,0 days 00:00:00.454686,11.600000000000001,0.004376122346320615,1.3,0.0007061360010948923,10,2854,2655400,l1,COMPLETE
536,7415.528087443185,2023-02-25 23:56:09.436946,2023-02-25 23:56:09.997853,0 days 00:00:00.560907,11.100000000000001,0.07079285728623592,1.2,0.005224275449834653,10,2842,2117520,l1,COMPLETE
615,7415.528087443185,2023-02-25 23:57:01.694460,2023-02-25 23:57:02.320425,0 days 00:00:00.625965,11.600000000000001,0.04745096981553521,1.2,0.018533345632705367,10,2716,1709413,l1,COMPLETE
972,7415.528087443185,2023-02-26 00:01:53.432796,2023-02-26 00:01:54.249354,0 days 00:00:00.816558,10.7,0.06551241412747524,1.2,0.0047596542918345395,10,2816,2017507,l1,COMPLETE
945,7415.528087443185,2023-02-26 00:01:29.156573,2023-02-26 00:01:30.011063,0 days 00:00:00.854490,11.4,0.05800893280864025,1.2,0.0126129602934516,10,2811,1254066,l1,COMPLETE
611,7415.528087443185,2023-02-25 23:56:58.944690,2023-02-25 23:56:59.572230,0 days 00:00:00.627540,11.0,0.05305804874935639,1.2,0.00013495099578540812,10,2793,1856387,l1,COMPLETE
433,7415.528087443185,2023-02-25 23:55:08.616628,2023-02-25 23:55:09.065408,0 days 00:00:00.448780,11.100000000000001,0.08963112277038683,1.2,0.005657387068565144,10,2798,1718440,l1,COMPLETE
626,7415.528087443185,2023-02-25 23:57:09.490853,2023-02-25 23:57:10.094788,0 days 00:00:00.603935,11.7,0.04747580342357321,1.2,0.0017830012165411836,10,2798,1492647,l1,COMPLETE
630,7415.528087443185,2023-02-25 23:57:11.961842,2023-02-25 23:57:12.595291,0 days 00:00:00.633449,11.4,0.07124476840360164,1.2,0.008761872957872988,10,2808,2127194,l1,COMPLETE
478,7415.528087443185,2023-02-25 23:55:33.638064,2023-02-25 23:55:34.111022,0 days 00:00:00.472958,11.8,0.04811822867641279,1.2,0.02043845861024486,10,2883,1893475,l1,COMPLETE
577,7415.528087443185,2023-02-25 23:56:36.205907,2023-02-25 23:56:37.011344,0 days 00:00:00.805437,10.1,0.06507892899850226,1.2,0.00011813643678054577,10,2723,870643,l1,COMPLETE
637,7415.528087443185,2023-02-25 23:57:16.634647,2023-02-25 23:57:17.253995,0 days 00:00:00.619348,11.3,0.044948362572094065,1.2,0.005785149687590719,10,2851,1986974,l1,COMPLETE
521,7415.528087443185,2023-02-25 23:55:59.304890,2023-02-25 23:55:59.817006,0 days 00:00:00.512116,10.9,0.048473610856325934,1.2,0.009086993239340608,10,2852,2218814,l1,COMPLETE
469,7415.528087443185,2023-02-25 23:55:28.592296,2023-02-25 23:55:29.137330,0 days 00:00:00.545034,11.5,0.0496107079307667,1.2,0.006672108495918307,10,2857,1308548,l1,COMPLETE
442,7415.528087443185,2023-02-25 23:55:13.447106,2023-02-25 23:55:13.918273,0 days 00:00:00.471167,11.2,0.06218199901666046,1.2,0.007506917430870217,10,2852,2126976,l1,COMPLETE
659,7415.528087443185,2023-02-25 23:57:31.820993,2023-02-25 23:57:32.465699,0 days 00:00:00.644706,10.7,0.08512416341468043,1.2,0.021938910419984095,10,2769,1605621,l1,COMPLETE
588,7415.528087443185,2023-02-25 23:56:43.024565,2023-02-25 23:56:43.834211,0 days 00:00:00.809646,10.9,0.06016355812081145,1.2,0.0033884562768627374,10,2758,1688990,l1,COMPLETE
498,7415.528087443185,2023-02-25 23:55:44.872855,2023-02-25 23:55:45.701568,0 days 00:00:00.828713,10.9,0.059791626464759426,1.2,0.006672212005479974,10,2732,1810822,l1,COMPLETE
462,7415.528087443185,2023-02-25 23:55:24.463078,2023-02-25 23:55:24.973505,0 days 00:00:00.510427,11.2,0.05600809638839023,1.2,0.002597761238825681,10,2832,1335325,l1,COMPLETE
422,7415.528087443185,2023-02-25 23:55:02.045700,2023-02-25 23:55:02.576799,0 days 00:00:00.531099,11.4,0.07492157874786735,1.2,0.005503119131099464,10,2807,1169360,l1,COMPLETE
495,7415.811173104133,2023-02-25 23:55:43.198811,2023-02-25 23:55:43.753233,0 days 00:00:00.554422,11.2,0.05825047430593705,1.1,0.011315676390553009,10,2858,2364325,l1,COMPLETE
28,7416.048790459024,2023-02-25 23:52:15.509170,2023-02-25 23:52:15.698955,0 days 00:00:00.189785,8.9,0.08966468065759037,1.4,0.021775951942559775,16,2105,4832259,l1,COMPLETE
926,7416.533128045965,2023-02-26 00:01:13.276545,2023-02-26 00:01:14.072984,0 days 00:00:00.796439,11.2,0.07304493860271875,1.0,0.0020227048237923782,10,2900,2100711,l1,COMPLETE
19,7416.544725327243,2023-02-25 23:52:13.691888,2023-02-25 23:52:13.879660,0 days 00:00:00.187772,10.8,0.06493902718291562,1.3,0.00164263605398609,16,2329,2909778,l1,COMPLETE
464,7417.051684085894,2023-02-25 23:55:25.477322,2023-02-25 23:55:26.042641,0 days 00:00:00.565319,11.0,0.02407126567665062,1.2,0.009139046670606613,10,2773,1583673,l1,COMPLETE
620,7417.051684085894,2023-02-25 23:57:04.811774,2023-02-25 23:57:05.440708,0 days 00:00:00.628934,10.9,0.023173610332975218,1.2,0.020185805022849827,10,2870,1636255,l1,COMPLETE
580,7417.146479351823,2023-02-25 23:56:38.442117,2023-02-25 23:56:38.982245,0 days 00:00:00.540128,10.6,0.022936142544391983,1.1,0.0037881118535958197,10,2744,1138830,l1,COMPLETE
697,7417.530858849636,2023-02-25 23:58:01.679501,2023-02-25 23:58:02.391905,0 days 00:00:00.712404,10.9,0.007108710881504882,0.7,0.00499657470318992,24,2939,2200998,l1,COMPLETE
985,7417.566819325555,2023-02-26 00:02:05.781860,2023-02-26 00:02:06.574396,0 days 00:00:00.792536,11.100000000000001,0.005210652367352359,1.2,0.0021273696235420986,23,2966,3361204,l1,COMPLETE
848,7417.566819325555,2023-02-26 00:00:05.462906,2023-02-26 00:00:06.244301,0 days 00:00:00.781395,11.4,0.0066302520112606345,1.2,0.005237504425455508,23,2773,2725063,l1,COMPLETE
858,7417.566999266444,2023-02-26 00:00:14.218395,2023-02-26 00:00:14.943408,0 days 00:00:00.725013,9.9,0.005416067330382683,1.2,0.007016095511316022,23,2802,2408862,l1,COMPLETE
991,7417.566999266444,2023-02-26 00:02:11.266379,2023-02-26 00:02:12.017667,0 days 00:00:00.751288,10.0,0.005860471755302681,1.2,0.0019805441522578477,23,2790,3000683,l1,COMPLETE
954,7417.64560948032,2023-02-26 00:01:37.702967,2023-02-26 00:01:38.530394,0 days 00:00:00.827427,10.7,0.006092283741510745,1.1,0.0037686722639084886,24,2943,1764645,l1,COMPLETE
819,7418.255084500358,2023-02-25 23:59:37.181397,2023-02-25 23:59:37.938268,0 days 00:00:00.756871,10.6,0.005126075885994491,1.3,0.00010244962335500895,23,2867,2266623,l1,COMPLETE
742,7418.364190116089,2023-02-25 23:58:38.331824,2023-02-25 23:58:39.058206,0 days 00:00:00.726382,10.5,0.005352227293637724,1.2,0.007115948297995325,22,2838,1793938,l1,COMPLETE
278,7418.364190116089,2023-02-25 23:53:37.546609,2023-02-25 23:53:37.947434,0 days 00:00:00.400825,13.100000000000001,0.006221716979171959,1.2,0.010310793278370981,22,2406,4207301,l1,COMPLETE
678,7418.364190116089,2023-02-25 23:57:46.013696,2023-02-25 23:57:46.901123,0 days 00:00:00.887427,11.0,0.005975776561584112,1.2,0.0017903492516462916,22,2819,2368006,l1,COMPLETE
725,7418.364400430494,2023-02-25 23:58:24.819282,2023-02-25 23:58:25.444272,0 days 00:00:00.624990,9.9,0.006455539208363242,1.2,0.006726500091262745,21,2893,2084141,l1,COMPLETE
718,7418.364400430494,2023-02-25 23:58:17.242052,2023-02-25 23:58:18.189922,0 days 00:00:00.947870,10.6,0.005154237478232745,1.2,0.0021348504863867484,21,2885,2374768,l1,COMPLETE
892,7418.747492896437,2023-02-26 00:00:43.823235,2023-02-26 00:00:44.536404,0 days 00:00:00.713169,11.600000000000001,0.04981039543345591,1.1,0.005678769250840027,16,2836,521186,l1,COMPLETE
887,7418.747492896448,2023-02-26 00:00:39.937356,2023-02-26 00:00:40.637557,0 days 00:00:00.700201,11.3,0.07715481908913661,1.1,0.002121759464389028,16,2928,1323870,l1,COMPLETE
766,7419.031373693267,2023-02-25 23:58:57.111241,2023-02-25 23:58:57.830994,0 days 00:00:00.719753,10.3,0.006848744462591792,1.1,0.0001703651226246561,22,2826,2260604,l1,COMPLETE
447,7419.578192288638,2023-02-25 23:55:15.842274,2023-02-25 23:55:16.333598,0 days 00:00:00.491324,11.8,0.097997530793998,1.2,0.023347007772040275,15,2854,1883919,l1,COMPLETE
483,7420.377317480445,2023-02-25 23:55:36.367521,2023-02-25 23:55:36.886403,0 days 00:00:00.518882,11.0,0.005980603243451975,1.2,0.004165565978322568,17,2755,2464040,l1,COMPLETE
455,7420.43158338641,2023-02-25 23:55:20.286937,2023-02-25 23:55:20.843904,0 days 00:00:00.556967,11.4,0.0037404581447676483,1.2,0.018995825387100197,19,2868,1920899,l1,COMPLETE
800,7421.102233186716,2023-02-25 23:59:23.085241,2023-02-25 23:59:23.853676,0 days 00:00:00.768435,10.9,0.006390578770137132,1.2,0.0019450127007877016,20,2770,1610326,l1,COMPLETE
437,7421.225965768557,2023-02-25 23:55:10.484018,2023-02-25 23:55:10.974866,0 days 00:00:00.490848,11.600000000000001,0.019431526023703467,1.2,0.0025048527799149565,10,2783,1539481,l1,COMPLETE
934,7421.225965768557,2023-02-26 00:01:19.946273,2023-02-26 00:01:21.010958,0 days 00:00:01.064685,11.5,0.02003467184297893,1.2,0.0029754209408197085,10,2854,2994802,l1,COMPLETE
542,7421.225965768557,2023-02-25 23:56:13.712481,2023-02-25 23:56:14.234807,0 days 00:00:00.522326,10.9,0.01935723183146279,1.2,0.0016339759317094366,10,2852,1800119,l1,COMPLETE
901,7421.529101589224,2023-02-26 00:00:51.200911,2023-02-26 00:00:52.009546,0 days 00:00:00.808635,11.4,0.003735380517121884,1.1,0.024143041118757744,16,2846,3160489,l1,COMPLETE
