iteration,rmse,datetime_start,datetime_complete,duration,C,change_tol,epsilon,grad_tol,lbfgs_memory,linesearch_max_iter,max_iter,penatly,state
156,6560.841798318269,2023-02-25 23:52:51.661842,2023-02-25 23:52:52.011508,0 days 00:00:00.349666,14.3,0.03827927991688719,1.3,0.008258496647386697,13,2162,5440512,l2,COMPLETE
118,6561.3090119635135,2023-02-25 23:52:39.638204,2023-02-25 23:52:39.934235,0 days 00:00:00.296031,13.100000000000001,0.04102278364017194,1.3,0.00011476441091327568,13,2207,5456479,l2,COMPLETE
177,6561.413128026857,2023-02-25 23:52:59.022859,2023-02-25 23:52:59.359939,0 days 00:00:00.337080,13.3,0.036997043684012715,1.4,0.016226126289573085,11,2172,5153872,l2,COMPLETE
73,6562.207455298751,2023-02-25 23:52:26.639473,2023-02-25 23:52:26.932175,0 days 00:00:00.292702,15.0,0.024576315798092385,1.5,0.006645799528199872,12,2101,6511452,l2,COMPLETE
88,6562.240527916617,2023-02-25 23:52:30.981994,2023-02-25 23:52:31.294369,0 days 00:00:00.312375,14.4,0.03615123643021117,1.5,0.008889288362707748,14,2115,9961885,l2,COMPLETE
150,6562.288779417794,2023-02-25 23:52:49.698562,2023-02-25 23:52:50.045111,0 days 00:00:00.346549,14.3,0.03967888979401575,1.5,0.0033630213705436833,13,2234,4415265,l2,COMPLETE
62,6562.456016307121,2023-02-25 23:52:23.568779,2023-02-25 23:52:23.874608,0 days 00:00:00.305829,15.0,0.03520025913187702,1.4,0.006712524111922649,14,2041,8932302,l2,COMPLETE
36,6562.529211556013,2023-02-25 23:52:17.256141,2023-02-25 23:52:17.510569,0 days 00:00:00.254428,13.5,0.034211641697028936,1.4,0.0001476288836390555,14,2025,6726086,l2,COMPLETE
56,6563.623978071249,2023-02-25 23:52:22.022946,2023-02-25 23:52:22.290387,0 days 00:00:00.267441,14.0,0.02972617203373015,1.4,0.012850748217928263,10,2080,7216825,l2,COMPLETE
257,6563.703733025839,2023-02-25 23:53:28.495170,2023-02-25 23:53:28.925582,0 days 00:00:00.430412,13.600000000000001,0.034175148768763354,1.3,0.011594056431414795,13,2463,7711084,l2,COMPLETE
97,6564.646351576056,2023-02-25 23:52:33.753030,2023-02-25 23:52:34.032807,0 days 00:00:00.279777,14.4,0.019356376867058142,0.7999999999999999,0.0016310182244390838,11,2856,4307064,l2,COMPLETE
108,6564.817450767158,2023-02-25 23:52:36.796911,2023-02-25 23:52:37.079938,0 days 00:00:00.283027,14.600000000000001,0.02685680386412062,1.5,0.011039840090361148,13,2022,8464687,l2,COMPLETE
45,6564.95130519577,2023-02-25 23:52:19.365432,2023-02-25 23:52:19.595402,0 days 00:00:00.229970,14.600000000000001,0.02390312497888246,1.3,0.00032801729409333335,12,2131,8879005,l2,COMPLETE
279,6565.30351795912,2023-02-25 23:53:37.948019,2023-02-25 23:53:38.358333,0 days 00:00:00.410314,13.2,0.008562047274297234,1.4,0.007533375642809453,12,2582,3995427,l2,COMPLETE
120,6565.487310777411,2023-02-25 23:52:40.227018,2023-02-25 23:52:40.513015,0 days 00:00:00.285997,13.600000000000001,0.03439282485846389,1.2,0.006912477664846,18,2236,6856620,l2,COMPLETE
128,6566.004381582861,2023-02-25 23:52:42.510660,2023-02-25 23:52:42.819079,0 days 00:00:00.308419,14.9,0.031966404735037236,1.3,0.01490798334609397,12,2313,7416806,l2,COMPLETE
63,6566.018038758643,2023-02-25 23:52:23.874905,2023-02-25 23:52:24.124751,0 days 00:00:00.249846,14.4,0.03947226808878566,1.3,0.0029565174992874184,12,2992,9811792,l2,COMPLETE
35,6566.298794630389,2023-02-25 23:52:17.032665,2023-02-25 23:52:17.255889,0 days 00:00:00.223224,13.600000000000001,0.03292968401857187,1.5,0.004470681841446351,14,2179,6725646,l2,COMPLETE
104,6566.507855652117,2023-02-25 23:52:35.696487,2023-02-25 23:52:35.989538,0 days 00:00:00.293051,14.4,0.022393420022615882,1.3,0.0074410767250621575,13,2050,5542492,l2,COMPLETE
89,6566.516412706542,2023-02-25 23:52:31.294658,2023-02-25 23:52:31.601969,0 days 00:00:00.307311,15.0,0.03334339607772413,1.3,0.0024740786332642394,13,2621,6507442,l2,COMPLETE
75,6566.516657531771,2023-02-25 23:52:27.216386,2023-02-25 23:52:27.514880,0 days 00:00:00.298494,14.8,0.02817839466645752,1.3,0.007115798930522608,13,2066,9750346,l2,COMPLETE
85,6567.243358334838,2023-02-25 23:52:30.100546,2023-02-25 23:52:30.404652,0 days 00:00:00.304106,14.3,0.031158925815909917,1.3,0.00018221589016720503,13,2000,5779692,l2,COMPLETE
100,6567.269766052793,2023-02-25 23:52:34.579207,2023-02-25 23:52:34.859925,0 days 00:00:00.280718,14.9,0.015985823312661646,0.7999999999999999,0.005436189880540008,14,2699,5850416,l2,COMPLETE
148,6567.423533158003,2023-02-25 23:52:49.020648,2023-02-25 23:52:49.381342,0 days 00:00:00.360694,13.2,0.0361764698163598,1.0,0.00021805031982516203,13,2333,4912566,l2,COMPLETE
127,6567.584547792573,2023-02-25 23:52:42.208779,2023-02-25 23:52:42.510319,0 days 00:00:00.301540,14.5,0.02999386671117167,1.4,0.011921037059787653,13,2189,7644604,l2,COMPLETE
210,6567.694558183935,2023-02-25 23:53:10.718123,2023-02-25 23:53:11.117163,0 days 00:00:00.399040,14.8,0.03125652247517935,1.4,0.0040571225102967725,13,2308,5240591,l2,COMPLETE
158,6567.694558183935,2023-02-25 23:52:52.334666,2023-02-25 23:52:52.676460,0 days 00:00:00.341794,15.0,0.032744028193359885,1.4,0.003898219961188798,13,2246,3882774,l2,COMPLETE
167,6568.003799623334,2023-02-25 23:52:55.782929,2023-02-25 23:52:56.129396,0 days 00:00:00.346467,13.3,0.043283822418509324,0.7,0.0029839815665028465,12,2174,5333565,l2,COMPLETE
130,6568.055160563974,2023-02-25 23:52:43.126344,2023-02-25 23:52:43.425759,0 days 00:00:00.299415,13.7,0.04042083195836606,1.5,0.006011052294429662,13,2289,6050412,l2,COMPLETE
54,6568.367810642649,2023-02-25 23:52:21.464074,2023-02-25 23:52:21.715874,0 days 00:00:00.251800,14.4,0.018955438714834412,0.7999999999999999,0.009006885209030036,13,2220,8377599,l2,COMPLETE
86,6568.472721079122,2023-02-25 23:52:30.404951,2023-02-25 23:52:30.695783,0 days 00:00:00.290832,14.8,0.02099807257628578,1.4,0.005678820150503495,12,2046,6970348,l2,COMPLETE
38,6568.812382262215,2023-02-25 23:52:17.729270,2023-02-25 23:52:17.985562,0 days 00:00:00.256292,14.3,0.032600378897433765,1.4,0.00598924597687368,13,2015,6654543,l2,COMPLETE
121,6568.879442115669,2023-02-25 23:52:40.513327,2023-02-25 23:52:40.808104,0 days 00:00:00.294777,14.9,0.031133979443984952,1.4,0.004711907749722719,11,2174,7141104,l2,COMPLETE
93,6568.879517833883,2023-02-25 23:52:32.526544,2023-02-25 23:52:32.837276,0 days 00:00:00.310732,14.5,0.031351187996036076,1.4,0.005302450328037127,11,2102,8736467,l2,COMPLETE
70,6568.879709160286,2023-02-25 23:52:25.791854,2023-02-25 23:52:26.076024,0 days 00:00:00.284170,14.8,0.03664129509565689,1.4,0.015974152761394772,11,2117,6994899,l2,COMPLETE
144,6568.879709160286,2023-02-25 23:52:47.636215,2023-02-25 23:52:47.981125,0 days 00:00:00.344910,14.8,0.03723460474501937,1.4,0.003505702701632273,11,2254,4531769,l2,COMPLETE
37,6568.884756280851,2023-02-25 23:52:17.510882,2023-02-25 23:52:17.729017,0 days 00:00:00.218135,14.2,0.032564841819698036,1.4,0.004853679375471414,13,2030,6365263,l2,COMPLETE
65,6568.884756280851,2023-02-25 23:52:24.399977,2023-02-25 23:52:24.677934,0 days 00:00:00.277957,14.2,0.030903837491283732,1.4,0.014070204090171512,13,2000,7188640,l2,COMPLETE
117,6568.893582153912,2023-02-25 23:52:39.349067,2023-02-25 23:52:39.637924,0 days 00:00:00.288857,14.100000000000001,0.03316975276733343,1.4,0.012259700739040116,11,2366,5931850,l2,COMPLETE
74,6568.893582153912,2023-02-25 23:52:26.932491,2023-02-25 23:52:27.216081,0 days 00:00:00.283590,14.100000000000001,0.033946975542944284,1.4,0.00019092480857199192,11,2153,5269259,l2,COMPLETE
52,6569.02253558676,2023-02-25 23:52:20.988561,2023-02-25 23:52:21.222815,0 days 00:00:00.234254,15.0,0.03748812307404798,1.4,0.011032098186336837,11,2130,7251717,l2,COMPLETE
84,6569.02253558676,2023-02-25 23:52:29.805578,2023-02-25 23:52:30.100194,0 days 00:00:00.294616,15.0,0.03491024921664586,1.4,0.00040840577125433197,11,2017,6972408,l2,COMPLETE
209,6569.163123008293,2023-02-25 23:53:10.339746,2023-02-25 23:53:10.717642,0 days 00:00:00.377896,13.600000000000001,0.03555843115261512,1.3,0.007287140843479377,12,2287,4784422,l2,COMPLETE
72,6569.652949963114,2023-02-25 23:52:26.356904,2023-02-25 23:52:26.639179,0 days 00:00:00.282275,12.600000000000001,0.0309934323041034,1.4,0.002843779261009381,13,2038,9522417,l2,COMPLETE
198,6569.652949963114,2023-02-25 23:53:06.148449,2023-02-25 23:53:06.594601,0 days 00:00:00.446152,12.7,0.03052906588334637,1.4,0.011888756839668958,13,2206,7902036,l2,COMPLETE
96,6569.659925742851,2023-02-25 23:52:33.475456,2023-02-25 23:52:33.752766,0 days 00:00:00.277310,14.0,0.022974088342773532,0.7,0.006963586090448411,13,2760,4327785,l2,COMPLETE
133,6569.784806831701,2023-02-25 23:52:44.075604,2023-02-25 23:52:44.406047,0 days 00:00:00.330443,14.2,0.03770826001771365,1.4,0.0020804056762949528,11,2256,4184496,l2,COMPLETE
189,6570.526965097428,2023-02-25 23:53:02.986740,2023-02-25 23:53:03.325664,0 days 00:00:00.338924,14.100000000000001,0.012266244684989283,1.1,0.008047486456291515,13,2254,6122666,l2,COMPLETE
98,6570.637630897296,2023-02-25 23:52:34.033070,2023-02-25 23:52:34.310884,0 days 00:00:00.277814,14.2,0.038435239602825515,1.1,0.009225338941146742,13,2450,6179963,l2,COMPLETE
55,6571.20240324871,2023-02-25 23:52:21.716252,2023-02-25 23:52:22.022526,0 days 00:00:00.306274,14.7,0.026555521739323826,1.3,0.01817147098935834,15,2109,5311421,l2,COMPLETE
58,6571.426509627136,2023-02-25 23:52:22.535694,2023-02-25 23:52:22.803687,0 days 00:00:00.267993,13.7,0.015398980676972887,1.1,0.007613364314192481,15,2728,8968891,l2,COMPLETE
190,6571.545382414815,2023-02-25 23:53:03.326021,2023-02-25 23:53:03.659038,0 days 00:00:00.333017,13.9,0.03597800117935436,1.4,0.005506278636621575,16,2212,5849441,l2,COMPLETE
68,6573.0552690365075,2023-02-25 23:52:25.209796,2023-02-25 23:52:25.509437,0 days 00:00:00.299641,13.8,0.022811013023140387,1.0,0.011404340185790854,15,2162,8724704,l2,COMPLETE
195,6573.3646602115605,2023-02-25 23:53:05.030981,2023-02-25 23:53:05.378656,0 days 00:00:00.347675,13.8,0.03578334844100028,1.4,0.004714138778229654,11,2281,5095801,l2,COMPLETE
205,6573.3646602115605,2023-02-25 23:53:08.842806,2023-02-25 23:53:09.216592,0 days 00:00:00.373786,13.8,0.03515937376337974,1.4,0.006242108090492643,11,2327,3959166,l2,COMPLETE
226,6573.3646602115605,2023-02-25 23:53:16.837889,2023-02-25 23:53:17.230523,0 days 00:00:00.392634,13.600000000000001,0.03635295566749241,1.4,0.012490781970264979,11,2162,5574159,l2,COMPLETE
103,6573.3646602115605,2023-02-25 23:52:35.419323,2023-02-25 23:52:35.696231,0 days 00:00:00.276908,13.8,0.033163478240629596,1.4,0.010682916091811202,11,2807,3764431,l2,COMPLETE
110,6573.3646602115605,2023-02-25 23:52:37.360898,2023-02-25 23:52:37.649128,0 days 00:00:00.288230,13.600000000000001,0.035923511414115726,1.4,0.00016873038291498885,11,2059,5255690,l2,COMPLETE
180,6573.3646602115605,2023-02-25 23:53:00.029844,2023-02-25 23:53:00.369649,0 days 00:00:00.339805,13.7,0.03551452151699166,1.4,0.006430161561459263,11,2219,5788052,l2,COMPLETE
64,6574.400031837446,2023-02-25 23:52:24.125055,2023-02-25 23:52:24.399709,0 days 00:00:00.274654,14.7,0.030209014488901724,1.5,0.00999071997382785,11,2086,7604366,l2,COMPLETE
140,6574.761619264455,2023-02-25 23:52:46.300315,2023-02-25 23:52:46.622669,0 days 00:00:00.322354,14.5,0.048116392627059926,1.1,0.0021683072198140263,14,2382,3826636,l2,COMPLETE
78,6575.543247181438,2023-02-25 23:52:28.085632,2023-02-25 23:52:28.372718,0 days 00:00:00.287086,14.2,0.04435524431229357,1.2,0.007774791135249554,14,2056,9195470,l2,COMPLETE
262,6581.297585706912,2023-02-25 23:53:30.519579,2023-02-25 23:53:30.946631,0 days 00:00:00.427052,13.0,0.038685210972809504,1.5,0.015582663540772146,13,2436,4427090,l2,COMPLETE
80,6581.409675451391,2023-02-25 23:52:28.646453,2023-02-25 23:52:28.930311,0 days 00:00:00.283858,13.7,0.02509253746784943,1.5,0.00887550504422015,13,2089,7569703,l2,COMPLETE
170,6581.409675451391,2023-02-25 23:52:56.782855,2023-02-25 23:52:57.109723,0 days 00:00:00.326868,13.7,0.04168251755506477,1.5,0.012254371639467299,13,2195,4881232,l2,COMPLETE
94,6582.724388194881,2023-02-25 23:52:32.837579,2023-02-25 23:52:33.141484,0 days 00:00:00.303905,14.8,0.029868777486024307,1.5,0.0136743891544351,12,2017,9467101,l2,COMPLETE
76,6582.807172246673,2023-02-25 23:52:27.515143,2023-02-25 23:52:27.803013,0 days 00:00:00.287870,14.5,0.04000236678559618,1.5,0.011777747919366404,12,2027,8635685,l2,COMPLETE
153,6584.150154201258,2023-02-25 23:52:50.697846,2023-02-25 23:52:51.035314,0 days 00:00:00.337468,8.6,0.036963252359085125,1.4,0.00592553186977565,12,2292,5064289,l2,COMPLETE
40,6584.18778728824,2023-02-25 23:52:18.205382,2023-02-25 23:52:18.465096,0 days 00:00:00.259714,14.4,0.02639754725192757,1.3,0.009096436266794024,10,2059,7747386,l2,COMPLETE
269,6586.276310060799,2023-02-25 23:53:33.358931,2023-02-25 23:53:33.802557,0 days 00:00:00.443626,12.8,0.03330439801948207,1.5,0.0017628840910335875,12,2405,4534105,l2,COMPLETE
119,6586.782426156885,2023-02-25 23:52:39.934527,2023-02-25 23:52:40.226748,0 days 00:00:00.292221,14.3,0.03800050664598509,1.5,0.0022012536710159965,12,2274,6244399,l2,COMPLETE
199,6592.670759163305,2023-02-25 23:53:06.595140,2023-02-25 23:53:07.009459,0 days 00:00:00.414319,13.5,0.039467797387300343,1.5,0.0002287664800511666,12,2264,5216546,l2,COMPLETE
116,6592.670759163305,2023-02-25 23:52:39.068001,2023-02-25 23:52:39.348808,0 days 00:00:00.280807,13.4,0.03686288426765923,1.5,0.009008645565668341,12,2168,6522210,l2,COMPLETE
67,6592.742633291816,2023-02-25 23:52:24.939856,2023-02-25 23:52:25.209439,0 days 00:00:00.269583,14.0,0.04078308234241204,1.5,0.0066970018289410575,12,2094,5999146,l2,COMPLETE
182,6597.791534153323,2023-02-25 23:53:00.677629,2023-02-25 23:53:01.019372,0 days 00:00:00.341743,12.4,0.03426620120425784,1.4,0.008311084735699734,12,2338,6086683,l2,COMPLETE
254,6606.552444102297,2023-02-25 23:53:27.320888,2023-02-25 23:53:27.733123,0 days 00:00:00.412235,13.3,0.018891451572551204,1.0,0.01646840651751652,12,2477,4575772,l2,COMPLETE
99,6608.52689010126,2023-02-25 23:52:34.311140,2023-02-25 23:52:34.578941,0 days 00:00:00.267801,11.4,0.03517368688486453,1.0,0.01635992079629689,12,2955,4991027,l2,COMPLETE
165,6618.754249341925,2023-02-25 23:52:55.064525,2023-02-25 23:52:55.412759,0 days 00:00:00.348234,14.3,0.035128652119244784,0.8999999999999999,0.013685240053878665,11,2264,6042672,l2,COMPLETE
105,6621.8116770930965,2023-02-25 23:52:35.989810,2023-02-25 23:52:36.267819,0 days 00:00:00.278009,15.0,0.024166577991453757,0.8999999999999999,0.0017849272136107738,11,2000,4686603,l2,COMPLETE
49,6721.5642674938335,2023-02-25 23:52:20.260636,2023-02-25 23:52:20.482290,0 days 00:00:00.221654,13.9,0.02149621815834991,1.3,0.017402178429454115,10,2002,8411424,l2,COMPLETE
34,7236.051258128905,2023-02-25 23:52:16.792574,2023-02-25 23:52:17.032364,0 days 00:00:00.239790,13.3,0.05549175304149151,1.5,0.01657513709819112,17,2174,5635210,l2,COMPLETE
66,7248.697990988935,2023-02-25 23:52:24.678217,2023-02-25 23:52:24.939551,0 days 00:00:00.261334,13.100000000000001,0.03474929336903033,1.3,0.0027259482474045497,10,2047,9235028,l2,COMPLETE
107,7250.171185595123,2023-02-25 23:52:36.526987,2023-02-25 23:52:36.796593,0 days 00:00:00.269606,14.2,0.031900490348886645,1.3,0.0033353538448549344,10,2143,7054762,l2,COMPLETE
57,7262.626605498656,2023-02-25 23:52:22.290648,2023-02-25 23:52:22.535390,0 days 00:00:00.244742,13.2,0.04700554907169048,1.3,0.0036676151251390492,12,2242,7976752,l2,COMPLETE
139,7267.983858578235,2023-02-25 23:52:45.989717,2023-02-25 23:52:46.299959,0 days 00:00:00.310242,14.3,0.04022829697705925,1.4,0.006108265019015657,24,2204,4070210,l2,COMPLETE
237,7268.962998579086,2023-02-25 23:53:20.863368,2023-02-25 23:53:21.207965,0 days 00:00:00.344597,13.100000000000001,0.03947752824356835,1.4,0.0072070887815157735,13,2278,5454752,l2,COMPLETE
246,7268.962998579086,2023-02-25 23:53:24.379234,2023-02-25 23:53:24.738930,0 days 00:00:00.359696,13.5,0.04267586309632179,1.4,0.008726371619652512,13,2506,4770535,l2,COMPLETE
114,7268.962998579086,2023-02-25 23:52:38.532245,2023-02-25 23:52:38.798702,0 days 00:00:00.266457,13.9,0.039142035085024056,1.4,0.0077197616013198675,13,2226,6346929,l2,COMPLETE
270,7268.962998579086,2023-02-25 23:53:33.803049,2023-02-25 23:53:34.207030,0 days 00:00:00.403981,13.5,0.04324386528780118,1.4,0.012879166870211194,13,2455,5238591,l2,COMPLETE
176,7268.962998579086,2023-02-25 23:52:58.702515,2023-02-25 23:52:59.022503,0 days 00:00:00.319988,13.0,0.04951591763116125,1.4,0.003821811204494139,13,2230,5429193,l2,COMPLETE
79,7275.830397662982,2023-02-25 23:52:28.373010,2023-02-25 23:52:28.646135,0 days 00:00:00.273125,14.8,0.04734475641256667,1.3,0.0022792167490993135,11,2137,6325256,l2,COMPLETE
106,7276.754958568443,2023-02-25 23:52:36.268087,2023-02-25 23:52:36.526720,0 days 00:00:00.258633,9.8,0.04145717572289853,1.4,0.005615426986183522,12,2119,6730567,l2,COMPLETE
134,7276.804953814309,2023-02-25 23:52:44.406453,2023-02-25 23:52:44.719539,0 days 00:00:00.313086,14.2,0.04338554623651948,1.4,0.00414050149140529,12,2203,4694324,l2,COMPLETE
193,7276.8064005920405,2023-02-25 23:53:04.364213,2023-02-25 23:53:04.684363,0 days 00:00:00.320150,14.0,0.04022739929212177,1.4,0.001762476113523937,12,2180,4579554,l2,COMPLETE
184,7276.8064005920405,2023-02-25 23:53:01.340225,2023-02-25 23:53:01.647929,0 days 00:00:00.307704,13.600000000000001,0.05281463610696176,1.4,0.006746267634080453,12,2295,8087411,l2,COMPLETE
173,7276.8064005920405,2023-02-25 23:52:57.787422,2023-02-25 23:52:58.091592,0 days 00:00:00.304170,13.5,0.039261878624389665,1.4,0.006008946839890678,12,2191,5638672,l2,COMPLETE
183,7276.8064005920405,2023-02-25 23:53:01.019733,2023-02-25 23:53:01.339882,0 days 00:00:00.320149,13.9,0.03959888736050571,1.4,0.0037029459405948993,12,2523,5895412,l2,COMPLETE
123,7276.8064005920405,2023-02-25 23:52:41.099814,2023-02-25 23:52:41.374167,0 days 00:00:00.274353,13.8,0.03986253105380054,1.4,0.00972591871693751,12,2278,7437887,l2,COMPLETE
213,7276.8064005920405,2023-02-25 23:53:11.904113,2023-02-25 23:53:12.285936,0 days 00:00:00.381823,13.9,0.03972779008253971,1.4,0.0060217059708838104,12,2293,5502650,l2,COMPLETE
178,7276.8064005920405,2023-02-25 23:52:59.360296,2023-02-25 23:52:59.670862,0 days 00:00:00.310566,13.5,0.04283143404193074,1.4,0.010200411599793825,12,2276,5014802,l2,COMPLETE
175,7276.8064005920405,2023-02-25 23:52:58.390086,2023-02-25 23:52:58.702163,0 days 00:00:00.312077,13.9,0.044278886907644185,1.4,0.0002297195687664469,12,2661,5897325,l2,COMPLETE
220,7276.8064005920405,2023-02-25 23:53:14.588525,2023-02-25 23:53:14.955687,0 days 00:00:00.367162,13.4,0.043163458056193364,1.4,0.0077749456191581485,12,2185,5748794,l2,COMPLETE
53,7276.8064005920405,2023-02-25 23:52:21.223060,2023-02-25 23:52:21.463798,0 days 00:00:00.240738,13.9,0.0423796237323638,1.4,0.004621104620404597,12,2045,9345770,l2,COMPLETE
239,7276.8064005920405,2023-02-25 23:53:21.547340,2023-02-25 23:53:21.893495,0 days 00:00:00.346155,13.3,0.05845303446800411,1.4,0.0020564542412517986,12,2205,5857402,l2,COMPLETE
251,7276.8064005920405,2023-02-25 23:53:26.218121,2023-02-25 23:53:26.581997,0 days 00:00:00.363876,13.4,0.039083605366909115,1.4,0.012079060936855453,12,2478,4769839,l2,COMPLETE
155,7276.8064005920405,2023-02-25 23:52:51.344825,2023-02-25 23:52:51.661525,0 days 00:00:00.316700,13.8,0.04137824718414066,1.4,0.002381706629941575,12,2418,4815330,l2,COMPLETE
264,7276.8064005920405,2023-02-25 23:53:31.360614,2023-02-25 23:53:31.753294,0 days 00:00:00.392680,13.4,0.04109672776278256,1.4,0.012606218335948034,12,2474,4441920,l2,COMPLETE
245,7276.8064005920405,2023-02-25 23:53:24.023814,2023-02-25 23:53:24.378837,0 days 00:00:00.355023,13.3,0.039073130359669826,1.4,0.01058079587336989,12,2439,4690811,l2,COMPLETE
224,7276.8064005920405,2023-02-25 23:53:16.095480,2023-02-25 23:53:16.474129,0 days 00:00:00.378649,13.7,0.039097751278229675,1.4,0.0032567206018515016,12,2280,5511898,l2,COMPLETE
149,7276.8064005920405,2023-02-25 23:52:49.381671,2023-02-25 23:52:49.698231,0 days 00:00:00.316560,14.0,0.042201847168745046,1.4,0.009861528540315842,12,2291,4632136,l2,COMPLETE
235,7276.8064005920405,2023-02-25 23:53:20.135195,2023-02-25 23:53:20.487830,0 days 00:00:00.352635,13.4,0.05120211310277814,1.4,0.0031702298998274874,12,2294,5223620,l2,COMPLETE
163,7276.8064005920405,2023-02-25 23:52:54.382616,2023-02-25 23:52:54.699835,0 days 00:00:00.317219,14.100000000000001,0.04038985137840885,1.4,0.007055956084748146,12,2235,5770727,l2,COMPLETE
115,7276.8064005920405,2023-02-25 23:52:38.798990,2023-02-25 23:52:39.067727,0 days 00:00:00.268737,12.9,0.04277289661899279,1.4,0.013766295424942206,12,2194,6645557,l2,COMPLETE
252,7276.8064005920405,2023-02-25 23:53:26.582475,2023-02-25 23:53:26.944869,0 days 00:00:00.362394,13.600000000000001,0.04355443456802052,1.4,0.009265009103988588,12,2437,5176819,l2,COMPLETE
135,7278.212432361464,2023-02-25 23:52:44.719854,2023-02-25 23:52:45.028395,0 days 00:00:00.308541,13.9,0.04187136766919824,1.4,0.0017271818689197117,11,2182,3408923,l2,COMPLETE
126,7278.212432361464,2023-02-25 23:52:41.939638,2023-02-25 23:52:42.208512,0 days 00:00:00.268874,14.4,0.04400792014384923,1.4,0.0035323639580015997,11,2154,6815802,l2,COMPLETE
87,7278.212432361464,2023-02-25 23:52:30.696059,2023-02-25 23:52:30.981607,0 days 00:00:00.285548,14.100000000000001,0.03826729948104847,1.4,0.012389828701753251,11,2033,7747849,l2,COMPLETE
229,7278.212432361464,2023-02-25 23:53:17.954756,2023-02-25 23:53:18.296974,0 days 00:00:00.342218,14.0,0.037846258043743634,1.4,0.006072374662008777,11,2306,5720568,l2,COMPLETE
47,7278.212432361464,2023-02-25 23:52:19.834486,2023-02-25 23:52:20.049790,0 days 00:00:00.215304,15.0,0.044781937181144024,1.4,0.01058384909895393,11,2063,7446313,l2,COMPLETE
208,7278.212432361464,2023-02-25 23:53:09.972141,2023-02-25 23:53:10.339376,0 days 00:00:00.367235,13.9,0.03897038631982953,1.4,0.013671377729739132,11,2348,4967118,l2,COMPLETE
44,7278.212432361464,2023-02-25 23:52:19.155448,2023-02-25 23:52:19.365159,0 days 00:00:00.209711,15.0,0.038637032298686716,1.4,0.011222818531703937,11,2067,7897476,l2,COMPLETE
188,7278.22815596127,2023-02-25 23:53:02.660071,2023-02-25 23:53:02.986255,0 days 00:00:00.326184,13.2,0.0379711377013529,1.4,0.00429025504259926,11,2271,4789014,l2,COMPLETE
260,7278.22815596127,2023-02-25 23:53:29.754464,2023-02-25 23:53:30.143884,0 days 00:00:00.389420,13.2,0.041072015052579895,1.4,0.014716631173007996,11,2421,4348618,l2,COMPLETE
267,7278.22815596127,2023-02-25 23:53:32.563699,2023-02-25 23:53:32.970224,0 days 00:00:00.406525,13.600000000000001,0.0381235571574832,1.4,0.015235485183462592,11,2371,4711538,l2,COMPLETE
147,7278.22815596127,2023-02-25 23:52:48.701633,2023-02-25 23:52:49.020337,0 days 00:00:00.318704,13.8,0.03888832124089489,1.4,0.0017665359707065146,11,2267,4093590,l2,COMPLETE
216,7278.22815596127,2023-02-25 23:53:13.082907,2023-02-25 23:53:13.442038,0 days 00:00:00.359131,13.8,0.04126791296789372,1.4,0.007886368881967589,11,2275,5575104,l2,COMPLETE
169,7278.22815596127,2023-02-25 23:52:56.468461,2023-02-25 23:52:56.782511,0 days 00:00:00.314050,13.4,0.046509247541206666,1.4,0.008584549819669177,11,2210,5450095,l2,COMPLETE
240,7278.22815596127,2023-02-25 23:53:21.893865,2023-02-25 23:53:22.524056,0 days 00:00:00.630191,13.7,0.04425517402893409,1.4,0.00010015768502041628,11,2317,5426568,l2,COMPLETE
965,7347.97375127968,2023-02-26 00:01:47.196964,2023-02-26 00:01:47.991914,0 days 00:00:00.794950,11.5,0.004750669465777157,1.1,0.0032547883053216254,24,2960,1620954,l1,COMPLETE
32,7357.120188533905,2023-02-25 23:52:16.324790,2023-02-25 23:52:16.581663,0 days 00:00:00.256873,12.2,0.05644258041212395,1.5,0.001185871252853075,17,2188,3299607,l1,COMPLETE
874,7357.566593162621,2023-02-26 00:00:29.043076,2023-02-26 00:00:29.816034,0 days 00:00:00.772958,11.5,0.08196748351991524,1.1,0.0019838078705251352,15,2961,910468,l1,COMPLETE
880,7357.566593162621,2023-02-26 00:00:34.051524,2023-02-26 00:00:34.889001,0 days 00:00:00.837477,11.600000000000001,0.06923081031556444,1.1,0.0036742987884853177,15,2951,730189,l1,COMPLETE
824,7357.566593162621,2023-02-25 23:59:43.107697,2023-02-25 23:59:44.102677,0 days 00:00:00.994980,11.3,0.05646991835920463,1.1,0.006573697273020716,15,2744,1523358,l1,COMPLETE
878,7357.566593162621,2023-02-26 00:00:32.429820,2023-02-26 00:00:33.205219,0 days 00:00:00.775399,11.600000000000001,0.05169502582354798,1.1,0.0019863171265158634,15,2973,1132204,l1,COMPLETE
219,7357.864361763374,2023-02-25 23:53:14.210107,2023-02-25 23:53:14.588118,0 days 00:00:00.378011,13.600000000000001,0.03938039380957236,1.4,0.003595278296120885,17,2224,5368450,l1,COMPLETE
899,7358.694193071297,2023-02-26 00:00:49.666904,2023-02-26 00:00:50.444982,0 days 00:00:00.778078,11.7,0.06844331144110338,1.0,0.0036610402329753378,14,2828,1424714,l1,COMPLETE
793,7359.60325638962,2023-02-25 23:59:17.681235,2023-02-25 23:59:18.448097,0 days 00:00:00.766862,7.8,0.059187500270560744,1.1,0.00012476732767441152,17,2835,1500590,l1,COMPLETE
