boosting_type,colsample_bytree,device_type,force_col_wise,learning_rate,max_depth,metric,n_estimators,num_leaves,objective,random_state,reg_alpha,reg_lambda,verbosity,subsample,loss,iteration
gbdt,0.9369157014148815,gpu,+,0.07282635007721275,10,rmse,424,119,regression,42,0.33795089530087097,0.6770345928249523,-1,0.730352370725428,2455.888634449645,134
gbdt,0.7713352668401529,gpu,+,0.3233359627404171,9,rmse,669,116,regression,42,0.5814307949690566,0.1279403953067686,-1,0.8877080191936163,2456.2684506069427,26
gbdt,0.9642947150711063,gpu,+,0.3179144506999008,11,rmse,442,132,regression,42,0.29858154747398713,0.6225425651663355,-1,0.6382251220332141,2457.6688966566985,200
gbdt,0.845267455984584,gpu,+,0.06594424090853201,10,rmse,428,122,regression,42,0.5649124059740167,0.4025236334070378,-1,0.8095042996612176,2458.267794649664,139
gbdt,0.8211310278019779,gpu,+,0.22049134361160483,6,rmse,515,107,regression,42,0.3693747674158335,0.29073747703415054,-1,0.7106597481390313,2458.8944409388923,46
gbdt,0.9120405885499189,gpu,+,0.31555733085633114,8,rmse,620,145,regression,42,0.6360971011766352,0.48935512260759073,-1,0.8688073981974117,2458.948758356464,236
gbdt,0.8823580314123628,gpu,+,0.2788208466687092,6,rmse,543,80,regression,42,0.1526523641010796,0.45671971457342275,-1,0.7453689675354562,2458.967409550404,290
gbdt,0.9106922558254945,gpu,+,0.1433697700242215,6,rmse,655,79,regression,42,0.49673254598936,0.6127662778180727,-1,0.5482007461022291,2459.0585578404675,84
gbdt,0.9688606855421572,gpu,+,0.07500999417716901,11,rmse,571,77,regression,42,0.27263697525286346,0.5943004732965386,-1,0.663755826095324,2459.499190852819,212
gbdt,0.9634868470489523,gpu,+,0.20008430317590742,6,rmse,516,106,regression,42,0.5285202352393444,0.48457229366024784,-1,0.661630824784857,2462.2651816958914,279
gbdt,0.8852925585556823,gpu,+,0.2146995424892015,6,rmse,485,87,regression,42,0.4076612935467243,0.9348258394234246,-1,0.6379897645875057,2463.720765504796,123
gbdt,0.9946070975380895,gpu,+,0.07981075507864611,8,rmse,420,132,regression,42,0.7835757965324883,0.5875942385655931,-1,0.5148214664445413,2463.8609145706496,126
gbdt,0.9704890512875769,gpu,+,0.08858750162152175,8,rmse,416,112,regression,42,0.16869680606928758,0.9102560251670289,-1,0.6979846483780185,2464.994501566285,191
gbdt,0.8186771076271876,gpu,+,0.23899756440673675,6,rmse,465,134,regression,42,0.43723487949309137,0.904374804807934,-1,0.6629396522067459,2466.0122081879504,142
gbdt,0.9993423479460299,gpu,+,0.3245953452528232,11,rmse,596,143,regression,42,0.05095440722294817,0.7565950887271609,-1,0.7538788738794108,2467.022249206818,161
gbdt,0.9898806123186995,gpu,+,0.03772006828635157,10,rmse,582,149,regression,42,0.21536225815350027,0.4966821343600017,-1,0.7792886819089121,2467.063240487102,299
gbdt,0.9953317636237271,gpu,+,0.05667443362278047,11,rmse,557,95,regression,42,0.335219454245574,0.7001358910014365,-1,0.6531903575715364,2467.916337013256,179
gbdt,0.9023278207438942,gpu,+,0.3460408824940961,9,rmse,555,100,regression,42,0.7982020991736279,0.18389014729760506,-1,0.9095990631582825,2468.217085301954,48
gbdt,0.9841453306627624,gpu,+,0.3881212579057002,6,rmse,585,71,regression,42,0.598004266590918,0.32907630795147813,-1,0.8602508918813907,2471.567598759298,57
gbdt,0.9439111721554203,gpu,+,0.07712079309846988,11,rmse,500,74,regression,42,0.2523982252658733,0.7052251705890427,-1,0.6847815469613777,2472.13586439373,281
gbdt,0.7514014375475866,gpu,+,0.3925177155218083,9,rmse,625,71,regression,42,0.16251310206892178,0.6230504231055853,-1,0.6458296605510649,2472.3843742311874,239
gbdt,0.8416864461497495,gpu,+,0.0600182759320715,10,rmse,638,72,regression,42,0.3512885322819226,0.7382014875509562,-1,0.5108312000770742,2474.1777509026506,78
gbdt,0.8722148867449611,gpu,+,0.08645102624413022,10,rmse,466,70,regression,42,0.2621890277980778,0.779797033229625,-1,0.685418726303707,2474.783576539242,109
gbdt,0.921437114602211,gpu,+,0.3504212306960217,11,rmse,535,124,regression,42,0.013183035637853835,0.5271098077466071,-1,0.6291669992975613,2475.031122294201,14
gbdt,0.9913728607696958,gpu,+,0.06049360821937578,9,rmse,587,84,regression,42,0.4761394370578634,0.46841571428967926,-1,0.5581751927736287,2475.1573831783967,222
gbdt,0.9279733412609248,gpu,+,0.05538971913211704,10,rmse,657,76,regression,42,0.7221642065873588,0.8768920984773892,-1,0.7445368373353276,2475.2398229746527,112
gbdt,0.8682160917085228,gpu,+,0.06341650541600198,7,rmse,656,109,regression,42,0.4444401479202388,0.7228158019940223,-1,0.6286839958227081,2475.78752000756,243
gbdt,0.9999047101317702,gpu,+,0.3615297056760085,11,rmse,491,97,regression,42,0.034473530475550976,0.6008518492190362,-1,0.6577854446808459,2476.576429658335,171
gbdt,0.9153093502386945,gpu,+,0.04185652310686365,11,rmse,459,144,regression,42,0.5618287507424093,0.7601504070505579,-1,0.7012998428732775,2476.83814612458,102
gbdt,0.986419587705201,gpu,+,0.3343550077662402,11,rmse,676,136,regression,42,0.46991616796308416,0.6193144108986592,-1,0.7049444037336018,2477.548907917056,278
gbdt,0.9369729253888754,gpu,+,0.10404870923710663,6,rmse,683,105,regression,42,0.8487884061280064,0.6659689390572785,-1,0.6664444413857141,2478.070270256668,106
gbdt,0.9870910072947112,gpu,+,0.06852071098599377,11,rmse,431,91,regression,42,0.5613775106572217,0.5787257069837723,-1,0.6781020949423061,2478.6889482352053,273
gbdt,0.8793399880140337,gpu,+,0.16531092904977188,6,rmse,457,103,regression,42,0.08927654817619982,0.8250410405370162,-1,0.7494103154294822,2479.486355485366,199
gbdt,0.9364053599919815,gpu,+,0.20510068633682507,6,rmse,401,135,regression,42,0.9749877372962583,0.784879865483711,-1,0.681634167901877,2479.523254873036,253
gbdt,0.9311034037531015,gpu,+,0.3563560744378897,11,rmse,509,138,regression,42,0.15140758881263816,0.6424256141118592,-1,0.7587814571454692,2480.0359366345906,188
gbdt,0.9381732361367804,gpu,+,0.0653919524368848,9,rmse,407,110,regression,42,0.09083208429768098,0.8762248135908741,-1,0.8237959946011048,2481.3748827019854,294
gbdt,0.9257417374884989,gpu,+,0.07310612871827742,11,rmse,477,73,regression,42,0.5411086883625669,0.5984241373681596,-1,0.6747063057662621,2481.991691982095,232
gbdt,0.8926944506697245,gpu,+,0.044475410431869374,9,rmse,637,99,regression,42,0.9200092264373162,0.5434030676903124,-1,0.5230105491546733,2482.514781996989,9
gbdt,0.7841936372072902,gpu,+,0.06427863571468798,7,rmse,657,82,regression,42,0.2497554964553379,0.5887340921557365,-1,0.6318813268521797,2483.882317762648,91
gbdt,0.7536487837070871,gpu,+,0.037013063492916345,8,rmse,651,142,regression,42,0.012797642836315265,0.7788302290490228,-1,0.7545300294833088,2486.3638109191106,60
gbdt,0.8105294825613464,gpu,+,0.27574495847149955,5,rmse,568,86,regression,42,0.28442055958457213,0.8588432699569558,-1,0.714386163576676,2489.147636228287,137
gbdt,0.9522942960607887,gpu,+,0.20119258789394842,5,rmse,667,127,regression,42,0.11995625321296499,0.8687080565377359,-1,0.7984815982454161,2489.603652618104,187
gbdt,0.7884445338515024,gpu,+,0.137066957217071,6,rmse,490,122,regression,42,0.9921743892539578,0.15395841362016321,-1,0.8566379547677895,2489.6215063758973,41
gbdt,0.8326250442667652,gpu,+,0.3929779178302813,10,rmse,640,116,regression,42,0.544523561915714,0.748766740874029,-1,0.5869683524693358,2491.8296475761813,121
gbdt,0.8234249841566718,gpu,+,0.34445987162500036,5,rmse,511,123,regression,42,0.2030161568565016,0.7765974907521384,-1,0.5627327245664302,2494.2389928865937,128
gbdt,0.9577556435043904,gpu,+,0.06959327723607919,7,rmse,590,74,regression,42,0.37534581666902656,0.7880372915472441,-1,0.7821431652799585,2494.325665063559,198
gbdt,0.943442872656653,gpu,+,0.04519856760921104,10,rmse,630,81,regression,42,0.0579605880266445,0.5288918599547461,-1,0.5393839453381545,2495.924199475576,127
gbdt,0.7994068654667796,gpu,+,0.43300050666554407,9,rmse,611,87,regression,42,0.38737058856798123,0.9907745184883363,-1,0.8770340662533077,2495.9287037647096,23
gbdt,0.8490153879566378,gpu,+,0.3945032270676607,8,rmse,698,127,regression,42,0.22923492017039745,0.7739506267693973,-1,0.5758430488036308,2497.884190831692,87
gbdt,0.9754820514491083,gpu,+,0.3677740270015084,11,rmse,692,134,regression,42,0.6682802992149237,0.862040826177084,-1,0.5909282202891686,2499.493643443296,227
gbdt,0.8254236560612133,gpu,+,0.05945639453512957,7,rmse,565,141,regression,42,0.6658128361474803,0.0006400376737612512,-1,0.5373889637409315,2500.414782133891,56
gbdt,0.9670238045141741,gpu,+,0.04634121931279142,11,rmse,462,100,regression,42,0.09298833353858126,0.5693608094392963,-1,0.6230320336828553,2500.988354239175,223
gbdt,0.7563133832946621,gpu,+,0.05211521038927071,10,rmse,562,71,regression,42,0.2690788913528962,0.7896841408415503,-1,0.5268113645264226,2502.5152752177264,145
gbdt,0.8530540827671089,gpu,+,0.034293162151572465,10,rmse,449,144,regression,42,0.41728027597735434,0.6206678860387016,-1,0.7958406907433935,2502.6009254556807,141
gbdt,0.8325636650238987,gpu,+,0.4275077715422829,9,rmse,639,118,regression,42,0.05732909369683556,0.7120831158373417,-1,0.5674370380125106,2502.6786485136845,257
gbdt,0.993040483826586,gpu,+,0.21962514069362923,5,rmse,518,99,regression,42,0.01653435339301007,0.3512088450636164,-1,0.6257286922295912,2504.6850023894267,285
gbdt,0.9903392542692679,gpu,+,0.4238882220503927,9,rmse,471,115,regression,42,0.45885169176152757,0.5795080929320519,-1,0.5980002914611889,2506.652255482209,203
gbdt,0.9847636193363263,gpu,+,0.023966125176657856,11,rmse,633,137,regression,42,0.1375172252711071,0.9552652116124786,-1,0.5979476693556318,2506.9692809248577,250
gbdt,0.7611597960725109,gpu,+,0.04875895641028405,9,rmse,512,83,regression,42,0.27559589241990573,0.17143167133070736,-1,0.7201724117778726,2508.0720894528217,248
gbdt,0.8139179290118604,gpu,+,0.02963182935198975,9,rmse,577,133,regression,42,0.07665316550013379,0.11116112849571466,-1,0.9022724064991037,2509.3068259633865,32
gbdt,0.9927637755149203,gpu,+,0.5064409270789688,5,rmse,419,95,regression,42,0.2015135914321669,0.6563882535727747,-1,0.5852488908697235,2509.3666947752754,249
gbdt,0.9825824127857881,gpu,+,0.05050989605296135,10,rmse,447,88,regression,42,0.3470953636462267,0.4737192184339321,-1,0.5473717528380818,2512.995127063483,96
gbdt,0.7666761057840135,gpu,+,0.048977784073826275,9,rmse,483,86,regression,42,0.41021283903271,0.35766496916087276,-1,0.9467839095534197,2513.095194202775,44
gbdt,0.8294515462262314,gpu,+,0.033747699594599084,10,rmse,427,130,regression,42,0.44520310774281047,0.709557487176338,-1,0.557581038801978,2519.4460946444187,81
gbdt,0.9148476065490554,gpu,+,0.050571175266878,9,rmse,411,93,regression,42,0.7067863517236945,0.7742564319455723,-1,0.72032993503338,2520.2500229143347,194
gbdt,0.9505852041304331,gpu,+,0.038295297322015115,8,rmse,682,81,regression,42,0.5133185209853782,0.07543953950249127,-1,0.6927082382351646,2520.552319193251,37
gbdt,0.8262288470973874,gpu,+,0.07961625638928146,6,rmse,593,89,regression,42,0.4234203460189757,0.6754636568185273,-1,0.7136863089842264,2522.7659762032818,92
gbdt,0.7820681193602953,gpu,+,0.05226513235348439,7,rmse,598,76,regression,42,0.22819709820002537,0.7552773823046862,-1,0.6331500449631018,2523.184084146816,288
gbdt,0.8816375264430577,gpu,+,0.027934168433570158,10,rmse,665,95,regression,42,0.2809263959105363,0.7585550399920801,-1,0.5292890875861249,2524.275254079415,80
gbdt,0.9995028133067404,gpu,+,0.0427037466393544,11,rmse,414,97,regression,42,0.11119019168059342,0.6419400128223521,-1,0.552015620295436,2525.395565485739,256
gbdt,0.8169032756874602,gpu,+,0.4658702965166469,10,rmse,517,119,regression,42,0.12556036907082535,0.04778615798776667,-1,0.5007489513065042,2528.041812793953,40
gbdt,0.7624345484115239,gpu,+,0.4610062613466055,11,rmse,443,139,regression,42,0.469429387048075,0.15494538774177458,-1,0.6244919445235873,2528.7725186905554,55
gbdt,0.9436133726220093,gpu,+,0.06405175577674109,6,rmse,695,110,regression,42,0.28146981975753194,0.9540056374464365,-1,0.7228792568242419,2533.1573995845047,115
gbdt,0.98768838729104,gpu,+,0.4225925456934473,11,rmse,648,149,regression,42,0.18431724783035547,0.7269835314768133,-1,0.8236657832513891,2539.864546527704,162
gbdt,0.8143784922247467,gpu,+,0.03135601023679806,8,rmse,612,104,regression,42,0.4911781455988887,0.6937428774330695,-1,0.6277757481138165,2540.316037329575,117
gbdt,0.8886253348619998,gpu,+,0.025729764668011194,9,rmse,552,126,regression,42,0.23969616612649663,0.2521757471369489,-1,0.8196202601815489,2540.540649405303,42
gbdt,0.8940283583990144,gpu,+,0.03966252782741261,7,rmse,649,96,regression,42,0.6300463014522252,0.6036600378053184,-1,0.6131187702783581,2540.883903565248,113
gbdt,0.9646382952348129,gpu,+,0.019340890747496793,11,rmse,699,106,regression,42,0.8178300196637514,0.003630307254743226,-1,0.7174408519537872,2545.827047772113,11
gbdt,0.8461281810051984,gpu,+,0.4825746916527514,10,rmse,460,133,regression,42,0.9528555981760349,0.8941123243241748,-1,0.60425463563613,2546.7498886481503,119
gbdt,0.9492103778819951,gpu,+,0.026004970082696824,11,rmse,487,110,regression,42,0.33375002309796065,0.7212777289357536,-1,0.7044513388195417,2548.6072971116714,209
gbdt,0.8324830055648136,gpu,+,0.059596674565582854,6,rmse,661,136,regression,42,0.7753643788278823,0.6170793585023162,-1,0.5596860795613369,2552.0683025666026,8
gbdt,0.9861052474717913,gpu,+,0.7422544648641852,5,rmse,433,87,regression,42,0.028996229421546893,0.81161781333507,-1,0.6918935544365383,2553.5490190824667,213
gbdt,0.9549630531107793,gpu,+,0.4648049712136788,11,rmse,563,143,regression,42,0.18979252125786605,0.842638849046973,-1,0.8174099647853117,2554.8082262531907,178
gbdt,0.7749985281245971,gpu,+,0.5357338424741676,9,rmse,526,93,regression,42,0.03731839537104517,0.3138151060731783,-1,0.7714933575524927,2555.5536320988945,31
gbdt,0.8545219480633395,gpu,+,0.02560497852294899,10,rmse,546,98,regression,42,0.35836442087902814,0.5082641603459621,-1,0.6731820891308281,2555.817566392708,116
gbdt,0.7852595085256853,gpu,+,0.058380708771407025,6,rmse,653,75,regression,42,0.520114268347987,0.7960994521825411,-1,0.5038366409568047,2556.2256038763444,133
gbdt,0.9033583772982883,gpu,+,0.09795847245101212,5,rmse,647,115,regression,42,0.14249673335257887,0.6474860568502233,-1,0.7016790916620198,2559.7306422498827,111
gbdt,0.8809275151365822,gpu,+,0.1607771925932807,5,rmse,421,115,regression,42,0.8751118984907046,0.3977858693319253,-1,0.9286042356292727,2560.4417684984737,20
gbdt,0.9729012104274383,gpu,+,0.11873552831814697,5,rmse,536,89,regression,42,0.1526627045209977,0.7352328505615925,-1,0.7947436896173302,2561.163058642741,272
gbdt,0.9217476131156183,gpu,+,0.5236767919309278,8,rmse,650,99,regression,42,0.053554975806224314,0.607161865611303,-1,0.6613382066328592,2563.608389758315,186
gbdt,0.9584256636142735,gpu,+,0.09947161494266177,5,rmse,615,132,regression,42,0.17185267897056472,0.851858257432052,-1,0.6645248706745986,2566.185326342174,297
gbdt,0.8765431699297828,gpu,+,0.031270732295464086,7,rmse,668,111,regression,42,0.7516364238318104,0.19691119991338185,-1,0.7881989467373713,2567.0510735561925,39
gbdt,0.7974622849495454,gpu,+,0.121276196041653,5,rmse,510,145,regression,42,0.06464235228242474,0.4924272787610731,-1,0.5796702072581884,2569.321055768438,53
gbdt,0.8051375621583975,gpu,+,0.8179384285296967,5,rmse,532,109,regression,42,0.0011320140944622303,0.8688725717252836,-1,0.7048045061210052,2570.739758289286,64
gbdt,0.9050047017308969,gpu,+,0.10135815047647827,5,rmse,579,141,regression,42,0.06982443272606592,0.7612845288687725,-1,0.608103389315606,2572.212215653596,240
gbdt,0.9453807359609209,gpu,+,0.09855237172690551,5,rmse,569,106,regression,42,0.8925074543557361,0.5607841001740055,-1,0.6257157916772711,2579.0770858903097,195
gbdt,0.9085586017817828,gpu,+,0.05326061683644565,6,rmse,606,80,regression,42,0.3584815225733641,0.8791358871980453,-1,0.8237193915458089,2583.3218956156293,12
gbdt,0.9227303864425203,gpu,+,0.03026136530126544,11,rmse,472,72,regression,42,0.4156286111166222,0.5788424297394285,-1,0.5065536430894204,2589.018101210652,251
gbdt,0.917704274883014,gpu,+,0.1226236152834485,5,rmse,426,132,regression,42,0.3152086183653784,0.6123955142387455,-1,0.7732607823024805,2593.600907554221,221
gbdt,0.9996337247820872,gpu,+,0.03575273936297584,7,rmse,502,112,regression,42,0.37792108777417815,0.8546085183246912,-1,0.5840387010069137,2594.4893325512576,104
gbdt,0.8086754922533205,gpu,+,0.054845402802533784,6,rmse,541,122,regression,42,0.5764799035443564,0.31845633298566534,-1,0.6883374079094357,2598.138688778165,237
gbdt,0.9993934424723696,gpu,+,0.10919649262292722,5,rmse,455,94,regression,42,0.8511625776653131,0.36485850359253524,-1,0.7569060941295844,2600.281110931478,231
gbdt,0.8669006920432712,gpu,+,0.020837110615284957,11,rmse,454,100,regression,42,0.38410428489604304,0.31577286967521,-1,0.5949570524828497,2602.859817135103,129
gbdt,0.7775738138662178,gpu,+,0.5793481576935776,9,rmse,560,147,regression,42,0.27551748550093585,0.694076189193086,-1,0.7603080879595435,2610.8570843028965,69
gbdt,0.9409921275408278,gpu,+,0.032274208889834205,7,rmse,494,107,regression,42,0.19613697676283334,0.6445098265192024,-1,0.729432263019331,2612.977611236341,225
gbdt,0.8900637599279975,gpu,+,0.5449563572369607,10,rmse,662,141,regression,42,0.3643379106121265,0.7071708080017,-1,0.6095505079214132,2614.61505128044,143
gbdt,0.7944737413602031,gpu,+,0.5981018718434786,11,rmse,405,148,regression,42,0.04251596460284501,0.7454964408545031,-1,0.6648636341915434,2617.137284351076,233
gbdt,0.7846704930660081,gpu,+,0.08192078796224678,5,rmse,551,140,regression,42,0.4204851161533256,0.34287763844769886,-1,0.678594406319302,2617.180684483189,34
gbdt,0.9587404491422975,gpu,+,0.015558785828367536,10,rmse,489,126,regression,42,0.25069134813522276,0.45797652687129814,-1,0.5485892645136802,2618.768848953535,125
gbdt,0.9774715634956209,gpu,+,0.04541203373914624,6,rmse,574,91,regression,42,0.232412357570204,0.7310277827046407,-1,0.7245026332746899,2623.053740299018,183
gbdt,0.9320855488328984,gpu,+,0.6208467264608825,10,rmse,623,73,regression,42,0.3320241787525077,0.07595775235700636,-1,0.9086474052596922,2624.6564133491515,58
gbdt,0.8383968494071046,gpu,+,0.013323731791098766,10,rmse,588,110,regression,42,0.883315277380862,0.8373883555532842,-1,0.5622388422253588,2630.791370453778,3
gbdt,0.7994649513364093,gpu,+,0.011092738993406726,11,rmse,591,125,regression,42,0.3114856086022775,0.5382919474138335,-1,0.7839858057299292,2631.217739974509,254
gbdt,0.8892626112927543,gpu,+,0.012558569569610488,10,rmse,513,135,regression,42,0.37273845817163687,0.8489870957492254,-1,0.6688676459476544,2632.5032179856485,86
gbdt,0.8357430563287154,gpu,+,0.028188781691097693,8,rmse,423,84,regression,42,0.1803227598508011,0.5584046589656025,-1,0.7630631038949973,2635.7505069681683,135
gbdt,0.8193326996598799,gpu,+,0.022386096672483105,7,rmse,673,83,regression,42,0.19154382909981954,0.9173644752019824,-1,0.6415434488781194,2637.9860854490894,85
gbdt,0.9934844664911913,gpu,+,0.020676514540645237,8,rmse,553,84,regression,42,0.30488590805945703,0.041376332922047315,-1,0.735077349424365,2648.3534123336567,45
gbdt,0.8288120527014944,gpu,+,0.06428389898360327,5,rmse,599,81,regression,42,0.06059012653897772,0.967602825189647,-1,0.6694139991724555,2649.1716307881334,204
gbdt,0.8988375329607348,gpu,+,0.053710158498860724,6,rmse,400,140,regression,42,0.3526359242885106,0.6780050680692384,-1,0.6542017169795422,2658.2219840971006,217
gbdt,0.9205774875932996,gpu,+,0.014613717552552868,11,rmse,609,78,regression,42,0.6400100015740248,0.583369285641829,-1,0.6470371391790883,2659.202741592871,16
gbdt,0.8329272367249594,gpu,+,0.6771821000389664,8,rmse,570,138,regression,42,0.3072581638887394,0.8814784176329411,-1,0.6693222801915502,2660.0667052228464,13
gbdt,0.8969522979238842,gpu,+,0.07436000009378212,5,rmse,479,101,regression,42,0.464909296102654,0.8126261847313772,-1,0.5656270852188534,2663.021504605916,101
gbdt,0.9997771515013456,gpu,+,0.04172101880315226,6,rmse,497,124,regression,42,0.39987083207505736,0.3798450098620914,-1,0.737034222312659,2669.40672071416,208
gbdt,0.9314694267190123,gpu,+,0.010045671545709574,10,rmse,531,132,regression,42,0.061431124052573546,0.801249915950236,-1,0.6093701540484133,2670.316512934088,82
gbdt,0.8346053508531868,gpu,+,0.015600554367371013,8,rmse,543,105,regression,42,0.17187156139656068,0.8123959883573632,-1,0.7203143007316458,2671.417843123498,5
gbdt,0.8416414251453143,gpu,+,0.05998103753215995,5,rmse,567,113,regression,42,0.8241762967597804,0.45999661545759823,-1,0.5555275937353856,2674.401636670382,43
gbdt,0.9086218313118527,gpu,+,0.03888388568330674,6,rmse,504,101,regression,42,0.2821635763627772,0.5003293282067613,-1,0.8299956852994697,2677.5386548212737,192
gbdt,0.9878469315761941,gpu,+,0.01861307768054353,7,rmse,592,140,regression,42,0.23054496051990298,0.6532531616964339,-1,0.6240956245254251,2680.30060749854,140
gbdt,0.8505154000483897,gpu,+,0.035934170874002656,6,rmse,523,143,regression,42,0.2954974397778845,0.7940626260900929,-1,0.8039579061781172,2686.5117770895986,226
gbdt,0.7799795350575421,gpu,+,0.012405867875151149,10,rmse,628,78,regression,42,0.29703688212086576,0.7347993999912331,-1,0.7394705209205785,2692.7578610815794,130
gbdt,0.9609760067399911,gpu,+,0.6447545433206447,11,rmse,607,125,regression,42,0.24032015501061366,0.7691765221147953,-1,0.7133171999015393,2697.396538930592,170
gbdt,0.8767029781105509,gpu,+,0.047933045533534724,5,rmse,622,77,regression,42,0.45340270591543474,0.9736103002112411,-1,0.694200572368428,2705.2050709325736,118
gbdt,0.9058250433643762,gpu,+,0.06224181959584326,5,rmse,467,129,regression,42,0.3165979240938583,0.574844545210433,-1,0.6261275575379525,2708.244664897192,155
gbdt,0.8778503466628981,gpu,+,0.031681551615803216,6,rmse,530,146,regression,42,0.8326320323149597,0.45470105222137214,-1,0.8131691130564938,2709.344810010656,1
gbdt,0.9958568251374479,gpu,+,0.013999625426059236,7,rmse,643,130,regression,42,0.24745826489220601,0.03672190264169184,-1,0.5211994258465913,2727.029654099634,252
gbdt,0.7608738660479433,gpu,+,0.010323008063491545,9,rmse,670,75,regression,42,0.4783756678944402,0.2539498604501925,-1,0.8486439336108069,2739.957064163903,35
gbdt,0.810755724522304,gpu,+,0.04116798921550081,5,rmse,559,77,regression,42,0.2727095307616995,0.005831123408355121,-1,0.8405891277000404,2766.5881354324574,29
gbdt,0.84640624473759,gpu,+,0.9237720919321368,7,rmse,421,112,regression,42,0.9393697376027715,0.7340280179855683,-1,0.6348457832378225,2781.88433764017,7
gbdt,0.8503059532123015,gpu,+,0.7315648334805283,11,rmse,691,117,regression,42,0.9840983619403079,0.4168677360405803,-1,0.6923214291557831,2787.874382359614,50
gbdt,0.9188588111765561,gpu,+,0.7646967812163098,11,rmse,602,110,regression,42,0.6946896343853821,0.28813841028148135,-1,0.8016123313932826,2799.651752395313,19
gbdt,0.7888620135126359,gpu,+,0.023763498182367174,6,rmse,404,144,regression,42,0.9187225216693768,0.44483251230115173,-1,0.7041494047128345,2855.299696533172,4
gbdt,0.802292978604264,gpu,+,0.9809761466880916,7,rmse,689,128,regression,42,0.6442830582688178,0.46308311293443316,-1,0.7934829213954684,2883.6207947838584,47
gbdt,0.9786686777142881,gpu,+,0.8182449791899519,11,rmse,650,131,regression,42,0.1689881627709822,0.6277030214101144,-1,0.7789300769052144,2895.292248570104,167
gbdt,0.776206415160029,gpu,+,0.9913617353457203,11,rmse,556,113,regression,42,0.24253320471279505,0.6581733340146753,-1,0.6143271734262039,3020.064002100069,215
gbdt,0.8038059571454202,gpu,+,0.01749677084931655,5,rmse,597,118,regression,42,0.10529882882403288,0.9829372376634528,-1,0.589156495239411,3035.7517380347467,88
