boosting_type,colsample_bytree,device_type,force_col_wise,learning_rate,max_depth,metric,n_estimators,num_leaves,objective,random_state,reg_alpha,reg_lambda,verbosity,subsample,loss,iteration
gbdt,0.9978433696880005,gpu,+,0.09685721125736507,5,rmse,350,30,regression,42,0.9209817283659104,0.6370340314241265,-1,0.746247578775495,2676.295191579988,15
dart,0.8967278314696967,gpu,+,0.22276699514353815,5,rmse,475,31,regression,42,0.4124735741681671,0.9950700416473431,-1,0.6156229954867691,2692.7453559967084,84
goss,0.7977869487944335,gpu,+,0.07470101449139775,5,rmse,379,49,regression,42,0.18804127341035826,0.14319866083009303,-1,1.0,2697.988652319539,52
dart,0.7248244000765587,gpu,+,0.3115210471320494,5,rmse,302,84,regression,42,0.6321888064445108,0.5317117279412497,-1,0.8037651981793159,2703.99398868466,100
goss,0.6845657149096784,gpu,+,0.06786442521779147,5,rmse,405,76,regression,42,0.7006214446213659,0.9554779863099281,-1,1.0,2709.4834923140124,10
dart,0.6119902318783483,gpu,+,0.292489538941873,5,rmse,430,57,regression,42,0.43203231114916296,0.04137173554837947,-1,0.8534714204404834,2710.8450110874337,25
goss,0.8536937628508525,gpu,+,0.05326061683644565,5,rmse,477,40,regression,42,0.3584815225733641,0.8791358871980453,-1,1.0,2719.733640723303,12
goss,0.8662148862295922,gpu,+,0.6968543122749081,5,rmse,496,60,regression,42,0.35093444935478463,0.7594637946882629,-1,1.0,2747.0552168030827,83
gbdt,0.7802074763854896,gpu,+,0.06303483707684253,5,rmse,387,66,regression,42,0.3523030172399569,0.810320087641621,-1,0.6758717619316723,2748.1350072547884,97
gbdt,0.8742993833635375,gpu,+,0.05620236284946117,5,rmse,435,84,regression,42,0.013183035637853835,0.5271098077466071,-1,0.6435188881084014,2750.0940166521896,14
gbdt,0.9735782469117338,gpu,+,0.07376709468018462,5,rmse,313,76,regression,42,0.4172515786969871,0.8417131826345363,-1,0.6308203547574986,2762.543849174132,98
dart,0.7816680870637424,gpu,+,0.21892527128216438,5,rmse,401,61,regression,42,0.727725743177325,0.41010395885331374,-1,0.9873379817267185,2774.817906892077,2
goss,0.7215906034300347,gpu,+,0.060779453545190924,5,rmse,329,71,regression,42,0.43590615544860356,0.6213621321800886,-1,1.0,2782.137468138414,54
gbdt,0.7071221806610035,gpu,+,0.04462306576855731,5,rmse,476,53,regression,42,0.04615013439731215,0.8540047635881257,-1,0.9463685564960584,2786.949166529611,61
goss,0.8467311756932073,gpu,+,0.044475410431869374,5,rmse,384,59,regression,42,0.9200092264373162,0.5434030676903124,-1,1.0,2823.9526455500177,9
dart,0.6699389495999191,gpu,+,0.21814767318324244,5,rmse,353,79,regression,42,0.5115554907699539,0.3723030004602333,-1,0.9297237421628264,2836.404439129188,32
gbdt,0.9173784195747261,gpu,+,0.03875422198025246,5,rmse,469,49,regression,42,0.26897243154968137,0.9413444074458812,-1,0.6167390524840491,2837.595122012153,47
gbdt,0.9450966452561225,gpu,+,0.031681551615803216,5,rmse,437,32,regression,42,0.8326320323149597,0.45470105222137214,-1,0.7557006933257961,2933.672049121532,1
gbdt,0.9434212723757007,gpu,+,0.03229300915669146,5,rmse,343,66,regression,42,0.8178300196637514,0.003630307254743226,-1,0.7416009466153191,3015.6790766253007,11
goss,0.8872081224782706,gpu,+,0.023763498182367174,5,rmse,413,34,regression,42,0.9187225216693768,0.44483251230115173,-1,1.0,3025.8213402591896,4
gbdt,0.7882928644410998,gpu,+,0.025896258537226054,5,rmse,308,35,regression,42,0.6368405582071232,0.6435208899505348,-1,0.5012039085487188,3133.4606129217213,87
gbdt,0.7406375384422295,gpu,+,0.022213824906710748,5,rmse,351,52,regression,42,0.04882571853652186,0.5078062534293094,-1,0.5179874499028965,3148.339561829874,51
gbdt,0.9517202252648561,gpu,+,0.016181369503291812,5,rmse,446,32,regression,42,0.44961676849493976,0.947767538047506,-1,0.6098582407861879,3202.467176988512,89
goss,0.9809815427815758,gpu,+,0.011034548546693194,5,rmse,321,75,regression,42,0.8751118984907046,0.3977858693319253,-1,1.0,3547.0582478495157,20
dart,0.6033034953151886,gpu,+,0.017213035833797987,5,rmse,412,50,regression,42,0.2208005749476129,0.06318976653217459,-1,0.7833315649017076,8308.605074823256,31
dart,0.6154773297209674,gpu,+,0.011422707344719162,5,rmse,319,38,regression,42,0.6400100015740248,0.583369285641829,-1,0.6654417354061734,11297.017358373292,16
