depth,iterations,l2_leaf_reg,learning_rate,min_data_in_leaf,one_hot_max_size,loss,iteration
8,494,0.3137354309776324,0.11887252046255428,15,18,2521.894102512659,218
12,308,0.8478850506185392,0.06575678591146566,15,19,2524.851688650343,68
12,231,0.7850346147779484,0.0863966102820341,16,17,2527.358834177512,275
12,212,0.8902399128455801,0.09092782884016659,9,2,2532.3298849959174,266
10,313,0.9994871993058387,0.095960221194093,16,16,2532.9694039223773,43
10,269,0.7994644144487932,0.11252569844358659,9,2,2533.824848446667,14
7,485,0.43412425813385946,0.16702019688967212,10,17,2533.9362925979544,61
9,485,0.23935343859147784,0.07719689857273103,16,10,2534.592752512781,127
9,304,0.42579770492619073,0.12762136582697597,10,12,2535.055148702655,222
12,227,0.6927164409480346,0.08237606725627271,13,13,2535.510585734065,116
12,190,0.7093624712686248,0.09968332430104802,2,7,2536.161912768923,169
10,300,0.5431140509168558,0.0965581470035237,18,7,2536.4397769669654,32
9,246,0.7974685347760521,0.17416600204044808,16,3,2536.832568864137,98
12,459,0.7717900895200052,0.039409501670111646,9,14,2538.71980758915,237
11,177,0.7183532962856942,0.13479104723747207,14,2,2539.0247801756755,158
9,257,0.6236477237364794,0.1489228915043863,12,7,2540.1910914078794,211
12,127,0.8047548815818547,0.15734455600419744,19,7,2540.434553613838,25
8,370,0.8750245842706196,0.13892252506758354,19,7,2541.81103533119,113
9,267,0.34630071021312325,0.1362934886047646,4,17,2542.7423030213645,244
12,119,0.8842223771024003,0.16380256347341204,11,8,2542.87321275386,286
12,123,0.7392067706977246,0.15243373353778178,15,19,2543.222582481588,151
9,174,0.9514143502722134,0.23454327519112966,4,17,2543.572490607477,200
9,273,0.7394125772166192,0.13503568248915507,2,8,2544.8696349881134,81
12,244,0.9838032991022909,0.07319707537774862,8,19,2545.619993008353,267
10,124,0.6747555274435779,0.24491978109307824,11,14,2546.5016996528248,194
12,113,0.7937360284470656,0.16989044313161722,16,5,2547.6621556450727,184
10,193,0.5078880712087861,0.14320105343232714,4,11,2547.683807940947,63
12,149,0.9138880993423818,0.1209557328377884,15,2,2550.803641083753,262
12,233,0.5947442681893227,0.07221688477040074,18,19,2551.2390074871614,74
12,130,0.7941166224441669,0.13940724334575216,15,2,2551.476161432341,264
11,242,0.44658771234873995,0.0841916071535572,4,12,2551.480478425932,179
9,320,0.9110124180781316,0.108118359874533,7,9,2551.840679955996,177
6,490,0.5886126431440686,0.22269243579378956,13,11,2552.1825369689054,203
9,243,0.9809105399603928,0.1435898198616081,8,15,2553.113248646942,5
12,390,0.6443646471299169,0.04141283717006065,7,16,2556.252856330723,195
12,176,0.45412268862802907,0.09462749770210897,13,5,2557.2823453029105,228
11,186,0.25861133063364783,0.10775600956591254,6,2,2559.3525575962663,59
12,209,0.8983031036939605,0.07756340904857108,14,15,2560.0381591668943,189
12,170,0.8857348288571498,0.09491843094213545,4,7,2563.10029185278,155
10,400,0.8071332847191388,0.06028857175933833,16,3,2563.274821666356,121
9,416,0.9017352440712885,0.0751795343561282,3,13,2563.305998780207,280
12,205,0.9299648714181072,0.0749129281937557,8,10,2568.844755967304,105
7,353,0.4865985235585019,0.17446865562324,5,12,2568.930690517273,27
12,142,0.7322482065343925,0.11080340338641424,11,8,2569.2329738137546,141
11,215,0.7766695027242626,0.08678879785092272,7,7,2569.2918207618504,57
9,144,0.6404589414725872,0.21683250391810716,16,9,2577.0243089147,60
12,487,0.6960312697977198,0.029331167342766265,8,3,2577.1407921770274,82
10,202,0.9585372038850217,0.11099709612369396,16,12,2579.748536976095,285
7,407,0.6826350124755691,0.14205078919152858,13,5,2581.065719658644,279
12,288,0.8136852799517961,0.04884371550538526,10,7,2581.545669507951,199
8,305,0.7017305356731487,0.12894630003966714,12,5,2581.743622548284,251
6,385,0.7884964034163653,0.22888554963034902,10,17,2583.3207732483825,130
12,180,0.8661202530500577,0.0804572163041799,15,2,2583.7712745243703,261
12,216,0.5831601720265851,0.06309688994200366,15,15,2588.873117164764,255
12,198,0.9523376968159135,0.06955113751010181,15,15,2589.979266517714,166
6,454,0.8348597451393337,0.18439190664400879,16,6,2592.0583997644653,140
12,111,0.6562369178386213,0.12198319879847164,6,9,2594.0095292286146,153
12,105,0.5498262676423703,0.13066369954465032,13,5,2596.754519221487,160
6,430,0.7297316681027395,0.17564444692990494,2,10,2597.263982243035,236
11,152,0.5828368158760298,0.10627423096839576,6,18,2599.228037329927,128
7,375,0.862072907907567,0.1306384207556284,18,6,2606.761365511625,187
8,381,0.854447009840266,0.08568939774845832,18,13,2610.2646331887786,163
6,337,0.7738973386127311,0.20755441157458013,18,13,2611.821400820038,41
8,217,0.5666211967291073,0.1542956886186505,5,13,2612.883287520476,185
6,486,0.6280616347271522,0.14193374891263844,16,3,2615.810433287654,35
9,480,0.8959069134866521,0.04832907711087544,16,16,2617.121455539371,107
12,143,0.8115354510422269,0.08458103269843492,14,6,2618.7276720378177,284
12,324,0.87678047481571,0.03617028143938994,8,14,2621.706559195035,172
8,199,0.6021231158290001,0.15863336381296722,12,13,2624.604584828055,229
8,121,0.17197110685216474,0.2818169843070712,14,14,2624.605999852145,7
12,110,0.8826659721119742,0.10838841133651819,14,6,2625.440937229585,254
6,453,0.8461922051733729,0.14542252939303046,16,3,2625.596904339452,192
8,478,0.5979458352546991,0.06119111939803978,16,2,2628.721235653714,299
7,316,0.42945384598630837,0.12906268057467754,11,5,2635.36987779739,45
9,270,0.5389765201970868,0.07886838877361245,12,11,2636.133028283607,13
6,302,0.419977446160683,0.20107736968585346,7,16,2636.408641911434,2
9,235,0.9941053052918217,0.09062807327994968,5,12,2639.8091679973068,117
12,249,0.9844786779182632,0.04342986619339144,9,14,2641.326536190192,143
8,203,0.5259307122115399,0.1401746958457122,13,15,2643.428682520372,95
6,450,0.8379701654337626,0.12307046737583338,14,10,2645.713877665543,55
12,153,0.8165839049217771,0.0688802895799589,15,7,2647.625802466547,241
10,140,0.8379728244542433,0.11407721491209492,4,2,2647.876914722005,111
8,237,0.862359073153107,0.11369939564311429,4,17,2650.607096897013,40
8,333,0.8022298333391792,0.08059509701913906,8,12,2651.4743728944545,144
7,250,0.74638011420207,0.14890297525363358,7,12,2652.633658831081,106
8,141,0.4163807495651473,0.1974970444106806,12,6,2652.6568646911524,12
9,351,0.977944384902814,0.05626504826249871,3,12,2654.6313787675485,90
11,485,0.6672434109071284,0.02523496373637496,17,2,2655.854594620584,246
7,394,0.9364007300008438,0.09085950420351649,3,11,2656.4222875573832,135
10,374,0.56992071403407,0.04014490791255125,2,16,2659.018237440857,56
10,335,0.8536700484852826,0.044608708239987124,5,13,2659.8936460580176,93
9,114,0.9091039424675018,0.17293843384767751,11,12,2662.6604277822034,256
6,312,0.5482989265257463,0.16544428343485829,19,11,2663.2463740178746,248
7,332,0.8472943327852909,0.10269716862908732,6,9,2668.908232225793,242
9,167,0.8082149016606833,0.11049388466021229,16,18,2672.118238749297,156
7,331,0.6785390535018181,0.10166905956291779,15,6,2673.607791299243,80
6,211,0.07241317746122805,0.23833569001987512,13,7,2676.042308469888,62
11,168,0.8534151480732969,0.06635156537810191,12,7,2680.666471554203,281
8,150,0.9322434205554766,0.16117910941873878,10,18,2681.7512569000405,174
7,387,0.4576464559679967,0.08050793508441398,4,18,2686.667132674779,87
9,277,0.8952643994930949,0.062025818529961266,5,2,2686.6744409911817,46
12,357,0.8125522608414905,0.023529645930436077,14,10,2702.1305444820277,79
9,169,0.8277306302763117,0.09745564036711753,14,6,2704.8473958153786,233
6,315,0.825110114728961,0.13143199843003725,6,18,2707.745314780616,109
10,132,0.9755888052470106,0.09457322792157588,19,12,2711.092873935603,297
7,158,0.7113761511833515,0.1820108335374398,16,17,2714.63515162181,220
6,356,0.9702600083394473,0.11087060779034212,14,14,2717.2372410858998,100
7,224,0.3937874397814691,0.1206363393740962,16,18,2723.9464702151818,198
7,104,0.11381056696717652,0.2756248842486461,7,2,2726.037515429344,4
7,314,0.7037767757110668,0.08002396257430122,9,2,2733.871521396267,289
6,469,0.345840595003053,0.07687764375211142,14,12,2735.530067899972,170
8,358,0.7506187898148293,0.05209827795609426,2,15,2740.050747414064,34
6,282,0.7681537688960367,0.12744249919431916,19,5,2743.1702839937607,92
12,116,0.7751697009852413,0.06249706806866197,10,17,2749.745187672237,154
6,160,0.8729354091785827,0.2102163712419476,15,10,2762.18831578386,10
9,108,0.6824897824116718,0.1232296609886088,11,8,2766.087928970098,167
8,490,0.9479277566921879,0.034753816632389356,2,10,2766.094657673411,104
6,225,0.5338986690459392,0.13846570515548234,17,10,2779.227506544295,181
7,195,0.5160537959307607,0.1133937625460083,5,7,2779.2447297996832,253
7,442,0.5935241376106851,0.04903478248812775,5,6,2786.09905634862,165
7,151,0.898716071787457,0.1412324464456421,15,7,2793.6872351810352,231
8,157,0.8313699804283978,0.09887715382983339,16,4,2793.835459434291,206
12,107,0.4162448704461475,0.05728768345441789,16,19,2796.3907494928826,164
6,228,0.7788995207657013,0.12709287998480906,5,15,2799.510918752193,283
10,200,0.6096310814793454,0.046873768078169314,13,4,2800.7656511234104,249
6,197,0.7516253512702149,0.1464186458152097,17,11,2802.117727754912,159
8,145,0.7548118829279834,0.10017822805503993,15,10,2816.695323938973,287
7,322,0.5780023203562414,0.058899611959990925,3,9,2825.1597943174847,39
8,264,0.634539212484883,0.0533717473667797,14,12,2829.8070682101384,134
6,399,0.8742472402969144,0.06399476649749847,9,8,2839.78518335302,215
12,492,0.7622485956355032,0.01000425367415772,10,9,2871.32892436207,108
6,289,0.9984786952318496,0.07690669266183564,3,4,2873.0218512367715,31
6,115,0.8954928933414293,0.1715598522989505,11,15,2926.675361062738,120
12,376,0.7511183761996535,0.01121697147030612,3,13,2935.220085966632,250
6,147,0.7301964806997095,0.12039515223114514,10,18,2962.973027858478,295
11,126,0.2978543383201014,0.03749772771576737,13,17,2968.3044377962224,17
8,214,0.9088172623371532,0.04332488566588959,11,15,2989.561827152125,78
7,475,0.757705477934722,0.02529701998760718,16,17,2999.679081142635,176
6,128,0.9268102676313138,0.11953824333175214,10,7,3025.6964941859237,271
7,156,0.8486986998621208,0.06729994775262085,7,12,3053.440925200617,125
9,184,0.9845567405170191,0.033525092227685176,14,10,3055.787623898307,9
8,498,0.5945934490063948,0.014447886738118088,16,19,3102.6963697207752,88
8,117,0.9983620381014615,0.058706988278808006,6,19,3125.083489420764,196
12,100,0.02282302620649873,0.029777798788250376,2,8,3136.066989096984,122
7,480,0.6737876253959165,0.017923772360735085,14,3,3153.8257261729627,145
11,136,0.7841444885822502,0.022431114912700667,12,7,3223.3260464944897,65
6,137,0.4060884787290406,0.07048087169158723,7,16,3245.342864108256,84
7,485,0.028658843878349938,0.015021101450855029,11,7,3250.8233111936397,33
7,213,0.9830232051216589,0.031177306240674954,11,15,3296.340522284668,210
6,109,0.6737238490142166,0.07844035349208905,16,11,3314.6613109917234,226
9,476,0.7698222494234015,0.007364233321679292,15,7,3360.373102433005,188
6,192,0.3262527785293697,0.0208084971279939,12,11,3790.8437228247262,1
12,191,0.6708100982883847,0.004032418869363771,7,4,5591.1245547653725,38
12,234,0.46729109776301336,0.0018910016792302725,16,12,6827.647264566423,77
8,295,0.934511551771011,0.00016713476365054492,16,19,9222.58766571856,240
