iteration,rmse,datetime_start,datetime_complete,duration,max_depth,max_leaves,min_samples_leaf,min_samples_split,n_bins,n_estimators,state
164,2827.380615234375,2022-06-02 23:14:56.440307,2022-06-02 23:19:23.839294,0 days 00:04:27.398987,105.0,1498.0,122.0,84.0,518.0,1269.0,COMPLETE
184,2827.71923828125,2022-06-03 00:48:57.850116,2022-06-03 00:53:24.166266,0 days 00:04:26.316150,107.0,1500.0,121.0,83.0,491.0,1279.0,COMPLETE
258,2827.786376953125,2022-06-03 06:17:46.835828,2022-06-03 06:21:30.161137,0 days 00:03:43.325309,82.0,1500.0,120.0,87.0,579.0,962.0,COMPLETE
255,2828.011962890625,2022-06-03 06:06:32.624538,2022-06-03 06:10:17.188741,0 days 00:03:44.564203,83.0,1498.0,120.0,87.0,579.0,968.0,COMPLETE
205,2828.11572265625,2022-06-03 02:19:57.778569,2022-06-03 02:24:51.868670,0 days 00:04:54.090101,114.0,1498.0,120.0,92.0,587.0,1265.0,COMPLETE
243,2828.1318359375,2022-06-03 05:19:25.649010,2022-06-03 05:23:23.449683,0 days 00:03:57.800673,95.0,1500.0,120.0,87.0,583.0,1023.0,COMPLETE
249,2828.139404296875,2022-06-03 05:42:56.349431,2022-06-03 05:46:56.225275,0 days 00:03:59.875844,94.0,1500.0,120.0,87.0,583.0,1032.0,COMPLETE
254,2828.15625,2022-06-03 06:02:47.360479,2022-06-03 06:06:32.624253,0 days 00:03:45.263774,87.0,1497.0,120.0,87.0,579.0,971.0,COMPLETE
245,2828.248046875,2022-06-03 05:27:13.095542,2022-06-03 05:31:12.176767,0 days 00:03:59.081225,95.0,1499.0,120.0,87.0,597.0,1025.0,COMPLETE
259,2828.348876953125,2022-06-03 06:21:30.161471,2022-06-03 06:25:17.970410,0 days 00:03:47.808939,82.0,1500.0,120.0,87.0,597.0,976.0,COMPLETE
296,2828.36767578125,2022-06-03 08:42:59.866846,2022-06-03 08:47:07.841854,0 days 00:04:07.975008,78.0,1500.0,120.0,90.0,560.0,1105.0,COMPLETE
238,2828.367919921875,2022-06-03 05:00:12.005840,2022-06-03 05:03:54.651790,0 days 00:03:42.645950,97.0,1500.0,120.0,87.0,568.0,988.0,COMPLETE
253,2828.408203125,2022-06-03 05:58:46.501726,2022-06-03 06:02:47.360160,0 days 00:04:00.858434,87.0,1500.0,120.0,87.0,581.0,1040.0,COMPLETE
492,2828.4150390625,2022-06-04 08:03:29.456379,2022-06-04 08:07:18.205459,0 days 00:03:48.749080,83.0,1500.0,120.0,81.0,591.0,986.0,COMPLETE
402,2828.575927734375,2022-06-04 02:19:58.330679,2022-06-04 02:23:52.789631,0 days 00:03:54.458952,93.0,1500.0,121.0,87.0,593.0,1008.0,COMPLETE
352,2828.587890625,2022-06-03 23:06:04.652364,2022-06-03 23:09:55.789857,0 days 00:03:51.137493,98.0,1500.0,121.0,91.0,593.0,995.0,COMPLETE
237,2828.872802734375,2022-06-03 04:56:18.540803,2022-06-03 05:00:12.005594,0 days 00:03:53.464791,98.0,1500.0,120.0,87.0,582.0,1026.0,COMPLETE
248,2828.88720703125,2022-06-03 05:38:58.539209,2022-06-03 05:42:56.349086,0 days 00:03:57.809877,92.0,1500.0,120.0,87.0,585.0,1019.0,COMPLETE
318,2828.906005859375,2022-06-03 10:09:18.101935,2022-06-03 10:13:11.657804,0 days 00:03:53.555869,93.0,1500.0,121.0,85.0,583.0,1004.0,COMPLETE
239,2828.994873046875,2022-06-03 05:03:54.652082,2022-06-03 05:07:42.896234,0 days 00:03:48.244152,97.0,1500.0,120.0,87.0,582.0,1002.0,COMPLETE
247,2829.01025390625,2022-06-03 05:35:01.725963,2022-06-03 05:38:58.538881,0 days 00:03:56.812918,94.0,1499.0,120.0,87.0,585.0,1017.0,COMPLETE
