iteration,rmse,datetime_start,datetime_complete,duration,max_depth,max_leaves,min_samples_leaf,min_samples_split,n_bins,n_estimators,state
239,2845.8557471906943,2023-02-25 21:51:26.415010,2023-02-25 21:55:57.894267,0 days 00:04:31.479257,90.0,1451.0,126.0,48.0,637.0,1230.0,COMPLETE
95,2845.85828330558,2023-02-25 06:49:37.982494,2023-02-25 06:54:24.187622,0 days 00:04:46.205128,99.0,1468.0,122.0,37.0,632.0,1298.0,COMPLETE
168,2845.974480425662,2023-02-25 16:52:52.666272,2023-02-25 16:57:13.396565,0 days 00:04:20.730293,98.0,1464.0,120.0,51.0,577.0,1208.0,COMPLETE
175,2846.0024559259414,2023-02-25 17:22:52.868613,2023-02-25 17:27:00.963106,0 days 00:04:08.094493,102.0,1480.0,121.0,58.0,490.0,1274.0,COMPLETE
240,2846.232162882179,2023-02-25 21:55:57.894695,2023-02-25 22:00:42.962670,0 days 00:04:45.067975,81.0,1472.0,124.0,59.0,597.0,1305.0,COMPLETE
170,2846.331429071481,2023-02-25 17:01:21.871576,2023-02-25 17:05:18.287606,0 days 00:03:56.416030,104.0,1453.0,130.0,43.0,598.0,1082.0,COMPLETE
192,2846.4865877201755,2023-02-25 18:31:29.183091,2023-02-25 18:34:50.383010,0 days 00:03:21.199919,93.0,1468.0,124.0,52.0,463.0,1037.0,COMPLETE
198,2846.5269054959117,2023-02-25 18:57:57.673132,2023-02-25 19:02:40.396626,0 days 00:04:42.723494,97.0,1474.0,120.0,48.0,650.0,1264.0,COMPLETE
289,2846.626085794259,2023-02-26 01:31:47.959202,2023-02-26 01:36:22.279830,0 days 00:04:34.320628,90.0,1450.0,123.0,56.0,668.0,1230.0,COMPLETE
24,2846.7028629236493,2023-02-25 01:42:06.417009,2023-02-25 01:46:28.986072,0 days 00:04:22.569063,119.0,1448.0,120.0,87.0,524.0,1245.0,COMPLETE
251,2846.7374644336523,2023-02-25 22:47:02.056758,2023-02-25 22:51:18.244828,0 days 00:04:16.188070,86.0,1476.0,120.0,60.0,554.0,1195.0,COMPLETE
220,2846.76792273005,2023-02-25 20:29:04.315094,2023-02-25 20:33:14.424595,0 days 00:04:10.109501,95.0,1484.0,126.0,45.0,515.0,1240.0,COMPLETE
138,2846.7760921773215,2023-02-25 09:48:52.033631,2023-02-25 09:52:49.706249,0 days 00:03:57.672618,80.0,1447.0,122.0,43.0,606.0,1078.0,COMPLETE
83,2846.8330274412456,2023-02-25 05:55:42.881680,2023-02-25 06:00:05.640611,0 days 00:04:22.758931,94.0,1481.0,122.0,51.0,525.0,1214.0,COMPLETE
139,2846.8338871209116,2023-02-25 09:52:49.706552,2023-02-25 09:57:12.867832,0 days 00:04:23.161280,83.0,1486.0,129.0,55.0,578.0,1189.0,COMPLETE
80,2847.1353311565235,2023-02-25 05:43:30.615283,2023-02-25 05:47:50.872551,0 days 00:04:20.257268,89.0,1474.0,120.0,56.0,558.0,1196.0,COMPLETE
182,2847.1450588907232,2023-02-25 17:50:48.899268,2023-02-25 17:54:48.192659,0 days 00:03:59.293391,87.0,1461.0,124.0,59.0,562.0,1113.0,COMPLETE
86,2847.432050867665,2023-02-25 06:09:31.229836,2023-02-25 06:14:11.290181,0 days 00:04:40.060345,89.0,1447.0,120.0,46.0,581.0,1283.0,COMPLETE
261,2847.4634680373224,2023-02-25 23:28:27.917866,2023-02-25 23:32:56.581570,0 days 00:04:28.663704,101.0,1449.0,120.0,62.0,544.0,1277.0,COMPLETE
272,2847.4916127657943,2023-02-26 00:17:20.296593,2023-02-26 00:21:50.509323,0 days 00:04:30.212730,101.0,1486.0,127.0,60.0,638.0,1215.0,COMPLETE
212,2847.7627770902304,2023-02-25 19:56:19.011902,2023-02-25 19:59:45.505434,0 days 00:03:26.493532,86.0,1463.0,123.0,49.0,488.0,1067.0,COMPLETE
78,2847.8142159155855,2023-02-25 05:35:02.911286,2023-02-25 05:39:42.698166,0 days 00:04:39.786880,69.0,1451.0,128.0,59.0,571.0,1267.0,COMPLETE
202,2847.8679751705085,2023-02-25 19:15:46.515534,2023-02-25 19:19:55.430175,0 days 00:04:08.914641,51.0,1465.0,125.0,60.0,576.0,1161.0,COMPLETE
161,2848.1757489808683,2023-02-25 16:22:39.818129,2023-02-25 16:26:48.206893,0 days 00:04:08.388764,76.0,1443.0,125.0,47.0,596.0,1161.0,COMPLETE
104,2848.2349766474417,2023-02-25 07:29:15.373612,2023-02-25 07:31:49.935667,0 days 00:02:34.562055,73.0,1455.0,121.0,51.0,588.0,712.0,COMPLETE
126,2848.2374225546796,2023-02-25 09:00:52.043013,2023-02-25 09:05:07.748111,0 days 00:04:15.705098,78.0,1452.0,120.0,39.0,637.0,1152.0,COMPLETE
132,2848.2683298143343,2023-02-25 09:26:17.323468,2023-02-25 09:31:04.034256,0 days 00:04:46.710788,77.0,1459.0,124.0,47.0,591.0,1304.0,COMPLETE
42,2848.3974299548927,2023-02-25 02:58:46.184827,2023-02-25 03:03:03.892306,0 days 00:04:17.707479,138.0,1458.0,130.0,83.0,483.0,1309.0,COMPLETE
255,2848.4967245938615,2023-02-25 23:04:34.791507,2023-02-25 23:08:40.063286,0 days 00:04:05.271779,95.0,1457.0,123.0,58.0,564.0,1146.0,COMPLETE
223,2848.504631196382,2023-02-25 20:40:47.042872,2023-02-25 20:45:14.664265,0 days 00:04:27.621393,75.0,1500.0,124.0,55.0,521.0,1309.0,COMPLETE
51,2848.726442472287,2023-02-25 03:36:08.193496,2023-02-25 03:40:28.162331,0 days 00:04:19.968835,106.0,1466.0,131.0,58.0,487.0,1319.0,COMPLETE
115,2849.1392749038246,2023-02-25 08:16:10.455932,2023-02-25 08:20:17.470460,0 days 00:04:07.014528,91.0,1461.0,121.0,58.0,482.0,1258.0,COMPLETE
21,2849.3526302271707,2023-02-25 01:28:44.884678,2023-02-25 01:33:10.970444,0 days 00:04:26.085766,116.0,1466.0,133.0,77.0,460.0,1372.0,COMPLETE
28,2849.7002421500442,2023-02-25 01:58:54.939974,2023-02-25 02:03:54.475379,0 days 00:04:59.535405,134.0,1438.0,125.0,91.0,534.0,1410.0,COMPLETE
193,2849.7251876560495,2023-02-25 18:34:50.383398,2023-02-25 18:39:31.754400,0 days 00:04:41.371002,85.0,1434.0,122.0,54.0,587.0,1307.0,COMPLETE
258,2849.806419002043,2023-02-25 23:15:38.633369,2023-02-25 23:19:31.830743,0 days 00:03:53.197374,93.0,1470.0,120.0,62.0,490.0,1203.0,COMPLETE
173,2849.8665215399346,2023-02-25 17:14:08.019354,2023-02-25 17:18:39.231952,0 days 00:04:31.212598,107.0,1439.0,123.0,54.0,619.0,1242.0,COMPLETE
129,2850.032401996239,2023-02-25 09:13:24.664892,2023-02-25 09:17:48.071595,0 days 00:04:23.406703,74.0,1437.0,120.0,54.0,657.0,1164.0,COMPLETE
208,2850.1041860019345,2023-02-25 19:41:47.724913,2023-02-25 19:45:27.485376,0 days 00:03:39.760463,96.0,1450.0,121.0,46.0,511.0,1122.0,COMPLETE
32,2850.2404042080298,2023-02-25 02:16:40.469661,2023-02-25 02:21:14.014038,0 days 00:04:33.544377,143.0,1438.0,129.0,89.0,475.0,1416.0,COMPLETE
131,2850.370348589811,2023-02-25 09:22:13.873544,2023-02-25 09:26:17.323153,0 days 00:04:03.449609,91.0,1418.0,127.0,49.0,629.0,1098.0,COMPLETE
109,2850.4127589273994,2023-02-25 07:49:49.458876,2023-02-25 07:54:29.942354,0 days 00:04:40.483478,90.0,1424.0,127.0,60.0,548.0,1301.0,COMPLETE
107,2850.7717402007065,2023-02-25 07:40:42.682191,2023-02-25 07:45:39.304132,0 days 00:04:56.621941,79.0,1441.0,122.0,40.0,631.0,1337.0,COMPLETE
41,2851.2607171878426,2023-02-25 02:54:27.364420,2023-02-25 02:58:46.184525,0 days 00:04:18.820105,118.0,1471.0,131.0,85.0,486.0,1316.0,COMPLETE
97,2851.3908921510565,2023-02-25 06:59:05.297536,2023-02-25 07:03:27.539863,0 days 00:04:22.242327,95.0,1446.0,127.0,64.0,566.0,1200.0,COMPLETE
74,2851.9817789145445,2023-02-25 05:02:58.434645,2023-02-25 05:06:36.849981,0 days 00:03:38.415336,76.0,1431.0,133.0,53.0,494.0,1118.0,COMPLETE
22,2851.988378562596,2023-02-25 01:33:10.970700,2023-02-25 01:37:39.379779,0 days 00:04:28.409079,119.0,1492.0,133.0,86.0,497.0,1359.0,COMPLETE
267,2852.0780472103897,2023-02-25 23:55:43.121685,2023-02-26 00:00:26.079221,0 days 00:04:42.957536,84.0,1441.0,122.0,63.0,680.0,1274.0,COMPLETE
147,2852.1230714417334,2023-02-25 10:24:57.365581,2023-02-25 10:28:54.114456,0 days 00:03:56.748875,85.0,1445.0,126.0,43.0,554.0,1087.0,COMPLETE
81,2853.00175676189,2023-02-25 05:47:50.872812,2023-02-25 05:51:28.458613,0 days 00:03:37.585801,96.0,1429.0,126.0,63.0,605.0,983.0,COMPLETE
27,2853.1618453102233,2023-02-25 01:55:14.383260,2023-02-25 01:58:54.939177,0 days 00:03:40.555917,86.0,1447.0,135.0,81.0,503.0,1112.0,COMPLETE
70,2853.2365493140155,2023-02-25 04:47:36.516536,2023-02-25 04:51:26.844636,0 days 00:03:50.328100,97.0,1432.0,122.0,65.0,625.0,1057.0,COMPLETE
20,2853.4185282421467,2023-02-25 01:24:19.682470,2023-02-25 01:28:44.884443,0 days 00:04:25.201973,116.0,1495.0,132.0,84.0,445.0,1362.0,COMPLETE
99,2853.605458367723,2023-02-25 07:07:46.804233,2023-02-25 07:11:55.331347,0 days 00:04:08.527114,77.0,1422.0,121.0,47.0,668.0,1106.0,COMPLETE
163,2853.7174942870934,2023-02-25 16:31:09.234271,2023-02-25 16:34:50.156218,0 days 00:03:40.921947,86.0,1421.0,123.0,56.0,661.0,987.0,COMPLETE
52,2853.72970219471,2023-02-25 03:40:28.162645,2023-02-25 03:45:07.882059,0 days 00:04:39.719414,106.0,1416.0,127.0,53.0,454.0,1463.0,COMPLETE
67,2853.986967577299,2023-02-25 04:37:50.089555,2023-02-25 04:40:59.639517,0 days 00:03:09.549962,87.0,1500.0,135.0,66.0,592.0,869.0,COMPLETE
244,2854.2620911845447,2023-02-25 22:10:53.552796,2023-02-25 22:15:02.325505,0 days 00:04:08.772709,94.0,1483.0,121.0,56.0,517.0,1234.0,COMPLETE
116,2855.5923558939376,2023-02-25 08:20:17.470798,2023-02-25 08:24:41.588029,0 days 00:04:24.117231,82.0,1407.0,126.0,54.0,543.0,1229.0,COMPLETE
71,2856.1994386460024,2023-02-25 04:51:26.844940,2023-02-25 04:54:50.589110,0 days 00:03:23.744170,92.0,1472.0,122.0,49.0,517.0,1013.0,COMPLETE
91,2856.2560204481174,2023-02-25 06:30:52.068107,2023-02-25 06:35:00.903382,0 days 00:04:08.835275,95.0,1432.0,135.0,57.0,493.0,1251.0,COMPLETE
44,2856.580253482985,2023-02-25 03:06:56.444326,2023-02-25 03:11:51.444228,0 days 00:04:54.999902,137.0,1454.0,137.0,97.0,536.0,1382.0,COMPLETE
31,2856.8909069030087,2023-02-25 02:12:26.041848,2023-02-25 02:16:40.469405,0 days 00:04:14.427557,119.0,1443.0,137.0,90.0,520.0,1278.0,COMPLETE
79,2857.2494554297823,2023-02-25 05:39:42.698406,2023-02-25 05:43:30.615016,0 days 00:03:47.916610,101.0,1409.0,124.0,36.0,540.0,1064.0,COMPLETE
119,2857.5960677262037,2023-02-25 08:32:50.647714,2023-02-25 08:37:29.261374,0 days 00:04:38.613660,97.0,1467.0,124.0,57.0,523.0,1279.0,COMPLETE
177,2857.9916444185906,2023-02-25 17:31:16.611336,2023-02-25 17:35:42.725292,0 days 00:04:26.113956,94.0,1466.0,120.0,57.0,519.0,1326.0,COMPLETE
63,2858.1984899156505,2023-02-25 04:24:07.166574,2023-02-25 04:27:31.289995,0 days 00:03:24.123421,97.0,1399.0,120.0,55.0,546.0,973.0,COMPLETE
88,2858.408625230785,2023-02-25 06:19:07.048477,2023-02-25 06:22:26.969880,0 days 00:03:19.921403,84.0,1397.0,132.0,62.0,204.0,1286.0,COMPLETE
25,2858.7965992972513,2023-02-25 01:46:28.986329,2023-02-25 01:50:40.421403,0 days 00:04:11.435074,121.0,1426.0,121.0,90.0,554.0,1183.0,COMPLETE
101,2859.8218134565836,2023-02-25 07:15:23.946040,2023-02-25 07:20:21.699053,0 days 00:04:57.753013,63.0,1389.0,124.0,42.0,582.0,1379.0,COMPLETE
66,2860.115226042607,2023-02-25 04:34:31.389706,2023-02-25 04:37:50.089205,0 days 00:03:18.699499,100.0,1379.0,123.0,52.0,503.0,1031.0,COMPLETE
34,2860.5062264477833,2023-02-25 02:24:55.286041,2023-02-25 02:29:22.277803,0 days 00:04:26.991762,143.0,1406.0,127.0,70.0,416.0,1427.0,COMPLETE
26,2865.218263604923,2023-02-25 01:50:40.421630,2023-02-25 01:55:14.382879,0 days 00:04:33.961249,136.0,1354.0,127.0,76.0,618.0,1277.0,COMPLETE
43,2865.385946939504,2023-02-25 03:03:03.892611,2023-02-25 03:06:56.444004,0 days 00:03:52.551393,56.0,1389.0,125.0,79.0,432.0,1240.0,COMPLETE
47,2865.417460034589,2023-02-25 03:20:30.281106,2023-02-25 03:25:00.894544,0 days 00:04:30.613438,140.0,1368.0,129.0,83.0,528.0,1298.0,COMPLETE
82,2867.0407079223132,2023-02-25 05:51:28.458903,2023-02-25 05:55:42.881409,0 days 00:04:14.422506,84.0,1365.0,129.0,42.0,643.0,1135.0,COMPLETE
36,2867.3389761410026,2023-02-25 02:33:51.162992,2023-02-25 02:38:00.599945,0 days 00:04:09.436953,131.0,1349.0,139.0,66.0,658.0,1123.0,COMPLETE
241,2869.0690043254544,2023-02-25 22:00:42.963060,2023-02-25 22:04:38.299173,0 days 00:03:55.336113,93.0,1500.0,143.0,44.0,612.0,1083.0,COMPLETE
29,2870.635896054154,2023-02-25 02:03:54.475673,2023-02-25 02:07:42.391003,0 days 00:03:47.915330,150.0,1348.0,124.0,94.0,637.0,1058.0,COMPLETE
179,2873.1560117042386,2023-02-25 17:39:55.933463,2023-02-25 17:44:22.325157,0 days 00:04:26.391694,88.0,1500.0,145.0,62.0,509.0,1360.0,COMPLETE
238,2876.1750509255785,2023-02-25 21:47:18.847759,2023-02-25 21:51:26.414588,0 days 00:04:07.566829,94.0,1485.0,147.0,46.0,604.0,1150.0,COMPLETE
48,2877.1130541718444,2023-02-25 03:25:00.894834,2023-02-25 03:28:41.451014,0 days 00:03:40.556180,125.0,1461.0,146.0,87.0,419.0,1160.0,COMPLETE
19,2880.884986581975,2023-02-25 01:20:05.688151,2023-02-25 01:24:19.682105,0 days 00:04:13.993954,112.0,1320.0,133.0,42.0,441.0,1353.0,COMPLETE
39,2881.787157475223,2023-02-25 02:45:18.663185,2023-02-25 02:50:22.079683,0 days 00:05:03.416498,125.0,1381.0,149.0,89.0,584.0,1431.0,COMPLETE
23,2882.567411704896,2023-02-25 01:37:39.380059,2023-02-25 01:42:06.416787,0 days 00:04:27.036728,134.0,1492.0,150.0,86.0,509.0,1381.0,COMPLETE
17,2884.48397046072,2023-02-25 01:12:50.695590,2023-02-25 01:17:03.675497,0 days 00:04:12.979907,111.0,1300.0,135.0,39.0,298.0,1485.0,COMPLETE
283,2885.199421372397,2023-02-26 01:05:27.433854,2023-02-26 01:09:54.346408,0 days 00:04:26.912554,88.0,1474.0,151.0,63.0,648.0,1215.0,COMPLETE
68,2885.2111366599997,2023-02-25 04:40:59.639834,2023-02-25 04:44:02.060900,0 days 00:03:02.421066,81.0,1329.0,127.0,60.0,242.0,1188.0,COMPLETE
50,2886.1623299117473,2023-02-25 03:32:54.823221,2023-02-25 03:36:08.193178,0 days 00:03:13.369957,114.0,1277.0,139.0,77.0,602.0,915.0,COMPLETE
35,2888.038241498679,2023-02-25 02:29:22.278030,2023-02-25 02:33:51.162694,0 days 00:04:28.884664,128.0,1442.0,154.0,76.0,587.0,1257.0,COMPLETE
13,2888.127200696442,2023-02-25 01:00:58.786110,2023-02-25 01:02:34.300052,0 days 00:01:35.513942,103.0,1299.0,145.0,39.0,350.0,549.0,COMPLETE
142,2888.2338062553154,2023-02-25 10:06:16.271091,2023-02-25 10:10:25.562726,0 days 00:04:09.291635,90.0,1433.0,153.0,62.0,626.0,1137.0,COMPLETE
299,2890.158858537946,2023-02-26 02:17:16.450349,2023-02-26 02:21:38.124053,0 days 00:04:21.673704,88.0,1262.0,122.0,67.0,666.0,1222.0,COMPLETE
249,2891.1596418958643,2023-02-25 22:39:00.076283,2023-02-25 22:43:02.626489,0 days 00:04:02.550206,91.0,1288.0,120.0,58.0,572.0,1181.0,COMPLETE
15,2895.218873010557,2023-02-25 01:04:02.189658,2023-02-25 01:08:15.584804,0 days 00:04:13.395146,109.0,1251.0,142.0,41.0,322.0,1489.0,COMPLETE
37,2898.026731441953,2023-02-25 02:38:00.600195,2023-02-25 02:42:08.665834,0 days 00:04:08.065639,41.0,1247.0,130.0,74.0,475.0,1329.0,COMPLETE
45,2902.7097172793938,2023-02-25 03:11:51.444554,2023-02-25 03:16:46.022926,0 days 00:04:54.578372,146.0,1320.0,161.0,91.0,573.0,1404.0,COMPLETE
143,2907.518707252303,2023-02-25 10:10:25.563058,2023-02-25 10:14:06.887254,0 days 00:03:41.324196,94.0,1225.0,123.0,48.0,594.0,1062.0,COMPLETE
194,2915.3524441354466,2023-02-25 18:39:31.754790,2023-02-25 18:43:48.806234,0 days 00:04:17.051444,100.0,1486.0,167.0,49.0,615.0,1212.0,COMPLETE
6,2915.657389385467,2023-02-25 00:44:54.242171,2023-02-25 00:47:14.631378,0 days 00:02:20.389207,125.0,1383.0,166.0,45.0,347.0,816.0,COMPLETE
16,2919.1211240213765,2023-02-25 01:08:15.585095,2023-02-25 01:12:50.695291,0 days 00:04:35.110196,101.0,1175.0,142.0,26.0,465.0,1487.0,COMPLETE
269,2920.503955772527,2023-02-26 00:04:31.683589,2023-02-26 00:08:02.813684,0 days 00:03:31.130095,97.0,1197.0,120.0,54.0,390.0,1239.0,COMPLETE
14,2920.77211599012,2023-02-25 01:02:34.300286,2023-02-25 01:04:02.189385,0 days 00:01:27.889099,98.0,1218.0,141.0,38.0,404.0,500.0,COMPLETE
108,2924.1766652841625,2023-02-25 07:45:39.304418,2023-02-25 07:49:49.458567,0 days 00:04:10.154149,98.0,1173.0,120.0,49.0,596.0,1219.0,COMPLETE
65,2925.1477285797546,2023-02-25 04:31:01.135910,2023-02-25 04:34:31.389417,0 days 00:03:30.253507,68.0,1415.0,171.0,46.0,517.0,1083.0,COMPLETE
30,2926.353137398901,2023-02-25 02:07:42.391250,2023-02-25 02:12:26.041570,0 days 00:04:43.650320,132.0,1155.0,121.0,99.0,548.0,1427.0,COMPLETE
112,2929.546133310047,2023-02-25 08:03:31.333440,2023-02-25 08:07:33.966768,0 days 00:04:02.633328,75.0,1487.0,173.0,44.0,473.0,1286.0,COMPLETE
7,2931.64873430972,2023-02-25 00:47:14.631650,2023-02-25 00:49:13.393635,0 days 00:01:58.761985,141.0,1383.0,167.0,68.0,217.0,782.0,COMPLETE
205,2934.7050029618126,2023-02-25 19:28:52.822655,2023-02-25 19:33:06.585547,0 days 00:04:13.762892,101.0,1500.0,178.0,48.0,620.0,1223.0,COMPLETE
18,2935.465644570855,2023-02-25 01:17:03.675756,2023-02-25 01:20:05.687847,0 days 00:03:02.012091,92.0,1124.0,120.0,32.0,261.0,1219.0,COMPLETE
12,2936.324048275951,2023-02-25 00:59:12.203143,2023-02-25 01:00:58.785874,0 days 00:01:46.582731,128.0,1250.0,176.0,79.0,220.0,711.0,COMPLETE
222,2936.431574510095,2023-02-25 20:36:50.384714,2023-02-25 20:40:47.042465,0 days 00:03:56.657751,89.0,1144.0,121.0,61.0,568.0,1193.0,COMPLETE
90,2937.756485567085,2023-02-25 06:26:55.343469,2023-02-25 06:30:52.067842,0 days 00:03:56.724373,90.0,1110.0,120.0,68.0,579.0,1175.0,COMPLETE
11,2937.7590628066164,2023-02-25 00:57:21.585370,2023-02-25 00:59:12.202912,0 days 00:01:50.617542,147.0,1413.0,180.0,33.0,384.0,654.0,COMPLETE
118,2945.2067716150473,2023-02-25 08:28:50.892389,2023-02-25 08:32:50.647396,0 days 00:03:59.755007,103.0,1439.0,184.0,52.0,552.0,1178.0,COMPLETE
46,2949.983360191935,2023-02-25 03:16:46.023297,2023-02-25 03:20:30.280805,0 days 00:03:44.257508,150.0,1413.0,187.0,63.0,371.0,1323.0,COMPLETE
3,2952.6377917110103,2023-02-25 00:35:34.275481,2023-02-25 00:39:04.212585,0 days 00:03:29.937104,124.0,1088.0,145.0,63.0,282.0,1298.0,COMPLETE
263,2955.583590073496,2023-02-25 23:37:27.514369,2023-02-25 23:41:48.157099,0 days 00:04:20.642730,99.0,1467.0,192.0,65.0,550.0,1305.0,COMPLETE
157,2959.1332200422944,2023-02-25 11:09:34.614853,2023-02-25 11:13:15.682072,0 days 00:03:41.067219,83.0,1077.0,122.0,49.0,494.0,1222.0,COMPLETE
5,2959.711170671458,2023-02-25 00:41:48.971866,2023-02-25 00:44:54.241938,0 days 00:03:05.270072,73.0,1030.0,156.0,58.0,568.0,939.0,COMPLETE
121,2960.853983673893,2023-02-25 08:41:29.325143,2023-02-25 08:45:07.688236,0 days 00:03:38.363093,87.0,1006.0,163.0,48.0,649.0,1043.0,COMPLETE
64,2966.2442077682836,2023-02-25 04:27:31.290318,2023-02-25 04:31:01.135623,0 days 00:03:29.845305,78.0,1476.0,199.0,61.0,501.0,1144.0,COMPLETE
10,2970.32430936034,2023-02-25 00:55:47.622676,2023-02-25 00:57:21.585131,0 days 00:01:33.962455,110.0,1489.0,199.0,25.0,389.0,552.0,COMPLETE
38,2971.637694047979,2023-02-25 02:42:08.666167,2023-02-25 02:45:18.662877,0 days 00:03:09.996710,143.0,1047.0,124.0,81.0,534.0,980.0,COMPLETE
191,2978.6505123055567,2023-02-25 18:28:21.060880,2023-02-25 18:31:29.182693,0 days 00:03:08.121813,82.0,1048.0,120.0,64.0,607.0,952.0,COMPLETE
125,2989.8376965790694,2023-02-25 08:57:12.836652,2023-02-25 09:00:52.042687,0 days 00:03:39.206035,81.0,944.0,158.0,43.0,609.0,1094.0,COMPLETE
49,2992.174835546556,2023-02-25 03:28:41.451348,2023-02-25 03:32:54.822878,0 days 00:04:13.371530,130.0,988.0,124.0,71.0,473.0,1450.0,COMPLETE
2,2992.838374169728,2023-02-25 00:32:54.225715,2023-02-25 00:35:34.275258,0 days 00:02:40.049543,82.0,923.0,156.0,72.0,496.0,914.0,COMPLETE
279,2996.49352431982,2023-02-26 00:48:00.192528,2023-02-26 00:51:59.504211,0 days 00:03:59.311683,81.0,954.0,127.0,59.0,647.0,1202.0,COMPLETE
4,2999.504224547878,2023-02-25 00:39:04.212820,2023-02-25 00:41:48.971534,0 days 00:02:44.758714,46.0,982.0,129.0,51.0,560.0,856.0,COMPLETE
69,3002.2637424944082,2023-02-25 04:44:02.061337,2023-02-25 04:47:36.516234,0 days 00:03:34.454897,91.0,892.0,194.0,55.0,441.0,1231.0,COMPLETE
8,3003.9068260271165,2023-02-25 00:49:13.393913,2023-02-25 00:52:20.354421,0 days 00:03:06.960508,74.0,926.0,125.0,100.0,306.0,1200.0,COMPLETE
1,3004.502768033548,2023-02-25 00:30:01.001045,2023-02-25 00:32:54.225504,0 days 00:02:53.224459,63.0,884.0,170.0,50.0,688.0,783.0,COMPLETE
275,3052.266856671893,2023-02-26 00:30:47.262642,2023-02-26 00:34:34.214550,0 days 00:03:46.951908,88.0,850.0,123.0,57.0,657.0,1181.0,COMPLETE
9,3059.592102718374,2023-02-25 00:52:20.354631,2023-02-25 00:55:47.622432,0 days 00:03:27.267801,75.0,778.0,164.0,55.0,611.0,1100.0,COMPLETE
0,3070.5515393258265,2023-02-25 00:27:44.114301,2023-02-25 00:30:01.000806,0 days 00:02:16.886505,144.0,762.0,185.0,95.0,224.0,1026.0,COMPLETE
40,3071.951758370692,2023-02-25 02:50:22.079984,2023-02-25 02:54:27.364115,0 days 00:04:05.284131,105.0,815.0,120.0,96.0,692.0,1171.0,COMPLETE
137,3079.0450412041755,2023-02-25 09:45:52.791891,2023-02-25 09:48:52.033313,0 days 00:02:59.241422,92.0,828.0,120.0,50.0,640.0,951.0,COMPLETE
211,3117.464354214762,2023-02-25 19:53:21.690603,2023-02-25 19:56:19.011534,0 days 00:02:57.320931,90.0,718.0,121.0,44.0,502.0,1108.0,COMPLETE
100,3147.4665253213407,2023-02-25 07:11:55.331650,2023-02-25 07:15:23.945732,0 days 00:03:28.614082,86.0,675.0,131.0,34.0,607.0,1164.0,COMPLETE
33,3157.361671275694,2023-02-25 02:21:14.014342,2023-02-25 02:24:55.285798,0 days 00:03:41.271456,138.0,661.0,128.0,93.0,464.0,1425.0,COMPLETE
75,,2023-02-25 05:06:36.850373,,,,,,,,,RUNNING
76,,2023-02-25 05:30:00.324716,,,,,,,,,RUNNING
160,,2023-02-25 11:21:49.688151,,,,,,,,,RUNNING
245,,2023-02-25 22:15:02.325969,,,,,,,,,RUNNING
