colsample_bylevel,colsample_bytree,gamma,learning_rate,max_depth,min_child_weight,n_estimators,reg_alpha,reg_lambda,subsample,loss,iteration
0.3979557777037207,0.5286812842781765,3.1703021199177273,0.06080843965900838,12,0,499,16,1.0151691499625595,0.7058510679574918,2363.8702192619503,70
0.3069221989670795,0.6482256439190449,1.1822429954361984,0.04120089930043544,12,1,458,5,0.3757769749878438,0.5344640283685909,2381.2286290742386,79
0.3945246704837129,0.6332633679984371,2.2606489913995453,0.042161790923214024,12,1,345,5,0.8681347879944579,0.614065437066359,2387.6283568947542,77
0.3813096589514384,0.6149574628511996,1.4676157559581129,0.056387198058430496,12,5,325,3,1.2985408050633622,0.7029723683559624,2387.9025758577927,29
0.3926420169839765,0.5624638513720266,1.7579211081788524,0.028948945165641442,12,0,499,16,0.9814519068662728,0.6261801616079312,2388.416427053577,72
0.3803833217865252,0.5920559824897144,3.092983601152305,0.08361423759412853,11,1,476,20,0.2930516847763288,0.5693627379435134,2389.334009715951,86
0.3986953066043118,0.525204929157379,1.792039511036736,0.10721732588705805,12,0,226,16,1.3787614896626672,0.7489758371011928,2391.094212826213,69
0.24626059086590127,0.8498392937161052,2.307848545174806,0.06481394396245246,12,1,354,19,0.8610591290236977,0.46269010533398525,2395.1288154194604,88
0.3420050135147753,0.6603519176747865,3.8422998801361166,0.03024642124299449,12,4,366,16,0.12915975831945337,0.6509576547735452,2396.043126947555,74
0.47340274293687074,0.5068689191757614,0.9002705092727153,0.12433163577446213,10,0,384,27,1.6685126607207768,0.7293624754885217,2396.187611988194,22
0.45860931692707174,0.5030369785935727,0.6329930509215314,0.12201648474364302,12,0,198,27,1.6417624567089733,0.7453872592441682,2397.4800091283496,23
0.42589139025928135,0.6223249450835414,2.942510076040698,0.06406155231795307,12,9,288,18,1.5082690653581474,0.6825342769426179,2399.145396574927,33
0.45398358544260486,0.5011024842976441,0.004836086659317562,0.12264809039415177,12,0,351,27,1.2790107859229476,0.662329960204579,2402.299728078813,66
0.37202481734739884,0.6247095960791681,5.567460087834718,0.07765540189715038,12,8,277,7,1.2387811879307176,0.5628841972816682,2405.0694197752177,95
0.3083257729164746,0.7371080616318096,1.1386086393008497,0.04404811496684907,12,1,255,5,0.31235142077209,0.5161326241484023,2408.141482436318,80
