iteration,rmse,datetime_start,datetime_complete,duration,colsample_bylevel,colsample_bytree,gamma,learning_rate,max_depth,min_child_weight,n_estimators,reg_alpha,reg_lambda,subsample,state
280,2370.5966,2023-02-24 20:00:10.091156,2023-02-24 20:04:21.061042,0 days 00:04:10.969886,0.5490047307683142,0.6913824482226084,3.8768604350805144e-05,0.07510091607952202,15.0,7.0,664.0,0.005739902630802022,9.914053535030011e-06,0.7992476398256162,COMPLETE
291,2370.6061,2023-02-24 20:42:24.583812,2023-02-24 20:46:42.728800,0 days 00:04:18.144988,0.5881886018931537,0.6877883978101095,3.462188559264322e-05,0.07447434878097015,15.0,7.0,640.0,0.005482286760425618,9.39203952771603e-06,0.795735760317239,COMPLETE
239,2370.7879,2023-02-24 17:37:59.296160,2023-02-24 17:41:25.658764,0 days 00:03:26.362604,0.506000580689911,0.6808644176635681,2.018232606126108e-05,0.08180323570648548,15.0,7.0,686.0,0.00951043604128868,6.798426184752604e-06,0.787088921546543,COMPLETE
285,2370.9194,2023-02-24 20:19:53.362651,2023-02-24 20:24:10.403942,0 days 00:04:17.041291,0.5759507388057149,0.6873312653105182,3.7350623868418866e-05,0.0743081073721223,15.0,7.0,642.0,0.0058182031619142885,9.670813760675653e-06,0.7963546424223631,COMPLETE
209,2371.1251,2023-02-24 15:16:42.827584,2023-02-24 15:20:16.388498,0 days 00:03:33.560914,0.5184690694726862,0.6856124139174158,2.2892403156849986e-05,0.08326758659828644,15.0,7.0,580.0,0.009634587646631035,6.418439242734535e-06,0.781582048930903,COMPLETE
298,2371.1709,2023-02-24 21:12:28.836093,2023-02-24 21:16:41.298700,0 days 00:04:12.462607,0.5758374204735159,0.6947921498500247,3.397250428623889e-05,0.074493912346207,15.0,7.0,628.0,0.005512965736683787,9.041387035240344e-06,0.7993260324665664,COMPLETE
252,2371.2194,2023-02-24 18:20:46.086583,2023-02-24 18:24:15.911273,0 days 00:03:29.824690,0.5251949697740811,0.6811248288833478,2.466700073498671e-05,0.07902692251866157,15.0,7.0,736.0,0.008465269109320312,5.677569341528503e-06,0.7919248542163427,COMPLETE
290,2371.2531,2023-02-24 20:38:05.199239,2023-02-24 20:42:19.942823,0 days 00:04:14.743584,0.5711241248644785,0.6872195920223784,3.4962493504456364e-05,0.07526116390930064,15.0,7.0,638.0,0.005465704037507686,9.50213136460868e-06,0.7949395623483418,COMPLETE
294,2371.3318,2023-02-24 20:54:51.471286,2023-02-24 20:59:07.276914,0 days 00:04:15.805628,0.5830214767014043,0.6962179952873677,3.415255586266434e-05,0.07536291640665994,15.0,7.0,637.0,0.0054549607738308865,9.26951413049836e-06,0.7956809191918672,COMPLETE
193,2371.3406,2023-02-24 14:20:09.639892,2023-02-24 14:23:41.661590,0 days 00:03:32.021698,0.520448873845211,0.6902518185221697,1.952343403018082e-05,0.0802232935567541,15.0,7.0,609.0,0.0028124768714789697,6.9661566875971095e-06,0.7823872994181323,COMPLETE
