iteration,rmse,datetime_start,datetime_complete,duration,colsample_bylevel,colsample_bytree,gamma,learning_rate,max_depth,min_child_weight,n_estimators,reg_alpha,reg_lambda,subsample,state
241,2448.4523926,2023-02-10 07:27:52.308369,2023-02-10 07:28:18.838275,0 days 00:00:26.529906,0.4885314756404933,0.9098617801351042,0.11916561162816537,0.16847331890535508,10,1,394,5.482176868658311,0.5950828179378411,0.7400743861334548,COMPLETE
285,2448.7820802,2023-02-10 07:49:41.467693,2023-02-10 07:50:08.455505,0 days 00:00:26.987812,0.48420983181678545,0.9003335263341192,0.10253012703874968,0.16555282288961456,10,1,372,4.728702175452982,0.6239023194169124,0.7291479727231885,COMPLETE
178,2449.9401854,2023-02-10 06:56:24.807970,2023-02-10 06:56:50.996025,0 days 00:00:26.188055,0.4920004525827282,0.8604626596683886,0.1472745395973736,0.16349727089376007,10,1,433,4.500666792882477,0.5939616435440417,0.7280870388275117,COMPLETE
240,2450.2030763999996,2023-02-10 07:27:19.809247,2023-02-10 07:27:48.043605,0 days 00:00:28.234358,0.489670745553808,0.9140478621564528,0.11983527218615601,0.17013112509214792,10,1,397,8.934593802810479,0.6009151430328741,0.7397129412620056,COMPLETE
223,2450.6364259999996,2023-02-10 07:18:58.544125,2023-02-10 07:19:27.521886,0 days 00:00:28.977761,0.4886203923387982,0.863015329000711,0.1713959036605509,0.16132095856581014,10,1,405,4.599464822486169,0.7200603452869287,0.7410951227803383,COMPLETE
263,2450.7513184,2023-02-10 07:38:30.000633,2023-02-10 07:38:55.804850,0 days 00:00:25.804217,0.4562079211382256,0.9017532158938705,0.12205790469887831,0.1651267386358769,10,1,412,5.3144105703217255,0.6649899657392072,0.7492174139603981,COMPLETE
192,2450.969385,2023-02-10 07:03:34.079668,2023-02-10 07:04:00.888395,0 days 00:00:26.808727,0.49963662724936386,0.9011213651170557,0.15631653768913076,0.1510472703056347,10,1,380,5.867997010480688,0.6050502642896733,0.7406705021965139,COMPLETE
112,2451.3118652000003,2023-02-10 06:24:45.840399,2023-02-10 06:25:08.928280,0 days 00:00:23.087881,0.4601176047610319,0.8513734532808086,0.052918859346596306,0.20402605546558075,10,4,494,2.9606408708550633,0.26664494983951975,0.7491947865068659,COMPLETE
213,2451.5653318,2023-02-10 07:14:07.307543,2023-02-10 07:14:32.510544,0 days 00:00:25.203001,0.49004712355076174,0.86618087934023,0.12482500769027327,0.15843606497945473,10,0,392,4.914636549493838,0.7118811925184063,0.7242435641090385,COMPLETE
234,2451.835791,2023-02-10 07:24:23.593739,2023-02-10 07:24:49.817115,0 days 00:00:26.223376,0.48241853549494307,0.8732212577901662,0.11870336263194853,0.1572024534108914,10,1,398,4.639864914166119,0.6692400836361969,0.740743645302458,COMPLETE
