iteration,rmse,datetime_start,datetime_complete,duration,colsample_bylevel,colsample_bytree,max_depth,min_child_weight,n_estimators,reg_lambda,subsample,state
99,2810.4725099999996,2023-02-28 13:05:06.352142,2023-02-28 13:05:23.057664,0 days 00:00:16.705522,0.6,0.7,14,7,700,5.5,0.8,COMPLETE
121,2810.4725099999996,2023-02-28 13:13:01.154200,2023-02-28 13:13:18.031413,0 days 00:00:16.877213,0.6,0.7,14,7,700,5.5,0.8,COMPLETE
122,2810.4725099999996,2023-02-28 13:13:22.201484,2023-02-28 13:13:39.364476,0 days 00:00:17.162992,0.6,0.7,14,7,700,5.5,0.8,COMPLETE
123,2810.4725099999996,2023-02-28 13:13:43.315001,2023-02-28 13:13:59.972708,0 days 00:00:16.657707,0.6,0.7,14,7,700,5.5,0.8,COMPLETE
124,2810.4725099999996,2023-02-28 13:14:04.377982,2023-02-28 13:14:21.178490,0 days 00:00:16.800508,0.6,0.7,14,7,700,5.5,0.8,COMPLETE
126,2810.4725099999996,2023-02-28 13:14:47.783233,2023-02-28 13:15:04.533464,0 days 00:00:16.750231,0.6,0.7,14,7,700,5.5,0.8,COMPLETE
127,2810.4725099999996,2023-02-28 13:15:09.142835,2023-02-28 13:15:26.205231,0 days 00:00:17.062396,0.6,0.7,14,7,700,5.5,0.8,COMPLETE
128,2810.4725099999996,2023-02-28 13:15:30.453599,2023-02-28 13:15:47.470271,0 days 00:00:17.016672,0.6,0.7,14,7,700,5.5,0.8,COMPLETE
129,2810.4725099999996,2023-02-28 13:15:51.793813,2023-02-28 13:16:08.623668,0 days 00:00:16.829855,0.6,0.7,14,7,700,5.5,0.8,COMPLETE
130,2810.4725099999996,2023-02-28 13:16:13.298851,2023-02-28 13:16:30.209378,0 days 00:00:16.910527,0.6,0.7,14,7,700,5.5,0.8,COMPLETE
131,2810.4725099999996,2023-02-28 13:16:34.350690,2023-02-28 13:16:51.407184,0 days 00:00:17.056494,0.6,0.7,14,7,700,5.5,0.8,COMPLETE
132,2810.4725099999996,2023-02-28 13:16:56.111606,2023-02-28 13:17:13.098494,0 days 00:00:16.986888,0.6,0.7,14,7,700,5.5,0.8,COMPLETE
133,2810.4725099999996,2023-02-28 13:17:17.298039,2023-02-28 13:17:34.063900,0 days 00:00:16.765861,0.6,0.7,14,7,700,5.5,0.8,COMPLETE
134,2810.4725099999996,2023-02-28 13:17:38.358149,2023-02-28 13:17:55.430066,0 days 00:00:17.071917,0.6,0.7,14,7,700,5.5,0.8,COMPLETE
136,2810.4725099999996,2023-02-28 13:18:19.800062,2023-02-28 13:18:36.860818,0 days 00:00:17.060756,0.6,0.7,14,7,700,5.5,0.8,COMPLETE
138,2810.4725099999996,2023-02-28 13:19:01.200854,2023-02-28 13:19:18.045212,0 days 00:00:16.844358,0.6,0.7,14,7,700,5.5,0.8,COMPLETE
140,2810.4725099999996,2023-02-28 13:19:43.664356,2023-02-28 13:20:00.424642,0 days 00:00:16.760286,0.6,0.7,14,7,700,5.5,0.8,COMPLETE
141,2810.4725099999996,2023-02-28 13:20:05.061108,2023-02-28 13:20:21.838396,0 days 00:00:16.777288,0.6,0.7,14,7,700,5.5,0.8,COMPLETE
142,2810.4725099999996,2023-02-28 13:20:27.189543,2023-02-28 13:20:44.102075,0 days 00:00:16.912532,0.6,0.7,14,7,700,5.5,0.8,COMPLETE
143,2810.4725099999996,2023-02-28 13:20:48.307934,2023-02-28 13:21:05.253346,0 days 00:00:16.945412,0.6,0.7,14,7,700,5.5,0.8,COMPLETE
117,2810.4725099999996,2023-02-28 13:11:36.617818,2023-02-28 13:11:53.553680,0 days 00:00:16.935862,0.6,0.7,14,7,700,5.5,0.8,COMPLETE
144,2810.4725099999996,2023-02-28 13:21:09.645480,2023-02-28 13:21:29.752392,0 days 00:00:20.106912,0.6,0.7,14,7,700,5.5,0.8,COMPLETE
116,2810.4725099999996,2023-02-28 13:11:15.301579,2023-02-28 13:11:32.240945,0 days 00:00:16.939366,0.6,0.7,14,7,700,5.5,0.8,COMPLETE
114,2810.4725099999996,2023-02-28 13:10:31.456830,2023-02-28 13:10:49.606408,0 days 00:00:18.149578,0.6,0.7,14,7,700,5.5,0.8,COMPLETE
93,2810.4725099999996,2023-02-28 13:02:56.852375,2023-02-28 13:03:13.683583,0 days 00:00:16.831208,0.6,0.7,14,7,700,5.5,0.8,COMPLETE
94,2810.4725099999996,2023-02-28 13:03:17.946444,2023-02-28 13:03:34.859687,0 days 00:00:16.913243,0.6,0.7,14,7,700,5.5,0.8,COMPLETE
95,2810.4725099999996,2023-02-28 13:03:39.654168,2023-02-28 13:03:56.414192,0 days 00:00:16.760024,0.6,0.7,14,7,700,5.5,0.8,COMPLETE
96,2810.4725099999996,2023-02-28 13:04:00.758974,2023-02-28 13:04:17.650036,0 days 00:00:16.891062,0.6,0.7,14,7,700,5.5,0.8,COMPLETE
97,2810.4725099999996,2023-02-28 13:04:21.889466,2023-02-28 13:04:38.676178,0 days 00:00:16.786712,0.6,0.7,14,7,700,5.5,0.8,COMPLETE
98,2810.4725099999996,2023-02-28 13:04:42.975017,2023-02-28 13:05:02.134455,0 days 00:00:19.159438,0.6,0.7,14,7,700,5.5,0.8,COMPLETE
198,2810.4725099999996,2023-02-28 13:40:23.160502,2023-02-28 13:40:40.557657,0 days 00:00:17.397155,0.6,0.7,14,7,700,5.5,0.8,COMPLETE
100,2810.4725099999996,2023-02-28 13:05:27.771136,2023-02-28 13:05:44.676043,0 days 00:00:16.904907,0.6,0.7,14,7,700,5.5,0.8,COMPLETE
101,2810.4725099999996,2023-02-28 13:05:49.004772,2023-02-28 13:06:05.889412,0 days 00:00:16.884640,0.6,0.7,14,7,700,5.5,0.8,COMPLETE
102,2810.4725099999996,2023-02-28 13:06:10.345865,2023-02-28 13:06:27.240060,0 days 00:00:16.894195,0.6,0.7,14,7,700,5.5,0.8,COMPLETE
103,2810.4725099999996,2023-02-28 13:06:31.429846,2023-02-28 13:06:48.096818,0 days 00:00:16.666972,0.6,0.7,14,7,700,5.5,0.8,COMPLETE
104,2810.4725099999996,2023-02-28 13:06:52.603903,2023-02-28 13:07:09.342437,0 days 00:00:16.738534,0.6,0.7,14,7,700,5.5,0.8,COMPLETE
105,2810.4725099999996,2023-02-28 13:07:18.797377,2023-02-28 13:07:35.619018,0 days 00:00:16.821641,0.6,0.7,14,7,700,5.5,0.8,COMPLETE
107,2810.4725099999996,2023-02-28 13:08:01.424195,2023-02-28 13:08:18.372689,0 days 00:00:16.948494,0.6,0.7,14,7,700,5.5,0.8,COMPLETE
108,2810.4725099999996,2023-02-28 13:08:22.722027,2023-02-28 13:08:39.542584,0 days 00:00:16.820557,0.6,0.7,14,7,700,5.5,0.8,COMPLETE
110,2810.4725099999996,2023-02-28 13:09:06.208032,2023-02-28 13:09:22.864253,0 days 00:00:16.656221,0.6,0.7,14,7,700,5.5,0.8,COMPLETE
111,2810.4725099999996,2023-02-28 13:09:27.408127,2023-02-28 13:09:44.810951,0 days 00:00:17.402824,0.6,0.7,14,7,700,5.5,0.8,COMPLETE
112,2810.4725099999996,2023-02-28 13:09:49.157318,2023-02-28 13:10:06.062992,0 days 00:00:16.905674,0.6,0.7,14,7,700,5.5,0.8,COMPLETE
113,2810.4725099999996,2023-02-28 13:10:10.336314,2023-02-28 13:10:27.334556,0 days 00:00:16.998242,0.6,0.7,14,7,700,5.5,0.8,COMPLETE
