iteration,rmse,datetime_start,datetime_complete,duration,colsample_bylevel,colsample_bytree,max_depth,min_child_weight,params_num_boost_round,reg_lambda,subsample,state
170,2314.3526373248087,2023-03-01 01:26:27.959619,2023-03-01 01:28:16.716530,0 days 00:01:48.756911,0.5,0.6,15.0,7.0,800.0,7.5,0.78,COMPLETE
169,2314.3526373248087,2023-03-01 01:24:34.776303,2023-03-01 01:26:23.613925,0 days 00:01:48.837622,0.5,0.6,15.0,7.0,800.0,7.5,0.78,COMPLETE
168,2314.3526373248087,2023-03-01 01:22:41.551758,2023-03-01 01:24:30.066353,0 days 00:01:48.514595,0.5,0.6,15.0,7.0,800.0,7.5,0.78,COMPLETE
167,2314.3526373248087,2023-03-01 01:20:48.103656,2023-03-01 01:22:37.385467,0 days 00:01:49.281811,0.5,0.6,15.0,7.0,800.0,7.5,0.78,COMPLETE
166,2314.3526373248087,2023-03-01 01:18:54.734927,2023-03-01 01:20:43.468543,0 days 00:01:48.733616,0.5,0.6,15.0,7.0,800.0,7.5,0.78,COMPLETE
165,2314.3526373248087,2023-03-01 01:17:01.427738,2023-03-01 01:18:49.960611,0 days 00:01:48.532873,0.5,0.6,15.0,7.0,800.0,7.5,0.78,COMPLETE
164,2314.3526373248087,2023-03-01 01:15:08.125729,2023-03-01 01:16:56.723576,0 days 00:01:48.597847,0.5,0.6,15.0,7.0,800.0,7.5,0.78,COMPLETE
163,2314.3526373248087,2023-03-01 01:13:14.741763,2023-03-01 01:15:03.846588,0 days 00:01:49.104825,0.5,0.6,15.0,7.0,800.0,7.5,0.78,COMPLETE
162,2314.3526373248087,2023-03-01 01:11:21.227685,2023-03-01 01:13:10.063573,0 days 00:01:48.835888,0.5,0.6,15.0,7.0,800.0,7.5,0.78,COMPLETE
161,2314.3526373248087,2023-03-01 01:09:27.743659,2023-03-01 01:11:16.679643,0 days 00:01:48.935984,0.5,0.6,15.0,7.0,800.0,7.5,0.78,COMPLETE
159,2314.3526373248087,2023-03-01 01:05:41.138888,2023-03-01 01:07:30.001639,0 days 00:01:48.862751,0.5,0.6,15.0,7.0,800.0,7.5,0.78,COMPLETE
158,2314.3526373248087,2023-03-01 01:03:47.687190,2023-03-01 01:05:35.967405,0 days 00:01:48.280215,0.5,0.6,15.0,7.0,800.0,7.5,0.78,COMPLETE
157,2314.3526373248087,2023-03-01 01:01:54.141466,2023-03-01 01:03:43.002186,0 days 00:01:48.860720,0.5,0.6,15.0,7.0,800.0,7.5,0.78,COMPLETE
156,2314.3526373248087,2023-03-01 01:00:00.845319,2023-03-01 01:01:49.128875,0 days 00:01:48.283556,0.5,0.6,15.0,7.0,800.0,7.5,0.78,COMPLETE
155,2314.3526373248087,2023-03-01 00:58:07.662180,2023-03-01 00:59:56.563400,0 days 00:01:48.901220,0.5,0.6,15.0,7.0,800.0,7.5,0.78,COMPLETE
154,2314.3526373248087,2023-03-01 00:56:14.424370,2023-03-01 00:58:03.030074,0 days 00:01:48.605704,0.5,0.6,15.0,7.0,800.0,7.5,0.78,COMPLETE
153,2314.3526373248087,2023-03-01 00:54:21.220642,2023-03-01 00:56:09.557939,0 days 00:01:48.337297,0.5,0.6,15.0,7.0,800.0,7.5,0.78,COMPLETE
152,2314.3526373248087,2023-03-01 00:52:26.725810,2023-03-01 00:54:16.232666,0 days 00:01:49.506856,0.5,0.6,15.0,7.0,800.0,7.5,0.78,COMPLETE
151,2314.3526373248087,2023-03-01 00:50:31.506658,2023-03-01 00:52:21.828819,0 days 00:01:50.322161,0.5,0.6,15.0,7.0,800.0,7.5,0.78,COMPLETE
150,2314.3526373248087,2023-03-01 00:48:38.133600,2023-03-01 00:50:26.970053,0 days 00:01:48.836453,0.5,0.6,15.0,7.0,800.0,7.5,0.78,COMPLETE
149,2314.3526373248087,2023-03-01 00:46:44.712026,2023-03-01 00:48:33.191377,0 days 00:01:48.479351,0.5,0.6,15.0,7.0,800.0,7.5,0.78,COMPLETE
148,2314.3526373248087,2023-03-01 00:44:51.158999,2023-03-01 00:46:40.091310,0 days 00:01:48.932311,0.5,0.6,15.0,7.0,800.0,7.5,0.78,COMPLETE
147,2314.3526373248087,2023-03-01 00:42:56.806559,2023-03-01 00:44:46.654287,0 days 00:01:49.847728,0.5,0.6,15.0,7.0,800.0,7.5,0.78,COMPLETE
146,2314.3526373248087,2023-03-01 00:41:03.556967,2023-03-01 00:42:51.959452,0 days 00:01:48.402485,0.5,0.6,15.0,7.0,800.0,7.5,0.78,COMPLETE
144,2314.3526373248087,2023-03-01 00:37:16.625709,2023-03-01 00:39:05.331214,0 days 00:01:48.705505,0.5,0.6,15.0,7.0,800.0,7.5,0.78,COMPLETE
174,2314.3526373248087,2023-03-01 01:34:01.637443,2023-03-01 01:35:50.636385,0 days 00:01:48.998942,0.5,0.6,15.0,7.0,800.0,7.5,0.78,COMPLETE
175,2314.3526373248087,2023-03-01 01:35:55.084625,2023-03-01 01:37:44.435592,0 days 00:01:49.350967,0.5,0.6,15.0,7.0,800.0,7.5,0.78,COMPLETE
182,2314.3526373248087,2023-03-01 01:49:13.880683,2023-03-01 01:51:02.734156,0 days 00:01:48.853473,0.5,0.6,15.0,7.0,800.0,7.5,0.78,COMPLETE
179,2314.3526373248087,2023-03-01 01:43:33.126805,2023-03-01 01:45:21.790777,0 days 00:01:48.663972,0.5,0.6,15.0,7.0,800.0,7.5,0.78,COMPLETE
180,2314.3526373248087,2023-03-01 01:45:26.313201,2023-03-01 01:47:16.039122,0 days 00:01:49.725921,0.5,0.6,15.0,7.0,800.0,7.5,0.78,COMPLETE
181,2314.3526373248087,2023-03-01 01:47:20.655064,2023-03-01 01:49:09.391673,0 days 00:01:48.736609,0.5,0.6,15.0,7.0,800.0,7.5,0.78,COMPLETE
183,2314.3526373248087,2023-03-01 01:51:07.186452,2023-03-01 01:52:55.809732,0 days 00:01:48.623280,0.5,0.6,15.0,7.0,800.0,7.5,0.78,COMPLETE
184,2314.3526373248087,2023-03-01 01:53:00.678636,2023-03-01 01:54:49.977611,0 days 00:01:49.298975,0.5,0.6,15.0,7.0,800.0,7.5,0.78,COMPLETE
185,2314.3526373248087,2023-03-01 01:54:55.148577,2023-03-01 01:56:45.066367,0 days 00:01:49.917790,0.5,0.6,15.0,7.0,800.0,7.5,0.78,COMPLETE
186,2314.3526373248087,2023-03-01 01:56:49.433708,2023-03-01 01:58:38.901133,0 days 00:01:49.467425,0.5,0.6,15.0,7.0,800.0,7.5,0.78,COMPLETE
190,2314.3526373248087,2023-03-01 02:03:33.200914,2023-03-01 02:05:22.177303,0 days 00:01:48.976389,0.5,0.6,15.0,7.0,800.0,7.5,0.78,COMPLETE
192,2314.3526373248087,2023-03-01 02:11:13.056208,2023-03-01 02:13:01.121346,0 days 00:01:48.065138,0.5,0.6,15.0,7.0,800.0,7.5,0.78,COMPLETE
188,2314.3526373248087,2023-03-01 02:00:11.624470,2023-03-01 02:02:01.455595,0 days 00:01:49.831125,0.5,0.6,15.0,7.0,800.0,7.5,0.78,COMPLETE
193,2314.3526373248087,2023-03-01 02:13:05.756868,2023-03-01 02:14:54.398459,0 days 00:01:48.641591,0.5,0.6,15.0,7.0,800.0,7.5,0.78,COMPLETE
194,2314.3526373248087,2023-03-01 02:14:59.270442,2023-03-01 02:16:48.661738,0 days 00:01:49.391296,0.5,0.6,15.0,7.0,800.0,7.5,0.78,COMPLETE
195,2314.3526373248087,2023-03-01 02:16:53.873399,2023-03-01 02:18:42.441082,0 days 00:01:48.567683,0.5,0.6,15.0,7.0,800.0,7.5,0.78,COMPLETE
196,2314.3526373248087,2023-03-01 02:18:47.199075,2023-03-01 02:20:36.900418,0 days 00:01:49.701343,0.5,0.6,15.0,7.0,800.0,7.5,0.78,COMPLETE
197,2314.3526373248087,2023-03-01 02:20:41.371507,2023-03-01 02:22:29.811535,0 days 00:01:48.440028,0.5,0.6,15.0,7.0,800.0,7.5,0.78,COMPLETE
198,2314.3526373248087,2023-03-01 02:22:33.893004,2023-03-01 02:24:22.225515,0 days 00:01:48.332511,0.5,0.6,15.0,7.0,800.0,7.5,0.78,COMPLETE
18,2315.459581618446,2023-02-28 20:38:11.049856,2023-02-28 20:39:36.648554,0 days 00:01:25.598698,0.6,0.5,15.0,9.0,700.0,6.5,0.78,COMPLETE
160,2315.713146894065,2023-03-01 01:07:34.489089,2023-03-01 01:09:23.704766,0 days 00:01:49.215677,0.5,0.6,15.0,7.0,800.0,7.5,0.8,COMPLETE
108,2316.133184393459,2023-02-28 23:27:51.441101,2023-02-28 23:29:57.148882,0 days 00:02:05.707781,0.5,0.7,15.0,7.0,800.0,7.5,0.78,COMPLETE
102,2316.133184393459,2023-02-28 23:14:44.489582,2023-02-28 23:16:50.270466,0 days 00:02:05.780884,0.5,0.7,15.0,7.0,800.0,7.5,0.78,COMPLETE
103,2316.133184393459,2023-02-28 23:16:54.404722,2023-02-28 23:19:05.307557,0 days 00:02:10.902835,0.5,0.7,15.0,7.0,800.0,7.5,0.78,COMPLETE
104,2316.133184393459,2023-02-28 23:19:10.038093,2023-02-28 23:21:15.658555,0 days 00:02:05.620462,0.5,0.7,15.0,7.0,800.0,7.5,0.78,COMPLETE
105,2316.133184393459,2023-02-28 23:21:20.568145,2023-02-28 23:23:26.071085,0 days 00:02:05.502940,0.5,0.7,15.0,7.0,800.0,7.5,0.78,COMPLETE
107,2316.133184393459,2023-02-28 23:25:42.087390,2023-02-28 23:27:47.363562,0 days 00:02:05.276172,0.5,0.7,15.0,7.0,800.0,7.5,0.78,COMPLETE
110,2316.133184393459,2023-02-28 23:31:53.271658,2023-02-28 23:33:59.096548,0 days 00:02:05.824890,0.5,0.7,15.0,7.0,800.0,7.5,0.78,COMPLETE
62,2316.133184393459,2023-02-28 21:50:13.585996,2023-02-28 21:52:18.727387,0 days 00:02:05.141391,0.5,0.7,15.0,7.0,800.0,7.5,0.78,COMPLETE
112,2316.133184393459,2023-02-28 23:36:13.906751,2023-02-28 23:38:19.138468,0 days 00:02:05.231717,0.5,0.7,15.0,7.0,800.0,7.5,0.78,COMPLETE
113,2316.133184393459,2023-02-28 23:38:23.178629,2023-02-28 23:40:28.912742,0 days 00:02:05.734113,0.5,0.7,15.0,7.0,800.0,7.5,0.78,COMPLETE
114,2316.133184393459,2023-02-28 23:40:33.733976,2023-02-28 23:42:39.308793,0 days 00:02:05.574817,0.5,0.7,15.0,7.0,800.0,7.5,0.78,COMPLETE
115,2316.133184393459,2023-02-28 23:42:44.006054,2023-02-28 23:44:49.648359,0 days 00:02:05.642305,0.5,0.7,15.0,7.0,800.0,7.5,0.78,COMPLETE
61,2316.133184393459,2023-02-28 21:48:04.270462,2023-02-28 21:50:09.238270,0 days 00:02:04.967808,0.5,0.7,15.0,7.0,800.0,7.5,0.78,COMPLETE
101,2316.133184393459,2023-02-28 23:12:33.868350,2023-02-28 23:14:40.058985,0 days 00:02:06.190635,0.5,0.7,15.0,7.0,800.0,7.5,0.78,COMPLETE
11,2316.133184393459,2023-02-28 20:23:35.315252,2023-02-28 20:25:40.311364,0 days 00:02:04.996112,0.5,0.7,15.0,7.0,800.0,7.5,0.78,COMPLETE
111,2316.133184393459,2023-02-28 23:34:03.601915,2023-02-28 23:36:08.977303,0 days 00:02:05.375388,0.5,0.7,15.0,7.0,800.0,7.5,0.78,COMPLETE
100,2316.133184393459,2023-02-28 23:10:23.531530,2023-02-28 23:12:29.148836,0 days 00:02:05.617306,0.5,0.7,15.0,7.0,800.0,7.5,0.78,COMPLETE
87,2316.133184393459,2023-02-28 22:43:52.424317,2023-02-28 22:45:57.726655,0 days 00:02:05.302338,0.5,0.7,15.0,7.0,800.0,7.5,0.78,COMPLETE
76,2316.133184393459,2023-02-28 22:20:17.085586,2023-02-28 22:22:22.743365,0 days 00:02:05.657779,0.5,0.7,15.0,7.0,800.0,7.5,0.78,COMPLETE
71,2316.133184393459,2023-02-28 22:09:25.137435,2023-02-28 22:11:30.719320,0 days 00:02:05.581885,0.5,0.7,15.0,7.0,800.0,7.5,0.78,COMPLETE
74,2316.133184393459,2023-02-28 22:15:56.550593,2023-02-28 22:18:02.271800,0 days 00:02:05.721207,0.5,0.7,15.0,7.0,800.0,7.5,0.78,COMPLETE
75,2316.133184393459,2023-02-28 22:18:07.247039,2023-02-28 22:20:12.323204,0 days 00:02:05.076165,0.5,0.7,15.0,7.0,800.0,7.5,0.78,COMPLETE
98,2316.133184393459,2023-02-28 23:06:09.745753,2023-02-28 23:08:16.371116,0 days 00:02:06.625363,0.5,0.7,15.0,7.0,800.0,7.5,0.78,COMPLETE
68,2316.133184393459,2023-02-28 22:03:13.724664,2023-02-28 22:05:18.601620,0 days 00:02:04.876956,0.5,0.7,15.0,7.0,800.0,7.5,0.78,COMPLETE
77,2316.133184393459,2023-02-28 22:22:28.133738,2023-02-28 22:24:34.034772,0 days 00:02:05.901034,0.5,0.7,15.0,7.0,800.0,7.5,0.78,COMPLETE
67,2316.133184393459,2023-02-28 22:01:03.736609,2023-02-28 22:03:08.766452,0 days 00:02:05.029843,0.5,0.7,15.0,7.0,800.0,7.5,0.78,COMPLETE
66,2316.133184393459,2023-02-28 21:58:53.385512,2023-02-28 22:00:58.811333,0 days 00:02:05.425821,0.5,0.7,15.0,7.0,800.0,7.5,0.78,COMPLETE
73,2316.133184393459,2023-02-28 22:13:46.235476,2023-02-28 22:15:51.819437,0 days 00:02:05.583961,0.5,0.7,15.0,7.0,800.0,7.5,0.78,COMPLETE
65,2316.133184393459,2023-02-28 21:56:42.994811,2023-02-28 21:58:48.297378,0 days 00:02:05.302567,0.5,0.7,15.0,7.0,800.0,7.5,0.78,COMPLETE
80,2316.133184393459,2023-02-28 22:28:40.502669,2023-02-28 22:30:45.892388,0 days 00:02:05.389719,0.5,0.7,15.0,7.0,800.0,7.5,0.78,COMPLETE
81,2316.133184393459,2023-02-28 22:30:50.665827,2023-02-28 22:32:55.702904,0 days 00:02:05.037077,0.5,0.7,15.0,7.0,800.0,7.5,0.78,COMPLETE
82,2316.133184393459,2023-02-28 22:32:59.907787,2023-02-28 22:35:05.342529,0 days 00:02:05.434742,0.5,0.7,15.0,7.0,800.0,7.5,0.78,COMPLETE
83,2316.133184393459,2023-02-28 22:35:10.343029,2023-02-28 22:37:15.883257,0 days 00:02:05.540228,0.5,0.7,15.0,7.0,800.0,7.5,0.78,COMPLETE
79,2316.133184393459,2023-02-28 22:26:30.186619,2023-02-28 22:28:35.528384,0 days 00:02:05.341765,0.5,0.7,15.0,7.0,800.0,7.5,0.78,COMPLETE
85,2316.133184393459,2023-02-28 22:39:31.621872,2023-02-28 22:41:36.978488,0 days 00:02:05.356616,0.5,0.7,15.0,7.0,800.0,7.5,0.78,COMPLETE
63,2316.133184393459,2023-02-28 21:52:23.098561,2023-02-28 21:54:28.260393,0 days 00:02:05.161832,0.5,0.7,15.0,7.0,800.0,7.5,0.78,COMPLETE
96,2316.133184393459,2023-02-28 23:01:45.992273,2023-02-28 23:03:52.027893,0 days 00:02:06.035620,0.5,0.7,15.0,7.0,800.0,7.5,0.78,COMPLETE
95,2316.133184393459,2023-02-28 22:59:35.635227,2023-02-28 23:01:41.165955,0 days 00:02:05.530728,0.5,0.7,15.0,7.0,800.0,7.5,0.78,COMPLETE
94,2316.133184393459,2023-02-28 22:57:25.302331,2023-02-28 22:59:30.590108,0 days 00:02:05.287777,0.5,0.7,15.0,7.0,800.0,7.5,0.78,COMPLETE
93,2316.133184393459,2023-02-28 22:55:14.863639,2023-02-28 22:57:20.642910,0 days 00:02:05.779271,0.5,0.7,15.0,7.0,800.0,7.5,0.78,COMPLETE
92,2316.133184393459,2023-02-28 22:53:03.767514,2023-02-28 22:55:09.507508,0 days 00:02:05.739994,0.5,0.7,15.0,7.0,800.0,7.5,0.78,COMPLETE
84,2316.133184393459,2023-02-28 22:37:20.938070,2023-02-28 22:39:26.783025,0 days 00:02:05.844955,0.5,0.7,15.0,7.0,800.0,7.5,0.78,COMPLETE
64,2316.133184393459,2023-02-28 21:54:32.436605,2023-02-28 21:56:38.255490,0 days 00:02:05.818885,0.5,0.7,15.0,7.0,800.0,7.5,0.78,COMPLETE
91,2316.133184393459,2023-02-28 22:50:54.336388,2023-02-28 22:52:59.545974,0 days 00:02:05.209586,0.5,0.7,15.0,7.0,800.0,7.5,0.78,COMPLETE
72,2316.133184393459,2023-02-28 22:11:35.949901,2023-02-28 22:13:41.273557,0 days 00:02:05.323656,0.5,0.7,15.0,7.0,800.0,7.5,0.78,COMPLETE
86,2316.133184393459,2023-02-28 22:41:41.912089,2023-02-28 22:43:47.328446,0 days 00:02:05.416357,0.5,0.7,15.0,7.0,800.0,7.5,0.78,COMPLETE
60,2316.133184393459,2023-02-28 21:45:54.988948,2023-02-28 21:47:59.968827,0 days 00:02:04.979879,0.5,0.7,15.0,7.0,800.0,7.5,0.78,COMPLETE
33,2316.1813790006872,2023-02-28 21:02:19.324173,2023-02-28 21:03:53.803142,0 days 00:01:34.478969,0.5,0.5,15.0,9.0,800.0,6.5,0.78,COMPLETE
55,2316.1813790006872,2023-02-28 21:37:12.087222,2023-02-28 21:38:46.303822,0 days 00:01:34.216600,0.5,0.5,15.0,9.0,800.0,6.5,0.78,COMPLETE
31,2316.1813790006872,2023-02-28 20:59:00.668689,2023-02-28 21:00:35.802405,0 days 00:01:35.133716,0.5,0.5,15.0,9.0,800.0,6.5,0.78,COMPLETE
32,2316.1813790006872,2023-02-28 21:00:40.475097,2023-02-28 21:02:14.613629,0 days 00:01:34.138532,0.5,0.5,15.0,9.0,800.0,6.5,0.78,COMPLETE
23,2316.1813790006872,2023-02-28 20:45:43.442671,2023-02-28 20:47:18.037758,0 days 00:01:34.595087,0.5,0.5,15.0,9.0,800.0,6.5,0.78,COMPLETE
53,2316.1813790006872,2023-02-28 21:33:53.624469,2023-02-28 21:35:27.593463,0 days 00:01:33.968994,0.5,0.5,15.0,9.0,800.0,6.5,0.78,COMPLETE
52,2316.1813790006872,2023-02-28 21:32:14.248661,2023-02-28 21:33:48.899488,0 days 00:01:34.650827,0.5,0.5,15.0,9.0,800.0,6.5,0.78,COMPLETE
54,2316.1813790006872,2023-02-28 21:35:32.408920,2023-02-28 21:37:07.278976,0 days 00:01:34.870056,0.5,0.5,15.0,9.0,800.0,6.5,0.78,COMPLETE
41,2316.1813790006872,2023-02-28 21:14:06.690484,2023-02-28 21:15:40.632053,0 days 00:01:33.941569,0.5,0.5,15.0,9.0,800.0,6.5,0.78,COMPLETE
42,2316.1813790006872,2023-02-28 21:15:45.108347,2023-02-28 21:17:19.865288,0 days 00:01:34.756941,0.5,0.5,15.0,9.0,800.0,6.5,0.78,COMPLETE
43,2316.1813790006872,2023-02-28 21:17:29.789947,2023-02-28 21:19:03.589923,0 days 00:01:33.799976,0.5,0.5,15.0,9.0,800.0,6.5,0.78,COMPLETE
45,2316.1813790006872,2023-02-28 21:20:48.964330,2023-02-28 21:22:24.536098,0 days 00:01:35.571768,0.5,0.5,15.0,9.0,800.0,6.5,0.78,COMPLETE
21,2316.1813790006872,2023-02-28 20:42:37.185414,2023-02-28 20:44:11.593163,0 days 00:01:34.407749,0.5,0.5,15.0,9.0,800.0,6.5,0.78,COMPLETE
51,2316.1813790006872,2023-02-28 21:30:34.718152,2023-02-28 21:32:09.134705,0 days 00:01:34.416553,0.5,0.5,15.0,9.0,800.0,6.5,0.78,COMPLETE
17,2316.1813790006872,2023-02-28 20:36:31.567281,2023-02-28 20:38:06.500576,0 days 00:01:34.933295,0.5,0.5,15.0,9.0,800.0,6.5,0.78,COMPLETE
15,2316.441373634785,2023-02-28 20:32:24.707389,2023-02-28 20:34:33.380765,0 days 00:02:08.673376,0.5,0.7,15.0,7.0,800.0,6.5,0.78,COMPLETE
14,2316.441373634785,2023-02-28 20:30:11.356579,2023-02-28 20:32:20.087564,0 days 00:02:08.730985,0.5,0.7,15.0,7.0,800.0,6.5,0.78,COMPLETE
29,2316.5709761922744,2023-02-28 20:55:33.455579,2023-02-28 20:57:10.460484,0 days 00:01:37.004905,0.4,0.5,15.0,8.0,800.0,5.5,0.8,COMPLETE
40,2316.593045230496,2023-02-28 21:12:32.322409,2023-02-28 21:14:02.102342,0 days 00:01:29.779933,0.5,0.6,15.0,8.0,700.0,6.5,0.8,COMPLETE
12,2317.0975722163694,2023-02-28 20:25:44.598081,2023-02-28 20:27:54.192107,0 days 00:02:09.594026,0.5,0.7,15.0,7.0,800.0,5.5,0.78,COMPLETE
48,2317.273270276269,2023-02-28 21:26:08.164693,2023-02-28 21:27:41.934434,0 days 00:01:33.769741,0.6,0.6,15.0,7.0,600.0,5.5,0.78,COMPLETE
30,2317.4557781318435,2023-02-28 20:57:14.835509,2023-02-28 20:58:56.350526,0 days 00:01:41.515017,0.6,0.6,15.0,8.0,700.0,7.5,0.78,COMPLETE
59,2317.5951793682775,2023-02-28 21:44:07.607225,2023-02-28 21:45:50.551276,0 days 00:01:42.944051,0.6,0.6,15.0,8.0,700.0,6.5,0.78,COMPLETE
