iteration,rmse,datetime_start,datetime_complete,duration,colsample_bylevel,colsample_bytree,max_depth,min_child_weight,n_estimators,reg_lambda,subsample,state
197,2312.352385660639,2023-01-29 09:32:55.950640,2023-01-29 09:34:37.275457,0 days 00:01:41.324817,0.6,0.5,15.0,8.0,800.0,6.5,0.78,COMPLETE
97,2312.352385660639,2023-01-29 06:30:36.897975,2023-01-29 06:32:17.047692,0 days 00:01:40.149717,0.6,0.5,15.0,8.0,800.0,6.5,0.78,COMPLETE
196,2312.352385660639,2023-01-29 09:31:08.693468,2023-01-29 09:32:49.484048,0 days 00:01:40.790580,0.6,0.5,15.0,8.0,800.0,6.5,0.78,COMPLETE
99,2312.352385660639,2023-01-29 06:34:07.430225,2023-01-29 06:35:47.687289,0 days 00:01:40.257064,0.6,0.5,15.0,8.0,800.0,6.5,0.78,COMPLETE
100,2312.352385660639,2023-01-29 06:35:52.042404,2023-01-29 06:37:32.690402,0 days 00:01:40.647998,0.6,0.5,15.0,8.0,800.0,6.5,0.78,COMPLETE
101,2312.352385660639,2023-01-29 06:37:37.477045,2023-01-29 06:39:18.528453,0 days 00:01:41.051408,0.6,0.5,15.0,8.0,800.0,6.5,0.78,COMPLETE
102,2312.352385660639,2023-01-29 06:39:25.099032,2023-01-29 06:41:24.685931,0 days 00:01:59.586899,0.6,0.5,15.0,8.0,800.0,6.5,0.78,COMPLETE
96,2312.352385660639,2023-01-29 06:28:46.477131,2023-01-29 06:30:30.098610,0 days 00:01:43.621479,0.6,0.5,15.0,8.0,800.0,6.5,0.78,COMPLETE
103,2312.352385660639,2023-01-29 06:41:30.768056,2023-01-29 06:43:10.749559,0 days 00:01:39.981503,0.6,0.5,15.0,8.0,800.0,6.5,0.78,COMPLETE
153,2312.352385660639,2023-01-29 08:13:49.982217,2023-01-29 08:15:30.707293,0 days 00:01:40.725076,0.6,0.5,15.0,8.0,800.0,6.5,0.78,COMPLETE
106,2312.352385660639,2023-01-29 06:47:08.828108,2023-01-29 06:49:02.125735,0 days 00:01:53.297627,0.6,0.5,15.0,8.0,800.0,6.5,0.78,COMPLETE
152,2312.352385660639,2023-01-29 08:12:04.582600,2023-01-29 08:13:45.363749,0 days 00:01:40.781149,0.6,0.5,15.0,8.0,800.0,6.5,0.78,COMPLETE
108,2312.352385660639,2023-01-29 06:50:47.356990,2023-01-29 06:52:28.425299,0 days 00:01:41.068309,0.6,0.5,15.0,8.0,800.0,6.5,0.78,COMPLETE
109,2312.352385660639,2023-01-29 06:52:32.821339,2023-01-29 06:54:13.407043,0 days 00:01:40.585704,0.6,0.5,15.0,8.0,800.0,6.5,0.78,COMPLETE
