iteration,rmse,datetime_start,datetime_complete,duration,colsample_bylevel,colsample_bytree,max_depth,min_child_weight,n_estimators,reg_lambda,subsample,state
42,2840.0760093333333,2023-03-02 01:35:44.947378,2023-03-02 01:35:58.460302,0 days 00:00:13.512924,0.5,0.7,14,7,700,5.5,0.8,COMPLETE
51,2840.0760093333333,2023-03-02 01:38:33.265204,2023-03-02 01:38:46.910723,0 days 00:00:13.645519,0.5,0.7,14,7,700,5.5,0.8,COMPLETE
34,2840.0760093333333,2023-03-02 01:33:04.870612,2023-03-02 01:33:18.412692,0 days 00:00:13.542080,0.5,0.7,14,7,800,5.5,0.8,COMPLETE
30,2840.0760093333333,2023-03-02 01:31:50.991845,2023-03-02 01:32:04.556435,0 days 00:00:13.564590,0.5,0.7,14,7,700,5.5,0.8,COMPLETE
32,2840.0760093333333,2023-03-02 01:32:27.675914,2023-03-02 01:32:42.304472,0 days 00:00:14.628558,0.5,0.7,14,7,700,5.5,0.8,COMPLETE
31,2840.0760093333333,2023-03-02 01:32:09.088005,2023-03-02 01:32:22.688633,0 days 00:00:13.600628,0.5,0.7,14,7,700,5.5,0.8,COMPLETE
26,2840.0760093333333,2023-03-02 01:30:38.285825,2023-03-02 01:30:51.866014,0 days 00:00:13.580189,0.5,0.7,14,7,700,5.5,0.8,COMPLETE
23,2840.0760093333333,2023-03-02 01:29:43.823193,2023-03-02 01:29:57.334027,0 days 00:00:13.510834,0.5,0.7,14,7,700,5.5,0.8,COMPLETE
19,2840.0760093333333,2023-03-02 01:28:31.246389,2023-03-02 01:28:44.709105,0 days 00:00:13.462716,0.5,0.7,14,7,700,5.5,0.8,COMPLETE
53,2840.0760093333333,2023-03-02 01:39:09.420758,2023-03-02 01:39:22.888443,0 days 00:00:13.467685,0.5,0.7,14,7,700,5.5,0.8,COMPLETE
21,2840.0760093333333,2023-03-02 01:29:07.585616,2023-03-02 01:29:21.138647,0 days 00:00:13.553031,0.5,0.7,14,7,700,5.5,0.8,COMPLETE
22,2840.0760093333333,2023-03-02 01:29:25.748041,2023-03-02 01:29:39.381538,0 days 00:00:13.633497,0.5,0.7,14,7,700,5.5,0.8,COMPLETE
33,2840.0760093333333,2023-03-02 01:32:46.709497,2023-03-02 01:33:00.373708,0 days 00:00:13.664211,0.5,0.7,14,7,700,5.5,0.8,COMPLETE
54,2840.0760093333333,2023-03-02 01:39:27.458271,2023-03-02 01:39:41.131543,0 days 00:00:13.673272,0.5,0.7,14,7,700,5.5,0.8,COMPLETE
52,2840.0760093333333,2023-03-02 01:38:51.345206,2023-03-02 01:39:04.907654,0 days 00:00:13.562448,0.5,0.7,14,7,700,5.5,0.8,COMPLETE
8,2840.0760093333333,2023-03-02 01:25:02.020679,2023-03-02 01:25:15.489835,0 days 00:00:13.469156,0.5,0.7,14,7,600,5.5,0.8,COMPLETE
65,2840.0760093333333,2023-03-02 01:42:52.036339,2023-03-02 01:43:05.593759,0 days 00:00:13.557420,0.5,0.7,14,7,700,5.5,0.8,COMPLETE
66,2840.0760093333333,2023-03-02 01:43:10.118451,2023-03-02 01:43:23.743330,0 days 00:00:13.624879,0.5,0.7,14,7,700,5.5,0.8,COMPLETE
68,2840.0760093333333,2023-03-02 01:43:46.475180,2023-03-02 01:44:00.208326,0 days 00:00:13.733146,0.5,0.7,14,7,700,5.5,0.8,COMPLETE
62,2840.0760093333333,2023-03-02 01:41:57.592405,2023-03-02 01:42:11.230967,0 days 00:00:13.638562,0.5,0.7,14,7,700,5.5,0.8,COMPLETE
61,2840.0760093333333,2023-03-02 01:41:39.349043,2023-03-02 01:41:52.986273,0 days 00:00:13.637230,0.5,0.7,14,7,700,5.5,0.8,COMPLETE
63,2840.0760093333333,2023-03-02 01:42:15.715111,2023-03-02 01:42:29.283213,0 days 00:00:13.568102,0.5,0.7,14,7,700,5.5,0.8,COMPLETE
59,2840.0760093333333,2023-03-02 01:41:03.074227,2023-03-02 01:41:16.709005,0 days 00:00:13.634778,0.5,0.7,14,7,600,5.5,0.8,COMPLETE
64,2840.0760093333333,2023-03-02 01:42:33.736048,2023-03-02 01:42:47.380071,0 days 00:00:13.644023,0.5,0.7,14,7,700,5.5,0.8,COMPLETE
55,2840.0760093333333,2023-03-02 01:39:45.897643,2023-03-02 01:39:59.471853,0 days 00:00:13.574210,0.5,0.7,14,7,700,5.5,0.8,COMPLETE
12,2841.1798503333334,2023-03-02 01:26:13.702393,2023-03-02 01:26:27.603619,0 days 00:00:13.901226,0.6,0.7,14,7,600,5.5,0.8,COMPLETE
11,2841.1798503333334,2023-03-02 01:25:55.672623,2023-03-02 01:26:09.483685,0 days 00:00:13.811062,0.6,0.7,14,7,600,5.5,0.8,COMPLETE
10,2841.1798503333334,2023-03-02 01:25:37.397507,2023-03-02 01:25:51.611369,0 days 00:00:14.213862,0.6,0.7,14,7,600,5.5,0.8,COMPLETE
13,2841.1798503333334,2023-03-02 01:26:31.932784,2023-03-02 01:26:45.906709,0 days 00:00:13.973925,0.6,0.7,14,7,600,5.5,0.8,COMPLETE
15,2842.8192543333334,2023-03-02 01:27:18.381107,2023-03-02 01:27:31.905998,0 days 00:00:13.524891,0.5,0.7,14,8,700,5.5,0.8,COMPLETE
25,2842.8192543333334,2023-03-02 01:30:20.039325,2023-03-02 01:30:33.504128,0 days 00:00:13.464803,0.5,0.7,14,8,800,5.5,0.8,COMPLETE
49,2843.0371906666664,2023-03-02 01:37:56.677160,2023-03-02 01:38:10.391141,0 days 00:00:13.713981,0.5,0.7,14,9,700,5.5,0.8,COMPLETE
90,2843.4207356666666,2023-03-02 01:50:53.439465,2023-03-02 01:51:07.245670,0 days 00:00:13.806205,0.5,0.7,15,7,800,5.5,0.78,COMPLETE
35,2844.859700333333,2023-03-02 01:33:22.912245,2023-03-02 01:33:36.540565,0 days 00:00:13.628320,0.5,0.7,14,7,700,5.5,0.78,COMPLETE
17,2845.449788,2023-03-02 01:27:54.712597,2023-03-02 01:28:08.300910,0 days 00:00:13.588313,0.5,0.7,14,8,800,5.5,0.78,COMPLETE
38,2845.7456053333335,2023-03-02 01:34:17.210376,2023-03-02 01:34:30.696336,0 days 00:00:13.485960,0.5,0.7,14,9,700,5.5,0.78,COMPLETE
