iteration,rmse,datetime_start,datetime_complete,duration,colsample_bylevel,colsample_bytree,max_depth,min_child_weight,n_estimators,reg_lambda,subsample,state
99,2784.2744922463503,2023-03-04 17:07:23.012980,2023-03-04 17:07:35.609591,0 days 00:00:12.596611,0.5,0.7,14,8,700,5.5,0.8,COMPLETE
125,2784.2744922463503,2023-03-04 17:14:55.441055,2023-03-04 17:15:08.103043,0 days 00:00:12.661988,0.5,0.7,14,8,700,5.5,0.8,COMPLETE
124,2784.2744922463503,2023-03-04 17:14:38.445110,2023-03-04 17:14:51.173372,0 days 00:00:12.728262,0.5,0.7,14,8,700,5.5,0.8,COMPLETE
123,2784.2744922463503,2023-03-04 17:14:21.551584,2023-03-04 17:14:33.875686,0 days 00:00:12.324102,0.5,0.7,14,8,700,5.5,0.8,COMPLETE
122,2784.2744922463503,2023-03-04 17:14:04.138397,2023-03-04 17:14:16.544386,0 days 00:00:12.405989,0.5,0.7,14,8,700,5.5,0.8,COMPLETE
121,2784.2744922463503,2023-03-04 17:13:46.991647,2023-03-04 17:13:59.519242,0 days 00:00:12.527595,0.5,0.7,14,8,700,5.5,0.8,COMPLETE
120,2784.2744922463503,2023-03-04 17:13:30.012539,2023-03-04 17:13:42.419766,0 days 00:00:12.407227,0.5,0.7,14,8,700,5.5,0.8,COMPLETE
119,2784.2744922463503,2023-03-04 17:13:13.173723,2023-03-04 17:13:25.390419,0 days 00:00:12.216696,0.5,0.7,14,8,700,5.5,0.8,COMPLETE
118,2784.2744922463503,2023-03-04 17:12:55.747854,2023-03-04 17:13:08.198691,0 days 00:00:12.450837,0.5,0.7,14,8,700,5.5,0.8,COMPLETE
117,2784.2744922463503,2023-03-04 17:12:38.124603,2023-03-04 17:12:51.039909,0 days 00:00:12.915306,0.5,0.7,14,8,700,5.5,0.8,COMPLETE
116,2784.2744922463503,2023-03-04 17:12:21.419746,2023-03-04 17:12:33.778037,0 days 00:00:12.358291,0.5,0.7,14,8,700,5.5,0.8,COMPLETE
115,2784.2744922463503,2023-03-04 17:12:04.428216,2023-03-04 17:12:16.781905,0 days 00:00:12.353689,0.5,0.7,14,8,700,5.5,0.8,COMPLETE
114,2784.2744922463503,2023-03-04 17:11:47.691002,2023-03-04 17:11:59.960587,0 days 00:00:12.269585,0.5,0.7,14,8,700,5.5,0.8,COMPLETE
113,2784.2744922463503,2023-03-04 17:11:30.916411,2023-03-04 17:11:43.285707,0 days 00:00:12.369296,0.5,0.7,14,8,700,5.5,0.8,COMPLETE
112,2784.2744922463503,2023-03-04 17:11:13.529293,2023-03-04 17:11:26.048761,0 days 00:00:12.519468,0.5,0.7,14,8,700,5.5,0.8,COMPLETE
111,2784.2744922463503,2023-03-04 17:10:56.470540,2023-03-04 17:11:09.319036,0 days 00:00:12.848496,0.5,0.7,14,8,700,5.5,0.8,COMPLETE
110,2784.2744922463503,2023-03-04 17:10:39.723956,2023-03-04 17:10:52.378248,0 days 00:00:12.654292,0.5,0.7,14,8,700,5.5,0.8,COMPLETE
109,2784.2744922463503,2023-03-04 17:10:22.190731,2023-03-04 17:10:34.988160,0 days 00:00:12.797429,0.5,0.7,14,8,700,5.5,0.8,COMPLETE
108,2784.2744922463503,2023-03-04 17:10:04.592395,2023-03-04 17:10:17.183887,0 days 00:00:12.591492,0.5,0.7,14,8,700,5.5,0.8,COMPLETE
