iteration,rmse,datetime_start,datetime_complete,duration,bagging_temperature,boosting_type,bootstrap_type,depth,l2_leaf_reg,learning_rate,min_data_in_leaf,n_estimators,one_hot_max_size,subsample,state
83,2443.635532005036,2023-01-13 02:58:25.658371,2023-01-13 02:58:50.762948,0 days 00:00:25.104577,,Plain,Bernoulli,10,0.5362269089364889,0.23884564005152742,8,429,6,0.8727947697637198,COMPLETE
82,2448.7271530445014,2023-01-13 02:57:56.879909,2023-01-13 02:58:19.661308,0 days 00:00:22.781399,,Plain,Bernoulli,9,0.5344416857198439,0.24058490553157447,8,410,5,0.8720308345815942,COMPLETE
93,2449.669198913129,2023-01-13 03:03:57.259257,2023-01-13 03:04:20.997170,0 days 00:00:23.737913,,Plain,Bernoulli,10,0.5559511858011672,0.14573145238604063,8,409,5,0.7593925342525237,COMPLETE
85,2449.965014738292,2023-01-13 02:59:28.026763,2023-01-13 02:59:52.189840,0 days 00:00:24.163077,,Plain,Bernoulli,10,0.5522822549390984,0.2388552972375869,8,412,3,0.6476451992281045,COMPLETE
92,2450.234111977866,2023-01-13 03:03:25.954593,2023-01-13 03:03:50.879805,0 days 00:00:24.925212,,Plain,Bernoulli,10,0.5523026079375899,0.17617772888084596,10,426,5,0.7526719739734035,COMPLETE
74,2456.616801717881,2023-01-13 02:54:03.316171,2023-01-13 02:54:24.776574,0 days 00:00:21.460403,,Plain,Bernoulli,9,0.6120091851751782,0.2996929923839506,10,397,5,0.8171648193816957,COMPLETE
84,2457.5501549572778,2023-01-13 02:58:57.611470,2023-01-13 02:59:21.644747,0 days 00:00:24.033277,,Plain,Bernoulli,10,0.5345757100919496,0.13251573492632676,8,408,3,0.742797654531997,COMPLETE
72,2457.647185976336,2023-01-13 02:53:04.938922,2023-01-13 02:53:28.404406,0 days 00:00:23.465484,,Plain,Bernoulli,8,0.6206762795977748,0.23031423133527137,8,488,6,0.8980144708885939,COMPLETE
99,2459.877078724535,2023-01-13 03:08:07.412652,2023-01-13 03:08:31.185698,0 days 00:00:23.773046,,Plain,Bernoulli,10,0.5375051217270518,0.18599469946786737,11,392,5,0.542189319274789,COMPLETE
95,2461.863590972926,2023-01-13 03:06:06.551474,2023-01-13 03:06:30.189303,0 days 00:00:23.637829,,Plain,Bernoulli,10,0.5733351955387412,0.14293460283055526,9,426,4,0.5948307846124681,COMPLETE
91,2463.1097362974488,2023-01-13 03:02:54.871964,2023-01-13 03:03:18.956832,0 days 00:00:24.084868,,Plain,Bernoulli,10,0.6384777397038875,0.1357606446756092,9,434,4,0.6680163008293968,COMPLETE
73,2465.8925793879093,2023-01-13 02:53:34.683677,2023-01-13 02:53:56.445745,0 days 00:00:21.762068,,Plain,Bernoulli,8,0.6052106820598249,0.2933910775098109,8,405,6,0.8972089716947819,COMPLETE
71,2467.9317915864976,2023-01-13 02:52:36.412222,2023-01-13 02:52:58.823291,0 days 00:00:22.411069,,Plain,Bernoulli,8,0.6252919804083612,0.23050133022244285,5,464,6,0.9655649947191982,COMPLETE
76,2468.056630111226,2023-01-13 02:55:02.581290,2023-01-13 02:55:24.778409,0 days 00:00:22.197119,,Plain,Bernoulli,9,0.6264944347582078,0.16827717475752743,10,399,6,0.8007037132148982,COMPLETE
90,2472.7765608527448,2023-01-13 03:02:24.385104,2023-01-13 03:02:48.427524,0 days 00:00:24.042420,,Plain,Bernoulli,10,0.6366348833763457,0.12026640947668146,9,432,4,0.6710924979414714,COMPLETE
88,2472.853779917309,2023-01-13 03:01:25.991655,2023-01-13 03:01:47.473403,0 days 00:00:21.481748,,Plain,Bernoulli,10,0.709883149166809,0.25106795607234744,10,411,4,0.5743108861800708,COMPLETE
67,2473.0522961072224,2023-01-13 02:50:34.859007,2023-01-13 02:50:57.173897,0 days 00:00:22.314890,,Plain,Bernoulli,8,0.5510187651952567,0.2331526166640518,5,446,7,0.8559317226553084,COMPLETE
75,2474.1032931226764,2023-01-13 02:54:32.900909,2023-01-13 02:54:55.438850,0 days 00:00:22.537941,,Plain,Bernoulli,9,0.6672712085003473,0.16800875181719854,9,401,6,0.8130796502407861,COMPLETE
55,2474.3061087561036,2023-01-13 02:44:22.523914,2023-01-13 02:44:45.323936,0 days 00:00:22.800022,,Plain,Bernoulli,8,0.3506341006375527,0.20345203373732096,5,441,8,0.8879911567755543,COMPLETE
43,2475.1478369357283,2023-01-13 02:38:23.475737,2023-01-13 02:38:45.978326,0 days 00:00:22.502589,,Plain,Bernoulli,7,0.14167587778222462,0.29143990477005655,3,475,5,0.9431160182274226,COMPLETE
98,2476.141539553292,2023-01-13 03:07:37.590136,2023-01-13 03:08:00.948678,0 days 00:00:23.358542,,Plain,Bernoulli,10,0.6913105610056078,0.13733385953269805,9,379,2,0.5863140683866696,COMPLETE
35,2477.0174878783623,2023-01-13 02:34:15.290705,2023-01-13 02:34:37.076685,0 days 00:00:21.785980,,Plain,Bernoulli,8,0.1708090719016701,0.2981029364012787,16,370,20,0.994605789926546,COMPLETE
44,2477.787046284865,2023-01-13 02:38:52.304613,2023-01-13 02:39:15.392172,0 days 00:00:23.087559,,Plain,Bernoulli,7,0.13837247124662225,0.2987417320053818,2,476,5,0.934750920118272,COMPLETE
81,2478.4876807224773,2023-01-13 02:57:28.311600,2023-01-13 02:57:50.941884,0 days 00:00:22.630284,,Plain,Bernoulli,9,0.5940425696891746,0.173361234408532,11,385,5,0.7752074528882491,COMPLETE
94,2483.7497640185234,2023-01-13 03:04:27.566691,2023-01-13 03:05:39.555561,0 days 00:01:11.988870,,Plain,Bernoulli,10,0.5442318315525089,0.10056317023854794,8,409,5,0.7523542756012205,COMPLETE
86,2487.6194035335543,2023-01-13 02:59:59.211321,2023-01-13 03:00:20.774550,0 days 00:00:21.563229,,Plain,Bernoulli,10,0.5266667557761914,0.1309014908512615,8,344,3,0.6453607248953402,COMPLETE
61,2489.5566956438656,2023-01-13 02:47:33.789837,2023-01-13 02:47:58.381714,0 days 00:00:24.591877,,Plain,Bernoulli,7,0.4836505934948673,0.2223698156279667,7,484,10,0.957434710611887,COMPLETE
79,2491.1011215184503,2023-01-13 02:56:28.939370,2023-01-13 02:56:51.083014,0 days 00:00:22.143644,,Plain,Bernoulli,9,0.6152066104851119,0.13290653853514217,10,402,4,0.7207097261948463,COMPLETE
