iteration,rmse,datetime_start,datetime_complete,duration,bagging_temperature,boosting_type,bootstrap_type,depth,l2_leaf_reg,learning_rate,min_data_in_leaf,n_estimators,one_hot_max_size,subsample,state
88,2550.1959489884207,2022-12-27 17:03:17.201836,2022-12-27 17:03:45.616045,0 days 00:00:28.414209,,Ordered,Bernoulli,10,0.8118685571559361,0.29565236170581577,17,279,15,0.6018510447803991,COMPLETE
77,2551.030988347363,2022-12-27 16:53:33.342722,2022-12-27 16:53:59.638327,0 days 00:00:26.295605,,Ordered,Bernoulli,9,0.849217073237946,0.23475842928126214,13,330,14,0.6501781567225051,COMPLETE
83,2553.7647073236076,2022-12-27 16:58:32.946298,2022-12-27 16:59:09.685698,0 days 00:00:36.739400,,Ordered,Bernoulli,10,0.7942270133263716,0.2291788324776935,12,317,14,0.5364364122161647,COMPLETE
64,2554.352670114288,2022-12-27 16:43:41.905268,2022-12-27 16:44:10.996511,0 days 00:00:29.091243,,Ordered,Bernoulli,9,0.7575728996841844,0.21685466842254228,11,393,19,0.5058618387795015,COMPLETE
69,2556.5526051602455,2022-12-27 16:47:28.851928,2022-12-27 16:47:54.041441,0 days 00:00:25.189513,,Ordered,Bernoulli,9,0.9191356916149068,0.24319861065252912,16,289,16,0.5940441945232846,COMPLETE
70,2560.00551779927,2022-12-27 16:48:11.706949,2022-12-27 16:48:37.883242,0 days 00:00:26.176293,,Ordered,Bernoulli,9,0.9480742109666377,0.27939311858035065,16,302,14,0.5975228536199355,COMPLETE
65,2561.3722544991815,2022-12-27 16:44:28.236456,2022-12-27 16:44:55.185414,0 days 00:00:26.948958,,Ordered,Bernoulli,9,0.8265639817619385,0.22885846359054407,10,331,19,0.5245148481046338,COMPLETE
91,2561.7121565867965,2022-12-27 17:05:54.719123,2022-12-27 17:06:26.102593,0 days 00:00:31.383470,,Ordered,Bernoulli,10,0.7886746848834086,0.22941758942424778,17,276,15,0.4719850970382252,COMPLETE
72,2563.066802939845,2022-12-27 16:49:41.748701,2022-12-27 16:50:06.176793,0 days 00:00:24.428092,,Ordered,Bernoulli,9,0.9964371155750837,0.2609335271751392,17,289,14,0.5917253497084446,COMPLETE
95,2564.634642564931,2022-12-27 17:09:17.510507,2022-12-27 17:09:50.595621,0 days 00:00:33.085114,,Ordered,Bernoulli,10,0.7591676893647524,0.1769081725261962,19,327,16,0.5369587117320301,COMPLETE
66,2564.6623115378266,2022-12-27 16:45:12.649932,2022-12-27 16:45:38.974978,0 days 00:00:26.325046,,Ordered,Bernoulli,9,0.8575324994520584,0.2353649719708827,12,333,20,0.5563865604196845,COMPLETE
90,2565.003248354342,2022-12-27 17:05:01.200359,2022-12-27 17:05:32.603430,0 days 00:00:31.403071,,Ordered,Bernoulli,10,0.7947227911384955,0.245636159763814,17,274,15,0.4684432985509537,COMPLETE
67,2565.102828025643,2022-12-27 16:45:56.740015,2022-12-27 16:46:26.131454,0 days 00:00:29.391439,,Ordered,Bernoulli,9,0.88370365694993,0.29398345908791623,13,290,19,0.577376270851734,COMPLETE
73,2568.194871546687,2022-12-27 16:50:24.738981,2022-12-27 16:50:55.150938,0 days 00:00:30.411957,,Ordered,Bernoulli,9,0.9399512681427763,0.2379906008665405,18,284,14,0.624074071291546,COMPLETE
85,2568.719930788203,2022-12-27 17:00:26.519539,2022-12-27 17:00:58.835188,0 days 00:00:32.315649,,Ordered,Bernoulli,10,0.8667888738344413,0.20703157956654,10,322,12,0.5335502881281194,COMPLETE
71,2568.9610235724826,2022-12-27 16:48:55.984714,2022-12-27 16:49:21.253533,0 days 00:00:25.268819,,Ordered,Bernoulli,9,0.9673192846823875,0.27563052408549693,16,289,14,0.5877151667512571,COMPLETE
68,2569.437869981463,2022-12-27 16:46:43.840789,2022-12-27 16:47:10.538290,0 days 00:00:26.697501,,Ordered,Bernoulli,9,0.89838699830087,0.24875044307000063,15,294,16,0.5752884330271062,COMPLETE
75,2571.062428620413,2022-12-27 16:52:01.649048,2022-12-27 16:52:25.594005,0 days 00:00:23.944957,,Ordered,Bernoulli,9,0.8431805893881335,0.2267625540412522,17,260,12,0.6446716817405025,COMPLETE
96,2572.299719534516,2022-12-27 17:10:14.556585,2022-12-27 17:10:45.669645,0 days 00:00:31.113060,,Ordered,Bernoulli,10,0.7587898421143954,0.17648054239042021,20,302,16,0.6446301102355187,COMPLETE
87,2573.2976042217947,2022-12-27 17:02:17.836134,2022-12-27 17:02:47.233707,0 days 00:00:29.397573,,Ordered,Bernoulli,9,0.9146657805547306,0.17507431649860428,12,297,10,0.6874043757716823,COMPLETE
92,2573.513917302306,2022-12-27 17:06:48.972072,2022-12-27 17:07:18.657444,0 days 00:00:29.685372,,Ordered,Bernoulli,10,0.8443416656934469,0.2028415726623827,17,265,13,0.5335006422664901,COMPLETE
81,2573.712453306485,2022-12-27 16:56:51.645952,2022-12-27 16:57:16.388608,0 days 00:00:24.742656,,Ordered,Bernoulli,9,0.9254373582989314,0.2286655510543288,17,268,13,0.6161646293438917,COMPLETE
42,2578.996432091432,2022-12-27 16:29:35.585624,2022-12-27 16:29:53.241780,0 days 00:00:17.656156,,Plain,Bernoulli,8,0.12205772653034906,0.2998637713701121,2,397,20,0.14413326882293076,COMPLETE
82,2582.2710132000057,2022-12-27 16:57:37.956987,2022-12-27 16:58:10.666348,0 days 00:00:32.709361,,Ordered,Bernoulli,9,0.8909419760515807,0.15065812236748874,19,340,14,0.5130710933072339,COMPLETE
62,2583.0630445601796,2022-12-27 16:42:22.387469,2022-12-27 16:42:47.349818,0 days 00:00:24.962349,,Ordered,Bernoulli,8,0.7447326794699769,0.21746014142705963,11,374,20,0.4145998567824416,COMPLETE
