iteration,rmse,datetime_start,datetime_complete,duration,bagging_temperature,boosting_type,bootstrap_type,depth,l2_leaf_reg,learning_rate,min_data_in_leaf,n_estimators,one_hot_max_size,subsample,state
82,2420.1331065342756,2023-01-13 01:55:00.041096,2023-01-13 01:55:26.063957,0 days 00:00:26.022861,,Plain,Bernoulli,10,0.10865364065874268,0.1692468446695709,8,491,4,0.6593575604816039,COMPLETE
98,2420.2300377914407,2023-01-13 02:03:31.138605,2023-01-13 02:03:56.152843,0 days 00:00:25.014238,,Plain,Bernoulli,10,0.25096729530870243,0.18344376071308302,9,473,4,0.5874310104169275,COMPLETE
85,2421.315903186868,2023-01-13 01:56:40.191723,2023-01-13 01:57:05.377379,0 days 00:00:25.185656,,Plain,Bernoulli,10,0.03800659804561711,0.23346829545406464,7,491,3,0.6546552450177484,COMPLETE
64,2421.7102634272246,2023-01-13 01:45:05.799085,2023-01-13 01:45:30.421532,0 days 00:00:24.622447,,Plain,Bernoulli,10,0.04578615800528994,0.22147017183787834,10,480,3,0.5825502985182104,COMPLETE
84,2425.4932848425906,2023-01-13 01:56:08.502497,2023-01-13 01:56:33.196115,0 days 00:00:24.693618,,Plain,Bernoulli,10,0.048002422441400086,0.17329022760765303,8,455,3,0.6602449480944249,COMPLETE
90,2425.8303401501976,2023-01-13 01:59:17.334176,2023-01-13 01:59:43.035118,0 days 00:00:25.700942,,Plain,Bernoulli,10,0.2006990753523788,0.14874239468485376,9,457,3,0.6506894362243814,COMPLETE
91,2428.213571200791,2023-01-13 01:59:50.227258,2023-01-13 02:00:16.650785,0 days 00:00:26.423527,,Plain,Bernoulli,10,0.1946858653655173,0.15479139706261333,8,455,3,0.6519446646681233,COMPLETE
97,2428.367364710192,2023-01-13 02:02:59.464037,2023-01-13 02:03:24.519951,0 days 00:00:25.055914,,Plain,Bernoulli,10,0.15883971192575347,0.18278666134986055,8,446,4,0.5961428907855852,COMPLETE
75,2429.282958493625,2023-01-13 01:51:05.770089,2023-01-13 01:51:33.235789,0 days 00:00:27.465700,,Plain,Bernoulli,10,0.15447438379162703,0.17467275496657078,10,486,2,0.5425369134540876,COMPLETE
61,2431.1245583495297,2023-01-13 01:43:25.977897,2023-01-13 01:43:52.254655,0 days 00:00:26.276758,,Plain,Bernoulli,10,0.020442319336030926,0.2245844742200659,11,500,3,0.5135650641573337,COMPLETE
81,2431.8829227751626,2023-01-13 01:54:28.336291,2023-01-13 01:54:53.339710,0 days 00:00:25.003419,,Plain,Bernoulli,10,0.11040136577058995,0.1772341302043346,8,490,4,0.5470572493834198,COMPLETE
88,2433.053823654042,2023-01-13 01:58:14.870640,2023-01-13 01:58:38.880795,0 days 00:00:24.010155,,Plain,Bernoulli,10,0.07694647271705934,0.1482409488115292,8,443,3,0.6512669556181755,COMPLETE
58,2435.059008531758,2023-01-13 01:41:51.310894,2023-01-13 01:42:15.760455,0 days 00:00:24.449561,,Plain,Bernoulli,9,0.01510553265044208,0.2734104380197912,10,494,4,0.5243896329184541,COMPLETE
57,2436.5258174973287,2023-01-13 01:41:21.648382,2023-01-13 01:41:44.992482,0 days 00:00:23.344100,,Plain,Bernoulli,9,0.017067322830074,0.274025778886472,8,484,3,0.6072776788997574,COMPLETE
60,2436.890973763013,2023-01-13 01:42:52.964239,2023-01-13 01:43:19.787336,0 days 00:00:26.823097,,Plain,Bernoulli,10,0.01175770608429445,0.23309116744598227,10,485,3,0.5065976395831009,COMPLETE
77,2438.4781372625266,2023-01-13 01:52:20.022930,2023-01-13 01:52:44.454520,0 days 00:00:24.431590,,Plain,Bernoulli,10,0.10534664367464708,0.13431151802229266,9,450,5,0.5274880650996912,COMPLETE
72,2439.047843357696,2023-01-13 01:49:15.224505,2023-01-13 01:49:40.751983,0 days 00:00:25.527478,,Plain,Bernoulli,10,0.07527901909238846,0.12767499693194223,10,466,2,0.6294401381449555,COMPLETE
66,2439.1711643179906,2023-01-13 01:46:09.405682,2023-01-13 01:46:33.857526,0 days 00:00:24.451844,,Plain,Bernoulli,10,0.13667983023398392,0.2186835096940908,10,478,2,0.5562533764322992,COMPLETE
69,2440.6490139119496,2023-01-13 01:47:43.312751,2023-01-13 01:48:06.888605,0 days 00:00:23.575854,,Plain,Bernoulli,9,0.21912390334800824,0.20926696394044386,10,487,2,0.5573550251866208,COMPLETE
96,2441.161312920171,2023-01-13 02:02:29.878744,2023-01-13 02:02:53.091388,0 days 00:00:23.212644,,Plain,Bernoulli,10,0.29253755016785943,0.1462358330565223,7,408,2,0.5799484556673922,COMPLETE
74,2442.7050779773763,2023-01-13 01:50:17.666896,2023-01-13 01:50:56.365969,0 days 00:00:38.699073,,Plain,Bernoulli,10,0.12517914602994326,0.11854558887118938,8,465,3,0.630196124614926,COMPLETE
63,2443.2810434921744,2023-01-13 01:44:32.286557,2023-01-13 01:44:56.017368,0 days 00:00:23.730811,,Plain,Bernoulli,10,0.026342092462552917,0.23058686932693032,11,499,2,0.499088671031495,COMPLETE
78,2446.7399614885917,2023-01-13 01:52:52.047677,2023-01-13 01:53:17.218371,0 days 00:00:25.170694,,Plain,Bernoulli,10,0.0441209056145347,0.12969093800838033,9,450,5,0.5170231948543198,COMPLETE
83,2446.900025153425,2023-01-13 01:55:37.948646,2023-01-13 01:56:01.908851,0 days 00:00:23.960205,,Plain,Bernoulli,9,0.11214921989446304,0.1733048341687324,8,490,4,0.5329941472067626,COMPLETE
65,2449.2536792557717,2023-01-13 01:45:37.619027,2023-01-13 01:46:00.778365,0 days 00:00:23.159338,,Plain,Bernoulli,10,0.019966130327091103,0.21948923588361022,10,482,3,0.46999035984960685,COMPLETE
62,2449.629559067298,2023-01-13 01:43:58.817251,2023-01-13 01:44:20.528180,0 days 00:00:21.710929,,Plain,Bernoulli,10,0.015107272322653742,0.2343348879457177,11,497,3,0.49601033505028214,COMPLETE
56,2455.290520032484,2023-01-13 01:40:53.282680,2023-01-13 01:41:15.524631,0 days 00:00:22.241951,,Plain,Bernoulli,8,0.05241534228709633,0.294554258298583,5,451,5,0.6032251837777491,COMPLETE
71,2457.235911918182,2023-01-13 01:48:42.370250,2023-01-13 01:49:08.146905,0 days 00:00:25.776655,,Plain,Bernoulli,9,0.03051947051628845,0.20417281855869907,12,485,2,0.3880111666823858,COMPLETE
93,2457.9368030405612,2023-01-13 02:00:54.258543,2023-01-13 02:01:18.102126,0 days 00:00:23.843583,,Plain,Bernoulli,10,0.2067409605102612,0.11014707531556858,8,428,2,0.643611182170046,COMPLETE
67,2458.838431310509,2023-01-13 01:46:40.109541,2023-01-13 01:47:04.637608,0 days 00:00:24.528067,,Plain,Bernoulli,10,0.13821800674732004,0.10627853398292018,13,465,2,0.5533749112520469,COMPLETE
59,2461.9774325508115,2023-01-13 01:42:22.114802,2023-01-13 01:42:43.149687,0 days 00:00:21.034885,,Plain,Bernoulli,10,0.012097038555380107,0.2898774205980434,11,500,3,0.5027029519453432,COMPLETE
94,2491.8428578980615,2023-01-13 02:01:24.837890,2023-01-13 02:01:48.787218,0 days 00:00:23.949328,,Plain,Bernoulli,10,0.1987809730910711,0.07461360588498699,6,457,3,0.7401690749279589,COMPLETE
87,2494.6394579388298,2023-01-13 01:57:41.535086,2023-01-13 01:58:05.963405,0 days 00:00:24.428319,,Plain,Bernoulli,9,0.1728378663072876,0.09651564804193184,7,476,4,0.6722601882624726,COMPLETE
73,2501.4875419695663,2023-01-13 01:49:46.954640,2023-01-13 01:50:11.145073,0 days 00:00:24.190433,,Plain,Bernoulli,9,0.08330394837027029,0.09224104841556661,9,465,4,0.6559948638903417,COMPLETE
54,2513.5880796589713,2023-01-13 01:39:46.420311,2023-01-13 01:40:17.231932,0 days 00:00:30.811621,,Ordered,Bernoulli,8,0.0565793473297865,0.29722950426410305,5,370,8,0.7231807558282823,COMPLETE
89,2518.384104894865,2023-01-13 01:58:45.357817,2023-01-13 01:59:09.769506,0 days 00:00:24.411689,,Plain,Bernoulli,10,0.07491858419467798,0.06652265429236462,7,439,6,0.6673598429303231,COMPLETE
68,2532.7151535435805,2023-01-13 01:47:10.812957,2023-01-13 01:47:36.629447,0 days 00:00:25.816490,,Plain,Bernoulli,10,0.09853350008240402,0.060571965526180827,9,478,4,0.3764699811044897,COMPLETE
79,2533.268137016886,2023-01-13 01:53:27.734268,2023-01-13 01:53:50.145620,0 days 00:00:22.411352,,Plain,Bernoulli,9,0.10157780130839408,0.08713711165128847,11,423,3,0.4192904526406721,COMPLETE
23,2546.552640644983,2023-01-13 01:23:49.185428,2023-01-13 01:24:10.244278,0 days 00:00:21.058850,1.4207019765254265,Plain,Bayesian,7,0.27920793672564037,0.2952777679747491,4,295,13,,COMPLETE
