iteration,rmse,datetime_start,datetime_complete,duration,bagging_temperature,boosting_type,bootstrap_type,depth,l2_leaf_reg,learning_rate,min_data_in_leaf,n_estimators,one_hot_max_size,subsample,state
98,2474.0095322289862,2023-01-11 19:35:36.029331,2023-01-11 19:36:02.188351,0 days 00:00:26.159020,,Plain,Bernoulli,9,0.2738928044477271,0.1736300707389789,15,489,4,0.9177683437929036,COMPLETE
96,2480.0666184615116,2023-01-11 19:34:27.514484,2023-01-11 19:35:02.789466,0 days 00:00:35.274982,,Plain,Bernoulli,9,0.6941600776757393,0.16714990521504797,15,486,2,0.9903363335334243,COMPLETE
86,2506.229678169161,2023-01-11 19:28:34.973449,2023-01-11 19:29:04.674817,0 days 00:00:29.701368,,Plain,Bernoulli,9,0.4241359152259481,0.22789480884408847,17,443,3,0.35050292561899643,COMPLETE
76,2510.0441391530903,2023-01-11 19:22:41.708759,2023-01-11 19:23:07.867344,0 days 00:00:26.158585,,Plain,Bernoulli,9,0.2790029479868862,0.2327612272747188,16,443,4,0.3388991361767296,COMPLETE
75,2510.6955760870114,2023-01-11 19:22:00.937848,2023-01-11 19:22:36.904459,0 days 00:00:35.966611,,Plain,Bernoulli,9,0.19993652164856057,0.24147029262510683,16,462,2,0.3450357882536835,COMPLETE
51,2513.5842971222773,2023-01-11 19:06:29.282561,2023-01-11 19:06:52.714958,0 days 00:00:23.432397,,Plain,Bernoulli,10,0.028185587890832378,0.23537331033243242,9,451,9,0.39986698184972463,COMPLETE
91,2516.3618101661996,2023-01-11 19:31:19.917555,2023-01-11 19:31:57.242903,0 days 00:00:37.325348,,Plain,Bernoulli,9,0.18872167235555057,0.227666853857484,15,482,3,0.3456809964231475,COMPLETE
54,2516.402983566939,2023-01-11 19:08:14.794848,2023-01-11 19:08:44.698192,0 days 00:00:29.903344,,Plain,Bernoulli,10,0.0526761842903668,0.08469417233000165,14,487,10,0.600808793479262,COMPLETE
70,2516.644816607151,2023-01-11 19:18:37.972036,2023-01-11 19:19:03.615012,0 days 00:00:25.642976,,Plain,Bernoulli,9,0.2111455304320629,0.26017811948899683,15,431,2,0.3333252875424953,COMPLETE
83,2517.32408403167,2023-01-11 19:26:37.705226,2023-01-11 19:27:04.100776,0 days 00:00:26.395550,,Plain,Bernoulli,9,0.193995932221837,0.22593618470404941,17,480,3,0.3167659676477373,COMPLETE
82,2520.9025247785025,2023-01-11 19:26:00.085558,2023-01-11 19:26:32.950790,0 days 00:00:32.865232,,Plain,Bernoulli,9,0.2580286674305477,0.25761377012604514,16,427,4,0.3108824602062411,COMPLETE
93,2521.219903979532,2023-01-11 19:32:44.374447,2023-01-11 19:33:09.463947,0 days 00:00:25.089500,,Plain,Bernoulli,9,0.6029983776454257,0.202599683452501,16,413,2,0.3465528144106107,COMPLETE
71,2521.9696535657167,2023-01-11 19:19:10.161194,2023-01-11 19:19:41.839733,0 days 00:00:31.678539,,Plain,Bernoulli,9,0.24336057530639554,0.29460844740159103,16,430,3,0.32103007295278735,COMPLETE
69,2522.562280119852,2023-01-11 19:18:06.274705,2023-01-11 19:18:31.153948,0 days 00:00:24.879243,,Plain,Bernoulli,9,0.20818992789763507,0.29576101063184856,15,478,3,0.35256535506640274,COMPLETE
