iteration,rmse,datetime_start,datetime_complete,duration,bagging_temperature,boosting_type,bootstrap_type,depth,l2_leaf_reg,learning_rate,min_data_in_leaf,n_estimators,one_hot_max_size,subsample,state
96,2424.9483868928774,2022-05-17 03:10:19.551245,2022-05-17 03:11:29.509181,0 days 00:01:09.957936,,Plain,Bernoulli,10.0,0.9725750660251558,0.25420692400704514,17.0,409.0,10.0,0.9237482214942376,COMPLETE
92,2427.0706601411634,2022-05-17 03:05:37.230928,2022-05-17 03:06:45.206541,0 days 00:01:07.975613,,Plain,Bernoulli,10.0,0.9709971769725634,0.24624765190518863,7.0,396.0,10.0,0.8933038894695321,COMPLETE
89,2427.4006101479017,2022-05-17 03:02:19.013684,2022-05-17 03:03:25.919213,0 days 00:01:06.905529,,Plain,Bernoulli,10.0,0.9686548611220281,0.24459502747723752,6.0,388.0,9.0,0.943410261396431,COMPLETE
91,2427.933605839954,2022-05-17 03:04:32.559275,2022-05-17 03:05:37.230768,0 days 00:01:04.671493,,Plain,Bernoulli,10.0,0.9660031571930916,0.24321211296214146,6.0,370.0,10.0,0.8977065267151042,COMPLETE
93,2431.488699790315,2022-05-17 03:06:45.206697,2022-05-17 03:07:56.729684,0 days 00:01:11.522987,,Plain,Bernoulli,10.0,0.8814476961193516,0.17770413580471742,17.0,418.0,10.0,0.9005892147624031,COMPLETE
83,2431.5170528290087,2022-05-17 02:52:18.965940,2022-05-17 02:54:35.078849,0 days 00:02:16.112909,,Plain,Bernoulli,10.0,0.9319951685323568,0.243785865132019,7.0,360.0,8.0,0.9027233332358525,COMPLETE
74,2433.1866480765652,2022-05-17 02:39:18.087585,2022-05-17 02:40:18.468453,0 days 00:01:00.380868,,Plain,Bernoulli,10.0,0.95882632215726,0.29086450870446073,6.0,347.0,9.0,0.9543901184103368,COMPLETE
82,2434.090182502935,2022-05-17 02:51:18.169482,2022-05-17 02:52:18.965798,0 days 00:01:00.796316,,Plain,Bernoulli,10.0,0.8979577990653222,0.24322932349001794,8.0,347.0,9.0,0.9068655502613038,COMPLETE
73,2434.148209105345,2022-05-17 02:38:17.791215,2022-05-17 02:39:18.087448,0 days 00:01:00.296233,,Plain,Bernoulli,10.0,0.909847071309825,0.28592564861226494,6.0,346.0,9.0,0.9488663452240521,COMPLETE
85,2435.1867813265717,2022-05-17 02:56:25.785881,2022-05-17 02:57:22.224485,0 days 00:00:56.438604,,Plain,Bernoulli,10.0,0.888256937884883,0.255839848996215,6.0,317.0,9.0,0.9721877689585567,COMPLETE
66,2435.3756897480966,2022-05-17 02:31:40.979911,2022-05-17 02:32:40.701449,0 days 00:00:59.721538,,Plain,Bernoulli,10.0,0.9949683978620338,0.21849825899138534,8.0,348.0,9.0,0.8880308786389195,COMPLETE
95,2435.8676910269396,2022-05-17 03:09:11.405372,2022-05-17 03:10:19.551071,0 days 00:01:08.145699,,Plain,Bernoulli,10.0,0.9990883337537645,0.16820024987356139,14.0,396.0,10.0,0.9758590784316622,COMPLETE
97,2437.6267020313126,2022-05-17 03:11:29.509340,2022-05-17 03:13:39.259918,0 days 00:02:09.750578,,Plain,Bernoulli,9.0,0.8717742249484801,0.2443204943002598,17.0,428.0,8.0,0.9243285443959187,COMPLETE
81,2438.2579016287173,2022-05-17 02:50:17.012396,2022-05-17 02:51:18.169342,0 days 00:01:01.156946,,Plain,Bernoulli,10.0,0.9565488657035459,0.2094358106800682,7.0,347.0,9.0,0.8943356911919772,COMPLETE
94,2438.524572358389,2022-05-17 03:07:56.729832,2022-05-17 03:09:11.405210,0 days 00:01:14.675378,,Plain,Bernoulli,10.0,0.8871189142009103,0.13774604237761895,17.0,446.0,10.0,0.9465882890203388,COMPLETE
72,2438.850423465414,2022-05-17 02:37:17.619876,2022-05-17 02:38:17.791043,0 days 00:01:00.171167,,Plain,Bernoulli,10.0,0.9129580000742958,0.28920882880278675,7.0,343.0,9.0,0.8500215576520406,COMPLETE
52,2439.1448958326887,2022-05-17 02:17:01.497511,2022-05-17 02:17:58.565309,0 days 00:00:57.067798,,Plain,Bernoulli,10.0,0.9578082082044921,0.23897528589592856,6.0,323.0,16.0,0.8551749734066951,COMPLETE
51,2439.8487180264265,2022-05-17 02:16:04.190752,2022-05-17 02:17:01.497387,0 days 00:00:57.306635,,Plain,Bernoulli,10.0,0.9062061905888814,0.28830437110869345,7.0,327.0,16.0,0.8373926831293482,COMPLETE
65,2440.5235647447607,2022-05-17 02:30:40.990906,2022-05-17 02:31:40.979780,0 days 00:00:59.988874,,Plain,Bernoulli,10.0,0.907967422827804,0.20545571538427357,7.0,349.0,12.0,0.8804658774659628,COMPLETE
71,2442.623975930027,2022-05-17 02:36:17.552781,2022-05-17 02:37:17.619740,0 days 00:01:00.066959,,Plain,Bernoulli,10.0,0.9081555679083994,0.2113815555299824,8.0,344.0,11.0,0.78916020390928,COMPLETE
63,2444.614348262601,2022-05-17 02:28:51.775918,2022-05-17 02:29:51.583702,0 days 00:00:59.807784,,Plain,Bernoulli,10.0,0.9562915795482974,0.20531652152142515,7.0,348.0,13.0,0.7889191314249181,COMPLETE
84,2445.5577544053795,2022-05-17 02:54:35.078991,2022-05-17 02:56:25.785737,0 days 00:01:50.706746,,Plain,Bernoulli,9.0,0.9322153321172696,0.25525798135952804,4.0,362.0,8.0,0.9118873880009579,COMPLETE
43,2446.702384432773,2022-05-17 01:55:45.542199,2022-05-17 01:56:47.075869,0 days 00:01:01.533670,,Plain,Bernoulli,10.0,0.8289122136815721,0.18187010306918378,7.0,366.0,19.0,0.7017909372897057,COMPLETE
41,2447.4611918703986,2022-05-17 01:53:38.263233,2022-05-17 01:54:41.855394,0 days 00:01:03.592161,,Plain,Bernoulli,10.0,0.812903104885598,0.17011491145152843,9.0,372.0,16.0,0.7248256689632753,COMPLETE
58,2448.116591552455,2022-05-17 02:24:36.472566,2022-05-17 02:25:39.622240,0 days 00:01:03.149674,,Plain,Bernoulli,10.0,0.8059839434597775,0.1563940873694312,8.0,379.0,13.0,0.7917430333831702,COMPLETE
75,2448.6873672481265,2022-05-17 02:40:18.468593,2022-05-17 02:41:06.860127,0 days 00:00:48.391534,,Plain,Bernoulli,9.0,0.9466677324184198,0.2968352751575183,6.0,320.0,9.0,0.946017877853366,COMPLETE
42,2450.7660082477805,2022-05-17 01:54:41.855508,2022-05-17 01:55:45.542071,0 days 00:01:03.686563,,Plain,Bernoulli,10.0,0.8247828500044659,0.16210983699743967,7.0,374.0,15.0,0.7192836771385973,COMPLETE
69,2453.7650407374676,2022-05-17 02:34:31.723919,2022-05-17 02:35:23.326270,0 days 00:00:51.602351,,Plain,Bernoulli,9.0,0.9292920177404833,0.22523018215518012,5.0,353.0,11.0,0.9186253218335234,COMPLETE
