feature,weight,std
horsepower,0.3959093334292282,0.0014227955670779342
mileage,0.13217128200014955,0.0010344180293494648
year,0.07832413584680993,0.0010314410966816793
width,0.07670269474903815,0.0008285226300365051
horsepower_rpm,0.033265500987236594,0.00028450694839803547
wheel_system_display_Front-Wheel Drive,0.03022450013837825,0.0001891568745571979
fuel_tank_volume,0.025654939327636163,0.0001473866180671762
engine_displacement,0.022278942628519215,0.00017332630549179228
wheelbase,0.01745478238369318,0.0001992142546589226
back_legroom,0.017116650913718834,0.00017114562354337838
height,0.016849743271895923,9.109766377005551e-05
highway_fuel_economy,0.015741419341471063,0.0002909264346512538
savings_amount,0.012355661588880063,0.0001602841115023263
length,0.010866440360033636,0.00010732189737387279
maximum_seating,0.010199949173725353,0.0001394367977145308
wheel_system_display_Four-Wheel Drive,0.009755741400813322,0.00018540768106280891
front_legroom,0.008425243712408137,0.000132919366559461
wheel_system_display_All-Wheel Drive,0.007243810225708769,0.00010843084371682114
city_fuel_economy,0.00588800735432915,7.702576434974974e-05
daysonmarket,0.0034650304855970092,5.5704152795098406e-05
